"HostOrder","Year","Discovered","VirusFamily","VRichness","VirusCumulative","yearx","mean","sd","q0.025","median","q0.975","smin","smax","cv","var","model"
"Primates",1935,0,"NA",27,2,6,0.330798445575848,0.118555031612043,0.15709924022779,0.310325326563753,0.611544986713557,0.0964075773777656,0.895648007057321,0.358390534168518,0.0140552955205326,"1930"
"Primates",1936,0,"NA",27,2,7,0.330792048936675,0.116088375468068,0.158880345281089,0.311270426690364,0.608088308475179,0.0984240190226271,0.883085954838997,0.35094064637053,0.0134765109188152,"1930"
"Primates",1937,0,"NA",27,2,8,0.330808107899378,0.113659419921109,0.161159122405256,0.312123610925764,0.599016771328134,0.100482636158438,0.870700093663015,0.343581119105101,0.0129184637368031,"1930"
"Primates",1938,0,"NA",27,2,9,0.330846620387488,0.111268724315322,0.163495578873454,0.312860334477054,0.590407880256794,0.102584310919348,0.858487952334157,0.336315130512756,0.0123807290107592,"1930"
"Primates",1939,0,"NA",27,2,10,0.330907588638002,0.108916957193293,0.165883908052955,0.313501546651852,0.58386530655036,0.10472994389005,0.846447094317338,0.329146145126466,0.0118629035642456,"1930"
"Primates",1940,0,"NA",27,2,11,0.330991019203301,0.106604903961121,0.168183965088335,0.314234851796422,0.578879684625921,0.106920454491684,0.834575117251483,0.322077934977572,0.0113646055485598,"1930"
"Primates",1941,0,"NA",27,2,12,0.331096922954381,0.104333475031058,0.170784943629032,0.31481353961452,0.570668598363653,0.109156781375823,0.822869652470209,0.31511460179119,0.0108854740120564,"1930"
"Primates",1942,0,"NA",27,2,13,0.331225315085408,0.102103714417038,0.173361798081578,0.315461190908858,0.565873412821835,0.111439882826684,0.811328364529238,0.308260600161886,0.010425168497756,"1930"
"Primates",1943,0,"NA",27,2,14,0.331376215119594,0.0999168087395351,0.175906510825902,0.316302625647461,0.559055938291395,0.113770737171771,0.799948950740433,0.301520761541305,0.00998336866869283,"1930"
"Primates",1944,0,"NA",27,2,15,0.331549646916405,0.0977740965721223,0.178254222690413,0.317703434244754,0.553077473062655,0.116150343201085,0.788729140712372,0.294900318795316,0.0095597739604947,"1930"
