"HostOrder","Year","Discovered","VirusFamily","VRichness","VirusCumulative","yearx","mean","sd","q0.025","median","q0.975","smin","smax","cv","var","model"
"Cetartiodactyla",1947,0,"NA",33,2,18,0.315601951279753,0.0945634626674578,0.174243244638094,0.300731586768623,0.539362813315724,0.105679843143909,0.727464456731865,0.299628891025568,0.00894224847165968,"1930"
"Cetartiodactyla",1948,0,"NA",33,2,19,0.318734745060034,0.0933246483037117,0.178184377226101,0.304394568414366,0.538090686374366,0.109104745867321,0.72155041362592,0.292797223240077,0.00870948998101148,"1930"
"Cetartiodactyla",1949,0,"NA",33,2,20,0.321919119937744,0.0920938372636868,0.182395845614232,0.307944760571084,0.534559612318823,0.112640643822329,0.715684449715508,0.28607756284093,0.00848127486195042,"1930"
"Cetartiodactyla",1950,0,"NA",33,2,21,0.325155985850834,0.0908729237401964,0.18671990606925,0.311971494478186,0.536614248735568,0.116291134174294,0.709866174132826,0.279474860357898,0.00825788826909155,"1930"
"Cetartiodactyla",1951,0,"NA",33,2,22,0.328446271506676,0.0896640324007068,0.191158129546571,0.315771867790059,0.538553950417197,0.120059930666543,0.704095199187693,0.27299452050222,0.008039638706355,"1930"
"Cetartiodactyla",1952,1,"Peribunyaviridae",33,3,23,0.331790924792795,0.0884695390155731,0.195694851404628,0.319795947545591,0.539694469338933,0.123950867398466,0.698371140341722,0.26664243173867,0.00782685933362801,"1930"
"Cetartiodactyla",1953,0,"NA",33,3,24,0.335190913197351,0.087292092141855,0.199649813784056,0.323500477010372,0.545098141118025,0.127967902726047,0.692693616182695,0.260424995741039,0.0076199093505021,"1930"
"Cetartiodactyla",1954,0,"NA",33,3,25,0.338647224239618,0.086134635666658,0.203813264067562,0.327520655215571,0.54596088953141,0.132115123288808,0.687062248399144,0.254349155998726,0.00741917546142791,"1930"
"Cetartiodactyla",1955,1,"Herpesviridae",33,4,26,0.342160865910703,0.0850004319217381,0.208398765482561,0.33180586527615,0.546206062789574,0.136396748167259,0.68198794386835,0.248422424626203,0.00722507342688204,"1930"
"Cetartiodactyla",1956,0,"NA",33,4,27,0.345732867124771,0.0838930849677549,0.212492101076393,0.335910351111393,0.546932794775942,0.140817133175083,0.6851149909401,0.242652906174173,0.00703804970540694,"1930"
"Cetartiodactyla",1957,0,"NA",33,4,28,0.349364278181028,0.0828165635103703,0.217026704095735,0.339748798555295,0.547223522542117,0.145380775290426,0.688256376129521,0.23704931695237,0.00685858319166719,"1930"
"Cetartiodactyla",1958,0,"NA",33,4,29,0.353056171236735,0.0817752227509284,0.221415346150445,0.3436441673838,0.549371837210322,0.150092317230793,0.691412165179665,0.231620998053864,0.00668718705596396,"1930"
"Cetartiodactyla",1959,1,"Paramyxoviridae",33,5,30,0.356809640791535,0.0807738242933072,0.226221760664697,0.347366450125221,0.551790183229597,0.154956552176212,0.694582424135027,0.226377919929857,0.00652441069096607,"1930"
"Cetartiodactyla",1960,2,"Adenoviridae, Reoviridae",33,7,31,0.360625804183371,0.0798175530303364,0.230736397949947,0.351570352473427,0.55256688988835,0.159978428645466,0.697767219342932,0.221330676020485,0.00637084177175056,"1930"
"Cetartiodactyla",1961,1,"Parvoviridae",33,8,32,0.364505802096279,0.0789120297267794,0.235827987498412,0.355786357811872,0.551404604028449,0.165163055530358,0.700966617454918,0.216490462629003,0.00622710843560011,"1930"
"Cetartiodactyla",1962,1,"Poxviridae",33,9,33,0.368450799080381,0.0780633178156041,0.241282332532922,0.360390257086371,0.552374593125073,0.170515707293123,0.704180685428135,0.211869041973699,0.00609388158838002,"1930"
"Cetartiodactyla",1963,0,"NA",33,9,34,0.372461984084348,0.0772779227510339,0.247039910816812,0.365356626247801,0.552921291565827,0.176041829332285,0.707409490526743,0.207478685216727,0.00597187734471476,"1930"
"Cetartiodactyla",1964,0,"NA",33,9,35,0.37654057100068,0.0765627821438376,0.250713834112431,0.369780858382971,0.553969390414315,0.181747043522407,0.710653100323322,0.203332092317084,0.00586185960960474,"1930"
"Cetartiodactyla",1965,1,"Orthomyxoviridae",33,10,36,0.38068779922411,0.0759252448765863,0.255135037753261,0.373729679714063,0.556883590490975,0.187637153933381,0.713911582700286,0.199442285860833,0.00576464280956959,"1930"
"Cetartiodactyla",1966,1,"Flaviviridae",33,11,37,0.38490493422347,0.0753730374993349,0.258952010427272,0.377971849187088,0.560039275327857,0.19371815273506,0.717185005851301,0.195822476662704,0.00568109478187615,"1930"
"Cetartiodactyla",1967,1,"Togaviridae",33,12,38,0.38919326812735,0.0749142164806454,0.262746852013425,0.382676904237377,0.565526855090603,0.199996226293261,0.720473438282716,0.192485899977418,0.00561213983090901,"1930"
"Cetartiodactyla",1968,0,"NA",33,12,39,0.39355412032392,0.074557105370789,0.266648252160397,0.387505574264284,0.567185889897408,0.20389703060291,0.723776948814994,0.189445622648859,0.00555876196127093,"1930"
"Cetartiodactyla",1969,1,"Rhabdoviridae",33,13,40,0.397988838075247,0.0743102166445571,0.270595044526817,0.391555961814789,0.569853681292766,0.207696672090804,0.727095606584155,0.186714323456748,0.00552200829776102,"1930"
"Cetartiodactyla",1970,0,"NA",33,13,41,0.402498797146505,0.0741821589263399,0.274624788592729,0.395456602440177,0.571468321720014,0.211567120276539,0.730429481043218,0.184304051222639,0.00550299270297274,"1930"
"Cetartiodactyla",1971,1,"Retroviridae",33,14,42,0.407085402450427,0.074181531420448,0.279251447133298,0.401132742686393,0.574137650206596,0.215509694649986,0.73377864196366,0.182225967754964,0.00550289960388292,"1930"
"Cetartiodactyla",1972,0,"NA",33,14,43,0.411750088707416,0.0743168085931409,0.282179260313364,0.405798660292653,0.577446587615751,0.219525739289842,0.739426434946678,0.180490085202992,0.00552298803946954,"1930"
"Cetartiodactyla",1973,2,"Coronaviridae, Nodaviridae",33,16,44,0.41649432112169,0.0745962193552917,0.286600244135605,0.410857600950547,0.581730382412603,0.223616623321845,0.751164530213725,0.179105009533843,0.0055645959421028,"1930"
"Cetartiodactyla",1974,1,"Nairoviridae",33,17,45,0.421319596073887,0.075027626020033,0.290230922165893,0.41587045490089,0.586800088699873,0.227783741385527,0.763088962990478,0.178077703290296,0.00562914466620193,"1930"
"Cetartiodactyla",1975,0,"NA",33,17,46,0.426227441830543,0.0756184089917507,0.294068484172938,0.420254077081677,0.593543929788868,0.232028514109666,0.775202691309457,0.177413281197917,0.00571814377844369,"1930"
"Cetartiodactyla",1976,0,"NA",33,17,47,0.431219419270874,0.0763753633356257,0.29876022689497,0.42517476229733,0.599063378367578,0.236352388596599,0.787508720160749,0.177114851331985,0.00583319612464883,"1930"
"Cetartiodactyla",1977,1,"Astroviridae",33,18,48,0.436297122631316,0.0773046129888999,0.301650544464764,0.429832679969494,0.608171567039202,0.240756838915562,0.800010102237445,0.177183412355952,0.00597600318936359,"1930"
"Cetartiodactyla",1978,1,"Caliciviridae",33,19,49,0.441462180268259,0.0784115473963956,0.306742481101113,0.434814172221781,0.615221147252303,0.245243366605214,0.812709938692901,0.177617813939912,0.00614837076509719,"1930"
"Cetartiodactyla",1979,0,"NA",33,19,50,0.446716255439465,0.0797007838680224,0.309332709914353,0.440802398121602,0.623944856604394,0.247342684135389,0.825611379910027,0.178414783204196,0.00635221494917722,"1930"
"Cetartiodactyla",1980,2,"Papillomaviridae, Polyomaviridae",33,21,51,0.452061047104634,0.0811761571352399,0.312358915130946,0.445785167183862,0.629789497201423,0.249339046753447,0.838717626282787,0.179569015413201,0.00658956848724516,"1930"
"Cetartiodactyla",1981,0,"NA",33,21,52,0.457498290745615,0.0828407356530519,0.313500012624189,0.451040026571288,0.639062351643948,0.251351522496973,0.852031929010101,0.181073322739722,0.00686258748353883,"1930"
"Cetartiodactyla",1982,1,"Tobaniviridae",33,22,53,0.463029759206777,0.0846968623934821,0.316040115177909,0.456922653932353,0.650761806956772,0.253380241418898,0.86555759090236,0.182918831261683,0.00717355849930045,"1930"
"Cetartiodactyla",1983,0,"NA",33,22,54,0.468657263556046,0.0867462164126641,0.318259094029478,0.461648497332313,0.659749012244879,0.255425334621843,0.879297967200728,0.185095213833788,0.00752490606191276,"1930"
"Cetartiodactyla",1984,0,"NA",33,22,55,0.474382653967153,0.0889898904859725,0.319124508469512,0.466599958910224,0.669838245393651,0.254943378044897,0.893256466409467,0.187590945288093,0.00791920060870538,"1930"
"Cetartiodactyla",1985,1,"Pneumoviridae",33,23,56,0.480207820623636,0.0914284796482718,0.321080286827704,0.47142080950522,0.679307766633235,0.254320337484706,0.907436551141461,0.19039356653862,0.00835916689079445,"1930"
"Cetartiodactyla",1986,0,"NA",33,23,57,0.486134694645166,0.0940621755214328,0.322833488848407,0.476974982334415,0.690894734375468,0.253698819535311,0.921841738977176,0.193489945394845,0.00884769286382483,"1930"
"Cetartiodactyla",1987,0,"NA",33,23,58,0.492165249036763,0.0968908617676712,0.324433009679175,0.48275255560384,0.701658382404906,0.253078820475695,0.937258644140977,0.196866523911024,0.00938783909408197,"1930"
"Cetartiodactyla",1988,1,"Asfarviridae",33,24,59,0.498301499661516,0.0999142067482618,0.326960280728795,0.488058942661155,0.711689171186357,0.252460336593937,0.961187366072062,0.200509544555116,0.0099828487101344,"1930"
"Cetartiodactyla",1989,0,"NA",33,24,60,0.504545506237392,0.103131750358292,0.32965894475314,0.493101979184086,0.725491765826328,0.251843364187187,0.985727001262613,0.204405250038573,0.0106361579319651,"1930"
"Cetartiodactyla",1990,0,"NA",33,24,61,0.510899373358787,0.106542982929218,0.331540975239258,0.498181166609616,0.744564462759988,0.251227899561642,1.01089314665975,0.20854005403995,0.0113514072114556,"1930"
"Cetartiodactyla",1991,0,"NA",33,24,62,0.517365251543448,0.110147414949729,0.33288296465809,0.505374521345939,0.759398563785312,0.24878074590721,1.03670179740912,0.212900682102495,0.0121324530201079,"1930"
"Cetartiodactyla",1992,1,"Arteriviridae",33,25,63,0.523945338305429,0.113944637092031,0.332880067799824,0.512136742847763,0.773659089120114,0.246280116253535,1.06316935702111,0.217474283597133,0.0129833803220346,"1930"
"Cetartiodactyla",1993,0,"NA",33,25,64,0.530641879254763,0.117934370615703,0.335505892000234,0.51848319267054,0.790549590239844,0.243804621779201,1.09031264779665,0.222248516798807,0.0139085157725219,"1930"
"Cetartiodactyla",1994,1,"Bornaviridae",33,26,65,0.537457169224551,0.122116508650075,0.337966975687275,0.524274847268211,0.808466778186894,0.241354009836943,1.11814892151914,0.227211609859566,0.0149124416848839,"1930"
"Cetartiodactyla",1995,0,"NA",33,26,66,0.544393553426181,0.126491149140508,0.337124668016596,0.529684777325027,0.828198105584715,0.238928030318992,1.14669587041935,0.232352400840213,0.0160000108108862,"1930"
"Cetartiodactyla",1996,0,"NA",33,26,67,0.551453428633415,0.131058620406047,0.337766287192888,0.53611299814428,0.847704997656804,0.236526435631545,1.17597163842033,0.237660360061284,0.0171763619827363,"1930"
"Cetartiodactyla",1997,0,"NA",33,26,68,0.558639244396104,0.135819500321269,0.337629902769308,0.542750780568829,0.868465523920528,0.234148980669501,1.20599483266934,0.243125597930542,0.0184469366675192,"1930"
