"mean","sd","q0.025","median","q0.975","mode","kld","param","model","Host","HostOrder","Domestic","VRichness"
-0.03455426325402,0.0835650413193748,-0.204344550746304,-0.0325183664899616,0.12382460008567,-0.0284794726383508,6.94851785430631e-07,"yearx","1990","Aepyceros melampus","Cetartiodactyla",FALSE,14
-1.23127151427167,0.954398800505289,-3.30929528117675,-1.15486593541846,0.431640606724649,-0.994810057297927,3.59260434292376e-06,"Intercept","1990","Aepyceros melampus","Cetartiodactyla",FALSE,14
0.0212222530659176,0.01225476792405,-0.00182318056458442,0.0208569773356244,0.0463476626360715,0.0201285068105653,1.2631094492152e-06,"yearx","1930","Aotus trivirgatus","Primates",FALSE,14
-2.72835188630442,0.691089008033824,-4.20819044418638,-2.68381331356843,-1.49265809727435,-2.59253190687908,3.54758043845155e-06,"Intercept","1930","Aotus trivirgatus","Primates",FALSE,14
-0.00962592804531964,0.0189573057169229,-0.0473533057462451,-0.00945136702463109,0.0270982331118639,-0.00910375348430299,1.44116031130359e-07,"yearx","1960","Aotus trivirgatus","Primates",FALSE,14
-1.10676679551621,0.530694252634331,-2.23169551254182,-1.0773495457467,-0.145024884847859,-1.01770679763093,3.26926925405533e-06,"Intercept","1960","Aotus trivirgatus","Primates",FALSE,14
0.0413104397421528,0.0839880609341326,-0.116927673937862,0.0389213163997656,0.213182312047378,0.0341600065602507,1.11991005909704e-06,"yearx","1990","Aotus trivirgatus","Primates",FALSE,14
-2.07977999858645,1.16094000065863,-4.63066275021074,-1.97678015843193,-0.0819532379473318,-1.75844596333027,3.44312946009412e-06,"Intercept","1990","Aotus trivirgatus","Primates",FALSE,14
0.023050233884933,0.0124026557952825,-0.000200118807477577,0.0226525609375236,0.0485573489479601,0.0218584215714452,1.49909056047667e-06,"yearx","1930","Artibeus jamaicensis","Chiroptera",FALSE,14
-2.82421990699679,0.708058283856434,-4.34158075433526,-2.77806913670621,-1.5596204365035,-2.68341025446196,3.56115366892287e-06,"Intercept","1930","Artibeus jamaicensis","Chiroptera",FALSE,14
-0.0143087690016932,0.018396085320689,-0.0511266707271253,-0.0140661252617737,0.0211307546434053,-0.0135841632164466,1.50784077460524e-11,"yearx","1960","Artibeus jamaicensis","Chiroptera",FALSE,14
-0.924231766024237,0.498596038606684,-1.97792234993886,-0.897859416302912,-0.0173806756528048,-0.844550434727951,3.15063566025582e-06,"Intercept","1960","Artibeus jamaicensis","Chiroptera",FALSE,14
-0.0559785560903778,0.0852816334786901,-0.232653101203038,-0.0527607315286246,0.102326194664447,-0.0463429145328012,2.04784952647806e-06,"yearx","1990","Artibeus jamaicensis","Chiroptera",FALSE,14
-1.0278077830856,0.914895107230585,-3.01465673862362,-0.956691546753729,0.572826054354235,-0.808258517788422,3.61465536749983e-06,"Intercept","1990","Artibeus jamaicensis","Chiroptera",FALSE,14
0.0699410288702426,0.0197816072834251,0.0347815976384922,0.0685984135233912,0.112486147168116,0.0658357173686479,3.60044866693692e-06,"yearx","1930","Callithrix jacchus","Primates",FALSE,14
-5.69543615641778,1.3609866851446,-8.65839956469315,-5.58661769077154,-3.32367300367631,-5.35868867957692,3.59372363643114e-06,"Intercept","1930","Callithrix jacchus","Primates",FALSE,14
0.0611143947218682,0.022421510947205,0.0200875944200372,0.0600297822024262,0.108175228594382,0.057838041910944,2.90003897674719e-06,"yearx","1960","Callithrix jacchus","Primates",FALSE,14
-3.23922504859098,0.881695696856528,-5.14029482335023,-3.17652171513655,-1.67934993397555,-3.04697855810342,3.62672222171273e-06,"Intercept","1960","Callithrix jacchus","Primates",FALSE,14
0.0665346710739313,0.0521607743946034,-0.0318381077438014,0.0650893072094372,0.173165546374091,0.0622098173051374,1.0426133921965e-06,"yearx","1990","Callithrix jacchus","Primates",FALSE,14
-1.43561842396897,0.758626322219838,-3.06588675495197,-1.38415423691699,-0.0863559737960555,-1.27827727716112,3.59994577004872e-06,"Intercept","1990","Callithrix jacchus","Primates",FALSE,14
0.0407675692599884,0.0144328053392384,0.0144393156740191,0.0400414998490016,0.0711366600926334,0.0385720527344017,3.0168724173454e-06,"yearx","1930","Canis latrans","Carnivora",FALSE,14
-3.82702182592764,0.906606929414605,-5.78342335798966,-3.76179323821741,-2.22526358355917,-3.62687744591865,3.62999822948898e-06,"Intercept","1930","Canis latrans","Carnivora",FALSE,14
