"Year","NumPubs","Host","Note"
1999,1,"Dasycercus cristicauda",""
2000,1,"Dasycercus cristicauda",""
2016,1,"Dasycercus cristicauda",""
2001,1,"Dasymys incomtus",""
2009,1,"Dasymys incomtus",""
2014,1,"Dasymys incomtus",""
2019,1,"Dasymys incomtus",""
1979,1,"Dasyprocta fuliginosa",""
2003,1,"Dasyprocta fuliginosa",""
2007,1,"Dasyprocta fuliginosa",""
2011,1,"Dasyprocta fuliginosa",""
2016,2,"Dasyprocta fuliginosa",""
2021,1,"Dasyprocta fuliginosa",""
1954,1,"Dasyprocta leporina",""
1984,1,"Dasyprocta leporina",""
1990,1,"Dasyprocta leporina",""
1992,1,"Dasyprocta leporina",""
1998,1,"Dasyprocta leporina",""
2003,2,"Dasyprocta leporina",""
2006,3,"Dasyprocta leporina",""
2007,4,"Dasyprocta leporina",""
2008,2,"Dasyprocta leporina",""
2009,3,"Dasyprocta leporina",""
2010,2,"Dasyprocta leporina",""
2011,2,"Dasyprocta leporina",""
2012,1,"Dasyprocta leporina",""
2014,2,"Dasyprocta leporina",""
2015,4,"Dasyprocta leporina",""
2016,1,"Dasyprocta leporina",""
2017,3,"Dasyprocta leporina",""
2018,3,"Dasyprocta leporina",""
2019,5,"Dasyprocta leporina",""
2020,8,"Dasyprocta leporina",""
1976,1,"Dasyprocta punctata",""
1979,1,"Dasyprocta punctata",""
1983,1,"Dasyprocta punctata",""
1991,1,"Dasyprocta punctata",""
1993,1,"Dasyprocta punctata",""
1995,1,"Dasyprocta punctata",""
2009,1,"Dasyprocta punctata",""
2013,1,"Dasyprocta punctata",""
2015,1,"Dasyprocta punctata",""
1946,1,"Dasypus novemcinctus",""
1947,1,"Dasypus novemcinctus",""
1960,2,"Dasypus novemcinctus",""
1961,2,"Dasypus novemcinctus",""
1962,3,"Dasypus novemcinctus",""
1963,3,"Dasypus novemcinctus",""
1964,1,"Dasypus novemcinctus",""
1965,2,"Dasypus novemcinctus",""
1966,2,"Dasypus novemcinctus",""
1967,2,"Dasypus novemcinctus",""
1968,3,"Dasypus novemcinctus",""
1969,4,"Dasypus novemcinctus",""
1970,4,"Dasypus novemcinctus",""
1971,5,"Dasypus novemcinctus",""
1972,5,"Dasypus novemcinctus",""
1973,4,"Dasypus novemcinctus",""
1974,8,"Dasypus novemcinctus",""
1975,5,"Dasypus novemcinctus",""
1976,2,"Dasypus novemcinctus",""
1977,10,"Dasypus novemcinctus",""
1978,8,"Dasypus novemcinctus",""
1979,4,"Dasypus novemcinctus",""
1980,3,"Dasypus novemcinctus",""
1981,5,"Dasypus novemcinctus",""
1982,7,"Dasypus novemcinctus",""
1983,6,"Dasypus novemcinctus",""
1984,7,"Dasypus novemcinctus",""
1985,4,"Dasypus novemcinctus",""
1986,8,"Dasypus novemcinctus",""
1987,8,"Dasypus novemcinctus",""
1988,4,"Dasypus novemcinctus",""
1989,5,"Dasypus novemcinctus",""
1990,6,"Dasypus novemcinctus",""
1991,4,"Dasypus novemcinctus",""
1992,1,"Dasypus novemcinctus",""
1993,3,"Dasypus novemcinctus",""
1994,1,"Dasypus novemcinctus",""
1995,4,"Dasypus novemcinctus",""
1996,6,"Dasypus novemcinctus",""
1997,4,"Dasypus novemcinctus",""
1998,5,"Dasypus novemcinctus",""
1999,7,"Dasypus novemcinctus",""
2000,4,"Dasypus novemcinctus",""
2001,11,"Dasypus novemcinctus",""
2002,1,"Dasypus novemcinctus",""
2003,6,"Dasypus novemcinctus",""
2004,3,"Dasypus novemcinctus",""
2005,8,"Dasypus novemcinctus",""
2006,7,"Dasypus novemcinctus",""
2007,6,"Dasypus novemcinctus",""
2008,11,"Dasypus novemcinctus",""
2009,9,"Dasypus novemcinctus",""
2010,3,"Dasypus novemcinctus",""
2011,5,"Dasypus novemcinctus",""
2012,8,"Dasypus novemcinctus",""
2013,8,"Dasypus novemcinctus",""
2014,10,"Dasypus novemcinctus",""
2015,6,"Dasypus novemcinctus",""
2016,10,"Dasypus novemcinctus",""
2017,13,"Dasypus novemcinctus",""
2018,4,"Dasypus novemcinctus",""
2019,10,"Dasypus novemcinctus",""
2020,5,"Dasypus novemcinctus",""
2021,1,"Dasypus novemcinctus",""
1949,1,"Delphinapterus leucas",""
1969,2,"Delphinapterus leucas",""
1971,1,"Delphinapterus leucas",""
1972,1,"Delphinapterus leucas",""
1976,1,"Delphinapterus leucas",""
1977,1,"Delphinapterus leucas",""
1981,3,"Delphinapterus leucas",""
1982,3,"Delphinapterus leucas",""
1985,2,"Delphinapterus leucas",""
1986,4,"Delphinapterus leucas",""
1987,5,"Delphinapterus leucas",""
1988,4,"Delphinapterus leucas",""
1989,1,"Delphinapterus leucas",""
1990,2,"Delphinapterus leucas",""
1991,3,"Delphinapterus leucas",""
1992,1,"Delphinapterus leucas",""
1993,3,"Delphinapterus leucas",""
1994,10,"Delphinapterus leucas",""
1995,6,"Delphinapterus leucas",""
1996,8,"Delphinapterus leucas",""
1997,9,"Delphinapterus leucas",""
1998,7,"Delphinapterus leucas",""
1999,14,"Delphinapterus leucas",""
2000,10,"Delphinapterus leucas",""
2001,7,"Delphinapterus leucas",""
2002,17,"Delphinapterus leucas",""
2003,10,"Delphinapterus leucas",""
2004,5,"Delphinapterus leucas",""
2005,13,"Delphinapterus leucas",""
2006,7,"Delphinapterus leucas",""
2007,3,"Delphinapterus leucas",""
2008,9,"Delphinapterus leucas",""
2009,7,"Delphinapterus leucas",""
2010,6,"Delphinapterus leucas",""
2011,12,"Delphinapterus leucas",""
2012,10,"Delphinapterus leucas",""
2013,13,"Delphinapterus leucas",""
2014,12,"Delphinapterus leucas",""
2015,18,"Delphinapterus leucas",""
2016,17,"Delphinapterus leucas",""
2017,20,"Delphinapterus leucas",""
2018,17,"Delphinapterus leucas",""
2019,11,"Delphinapterus leucas",""
2020,16,"Delphinapterus leucas",""
2021,1,"Delphinapterus leucas",""
1951,1,"Delphinus delphis",""
1960,1,"Delphinus delphis",""
1963,1,"Delphinus delphis",""
1964,1,"Delphinus delphis",""
1966,1,"Delphinus delphis",""
1967,2,"Delphinus delphis",""
1968,6,"Delphinus delphis",""
1969,1,"Delphinus delphis",""
1970,4,"Delphinus delphis",""
1971,2,"Delphinus delphis",""
1974,1,"Delphinus delphis",""
1975,2,"Delphinus delphis",""
1976,3,"Delphinus delphis",""
1977,4,"Delphinus delphis",""
1978,1,"Delphinus delphis",""
1981,2,"Delphinus delphis",""
1982,1,"Delphinus delphis",""
1988,1,"Delphinus delphis",""
1989,2,"Delphinus delphis",""
1991,1,"Delphinus delphis",""
1994,2,"Delphinus delphis",""
1995,3,"Delphinus delphis",""
1996,1,"Delphinus delphis",""
1997,4,"Delphinus delphis",""
1998,7,"Delphinus delphis",""
1999,1,"Delphinus delphis",""
2000,2,"Delphinus delphis",""
2001,8,"Delphinus delphis",""
2002,7,"Delphinus delphis",""
2003,4,"Delphinus delphis",""
2004,6,"Delphinus delphis",""
2005,5,"Delphinus delphis",""
2006,10,"Delphinus delphis",""
2007,7,"Delphinus delphis",""
2008,4,"Delphinus delphis",""
2009,8,"Delphinus delphis",""
2010,5,"Delphinus delphis",""
2011,5,"Delphinus delphis",""
2012,6,"Delphinus delphis",""
2013,10,"Delphinus delphis",""
2014,6,"Delphinus delphis",""
2015,9,"Delphinus delphis",""
2016,12,"Delphinus delphis",""
2017,10,"Delphinus delphis",""
2018,6,"Delphinus delphis",""
2019,8,"Delphinus delphis",""
2020,11,"Delphinus delphis",""
2021,1,"Delphinus delphis",""
1997,1,"Dendrolagus goodfellowi",""
2009,2,"Dendrolagus goodfellowi",""
2015,1,"Dendrolagus goodfellowi",""
2019,1,"Dendrolagus goodfellowi",""
1989,1,"Dermanura cinerea",""
2002,1,"Dermanura cinerea",""
2007,1,"Dermanura cinerea",""
2010,1,"Dermanura cinerea",""
2002,1,"Dermanura phaeotis",""
2010,1,"Dermanura phaeotis",""
2011,1,"Dermanura phaeotis",""
2015,1,"Dermanura phaeotis",""
2020,1,"Dermanura phaeotis",""
2011,1,"Dermanura tolteca",""
1983,1,"Desmodillus auricularis",""
1986,2,"Desmodillus auricularis",""
1989,1,"Desmodillus auricularis",""
1992,1,"Desmodillus auricularis",""
2018,1,"Desmodillus auricularis",""
1952,1,"Desmodus rotundus",""
1954,1,"Desmodus rotundus",""
1959,1,"Desmodus rotundus",""
1960,1,"Desmodus rotundus",""
1963,1,"Desmodus rotundus",""
1966,2,"Desmodus rotundus",""
1967,1,"Desmodus rotundus",""
1968,1,"Desmodus rotundus",""
1970,2,"Desmodus rotundus",""
1971,1,"Desmodus rotundus",""
1972,4,"Desmodus rotundus",""
1973,2,"Desmodus rotundus",""
1974,1,"Desmodus rotundus",""
1975,3,"Desmodus rotundus",""
1976,3,"Desmodus rotundus",""
1977,1,"Desmodus rotundus",""
1978,2,"Desmodus rotundus",""
1979,2,"Desmodus rotundus",""
1980,4,"Desmodus rotundus",""
1982,3,"Desmodus rotundus",""
1984,3,"Desmodus rotundus",""
1988,2,"Desmodus rotundus",""
1989,2,"Desmodus rotundus",""
1990,3,"Desmodus rotundus",""
1991,1,"Desmodus rotundus",""
1992,5,"Desmodus rotundus",""
1993,3,"Desmodus rotundus",""
1994,1,"Desmodus rotundus",""
1995,3,"Desmodus rotundus",""
1996,1,"Desmodus rotundus",""
1997,5,"Desmodus rotundus",""
1998,4,"Desmodus rotundus",""
1999,2,"Desmodus rotundus",""
2000,1,"Desmodus rotundus",""
2001,2,"Desmodus rotundus",""
2002,10,"Desmodus rotundus",""
2003,5,"Desmodus rotundus",""
2004,7,"Desmodus rotundus",""
2005,8,"Desmodus rotundus",""
2006,5,"Desmodus rotundus",""
2007,8,"Desmodus rotundus",""
2008,6,"Desmodus rotundus",""
2009,13,"Desmodus rotundus",""
2010,8,"Desmodus rotundus",""
2011,16,"Desmodus rotundus",""
2012,21,"Desmodus rotundus",""
2013,15,"Desmodus rotundus",""
2014,9,"Desmodus rotundus",""
2015,16,"Desmodus rotundus",""
2016,14,"Desmodus rotundus",""
2017,21,"Desmodus rotundus",""
2018,22,"Desmodus rotundus",""
2019,15,"Desmodus rotundus",""
2020,20,"Desmodus rotundus",""
1969,1,"Diaemus youngi",""
1987,1,"Diaemus youngi",""
1999,1,"Diaemus youngi",""
2003,1,"Diaemus youngi",""
2005,1,"Diaemus youngi",""
2008,1,"Diaemus youngi",""
2010,3,"Diaemus youngi",""
2011,1,"Diaemus youngi",""
2012,1,"Diaemus youngi",""
2013,1,"Diaemus youngi",""
2018,2,"Diaemus youngi",""
1962,1,"Diceros bicornis",""
1963,1,"Diceros bicornis",""
1964,1,"Diceros bicornis",""
1967,1,"Diceros bicornis",""
1968,1,"Diceros bicornis",""
1972,2,"Diceros bicornis",""
1973,1,"Diceros bicornis",""
1977,1,"Diceros bicornis",""
1978,1,"Diceros bicornis",""
1980,1,"Diceros bicornis",""
1981,1,"Diceros bicornis",""
1986,1,"Diceros bicornis",""
1987,2,"Diceros bicornis",""
1988,3,"Diceros bicornis",""
1989,3,"Diceros bicornis",""
1990,3,"Diceros bicornis",""
1991,3,"Diceros bicornis",""
1992,3,"Diceros bicornis",""
1993,3,"Diceros bicornis",""
1994,2,"Diceros bicornis",""
1995,2,"Diceros bicornis",""
1996,1,"Diceros bicornis",""
1997,3,"Diceros bicornis",""
1998,2,"Diceros bicornis",""
1999,8,"Diceros bicornis",""
2000,6,"Diceros bicornis",""
2001,5,"Diceros bicornis",""
2002,7,"Diceros bicornis",""
2003,5,"Diceros bicornis",""
2004,4,"Diceros bicornis",""
2005,4,"Diceros bicornis",""
2006,5,"Diceros bicornis",""
2007,5,"Diceros bicornis",""
2008,11,"Diceros bicornis",""
2009,5,"Diceros bicornis",""
2010,8,"Diceros bicornis",""
2011,3,"Diceros bicornis",""
2012,14,"Diceros bicornis",""
2013,4,"Diceros bicornis",""
2014,10,"Diceros bicornis",""
2015,7,"Diceros bicornis",""
2016,10,"Diceros bicornis",""
2017,9,"Diceros bicornis",""
2018,9,"Diceros bicornis",""
2019,9,"Diceros bicornis",""
2020,11,"Diceros bicornis",""
2018,0,"Diclidurus albus","No publications"
1957,1,"Dicrostonyx groenlandicus",""
1968,2,"Dicrostonyx groenlandicus",""
1972,1,"Dicrostonyx groenlandicus",""
1974,1,"Dicrostonyx groenlandicus",""
1975,4,"Dicrostonyx groenlandicus",""
1976,2,"Dicrostonyx groenlandicus",""
1977,1,"Dicrostonyx groenlandicus",""
1978,2,"Dicrostonyx groenlandicus",""
1979,2,"Dicrostonyx groenlandicus",""
1980,3,"Dicrostonyx groenlandicus",""
1982,1,"Dicrostonyx groenlandicus",""
1984,2,"Dicrostonyx groenlandicus",""
1985,1,"Dicrostonyx groenlandicus",""
1989,2,"Dicrostonyx groenlandicus",""
1990,1,"Dicrostonyx groenlandicus",""
1991,1,"Dicrostonyx groenlandicus",""
1992,1,"Dicrostonyx groenlandicus",""
1993,3,"Dicrostonyx groenlandicus",""
1994,4,"Dicrostonyx groenlandicus",""
1995,2,"Dicrostonyx groenlandicus",""
1996,1,"Dicrostonyx groenlandicus",""
1997,2,"Dicrostonyx groenlandicus",""
1998,1,"Dicrostonyx groenlandicus",""
1999,1,"Dicrostonyx groenlandicus",""
2000,2,"Dicrostonyx groenlandicus",""
2001,2,"Dicrostonyx groenlandicus",""
2002,5,"Dicrostonyx groenlandicus",""
2003,2,"Dicrostonyx groenlandicus",""
2005,1,"Dicrostonyx groenlandicus",""
2006,1,"Dicrostonyx groenlandicus",""
2007,2,"Dicrostonyx groenlandicus",""
2011,1,"Dicrostonyx groenlandicus",""
2012,1,"Dicrostonyx groenlandicus",""
2013,1,"Dicrostonyx groenlandicus",""
2014,1,"Dicrostonyx groenlandicus",""
2015,1,"Dicrostonyx groenlandicus",""
2016,2,"Dicrostonyx groenlandicus",""
1956,1,"Didelphis marsupialis",""
1958,3,"Didelphis marsupialis",""
1961,1,"Didelphis marsupialis",""
1965,4,"Didelphis marsupialis",""
1968,1,"Didelphis marsupialis",""
1969,3,"Didelphis marsupialis",""
1970,10,"Didelphis marsupialis",""
1971,6,"Didelphis marsupialis",""
1972,4,"Didelphis marsupialis",""
1973,4,"Didelphis marsupialis",""
1974,5,"Didelphis marsupialis",""
1975,14,"Didelphis marsupialis",""
1976,9,"Didelphis marsupialis",""
1977,5,"Didelphis marsupialis",""
1978,3,"Didelphis marsupialis",""
1979,5,"Didelphis marsupialis",""
1980,2,"Didelphis marsupialis",""
1981,6,"Didelphis marsupialis",""
1982,6,"Didelphis marsupialis",""
1983,6,"Didelphis marsupialis",""
1984,11,"Didelphis marsupialis",""
1985,10,"Didelphis marsupialis",""
1986,6,"Didelphis marsupialis",""
1987,2,"Didelphis marsupialis",""
1988,3,"Didelphis marsupialis",""
1989,7,"Didelphis marsupialis",""
1990,3,"Didelphis marsupialis",""
1991,6,"Didelphis marsupialis",""
1992,5,"Didelphis marsupialis",""
1993,2,"Didelphis marsupialis",""
1994,6,"Didelphis marsupialis",""
1995,6,"Didelphis marsupialis",""
1996,10,"Didelphis marsupialis",""
1997,4,"Didelphis marsupialis",""
1998,5,"Didelphis marsupialis",""
1999,9,"Didelphis marsupialis",""
2000,8,"Didelphis marsupialis",""
2001,17,"Didelphis marsupialis",""
2002,7,"Didelphis marsupialis",""
2003,6,"Didelphis marsupialis",""
2004,1,"Didelphis marsupialis",""
2005,3,"Didelphis marsupialis",""
2006,2,"Didelphis marsupialis",""
2007,5,"Didelphis marsupialis",""
2008,6,"Didelphis marsupialis",""
2009,3,"Didelphis marsupialis",""
2010,2,"Didelphis marsupialis",""
2011,3,"Didelphis marsupialis",""
2012,6,"Didelphis marsupialis",""
2013,1,"Didelphis marsupialis",""
2014,7,"Didelphis marsupialis",""
2015,5,"Didelphis marsupialis",""
2016,1,"Didelphis marsupialis",""
2017,6,"Didelphis marsupialis",""
2018,8,"Didelphis marsupialis",""
2019,11,"Didelphis marsupialis",""
2020,10,"Didelphis marsupialis",""
1941,1,"Didelphis virginiana",""
1948,1,"Didelphis virginiana",""
1949,1,"Didelphis virginiana",""
1954,1,"Didelphis virginiana",""
1955,1,"Didelphis virginiana",""
1956,1,"Didelphis virginiana",""
1960,4,"Didelphis virginiana",""
1961,1,"Didelphis virginiana",""
1962,1,"Didelphis virginiana",""
1963,2,"Didelphis virginiana",""
1964,2,"Didelphis virginiana",""
1965,7,"Didelphis virginiana",""
1967,7,"Didelphis virginiana",""
1968,8,"Didelphis virginiana",""
1969,9,"Didelphis virginiana",""
1970,12,"Didelphis virginiana",""
1971,13,"Didelphis virginiana",""
1972,7,"Didelphis virginiana",""
1973,9,"Didelphis virginiana",""
1974,10,"Didelphis virginiana",""
1975,14,"Didelphis virginiana",""
1976,9,"Didelphis virginiana",""
1977,7,"Didelphis virginiana",""
1978,11,"Didelphis virginiana",""
1979,7,"Didelphis virginiana",""
1980,14,"Didelphis virginiana",""
1981,14,"Didelphis virginiana",""
1982,15,"Didelphis virginiana",""
1983,14,"Didelphis virginiana",""
1984,14,"Didelphis virginiana",""
1985,13,"Didelphis virginiana",""
1986,6,"Didelphis virginiana",""
1987,9,"Didelphis virginiana",""
1988,16,"Didelphis virginiana",""
1989,14,"Didelphis virginiana",""
1990,13,"Didelphis virginiana",""
1991,12,"Didelphis virginiana",""
1992,11,"Didelphis virginiana",""
1993,15,"Didelphis virginiana",""
1994,14,"Didelphis virginiana",""
1995,12,"Didelphis virginiana",""
1996,9,"Didelphis virginiana",""
1997,9,"Didelphis virginiana",""
1998,9,"Didelphis virginiana",""
1999,17,"Didelphis virginiana",""
2000,10,"Didelphis virginiana",""
2001,25,"Didelphis virginiana",""
2002,18,"Didelphis virginiana",""
2003,10,"Didelphis virginiana",""
2004,6,"Didelphis virginiana",""
2005,7,"Didelphis virginiana",""
2006,6,"Didelphis virginiana",""
2007,7,"Didelphis virginiana",""
2008,11,"Didelphis virginiana",""
2009,12,"Didelphis virginiana",""
2010,9,"Didelphis virginiana",""
2011,8,"Didelphis virginiana",""
2012,7,"Didelphis virginiana",""
2013,4,"Didelphis virginiana",""
2014,5,"Didelphis virginiana",""
2015,9,"Didelphis virginiana",""
2016,10,"Didelphis virginiana",""
2017,14,"Didelphis virginiana",""
2018,8,"Didelphis virginiana",""
2019,12,"Didelphis virginiana",""
2020,18,"Didelphis virginiana",""
2021,1,"Didelphis virginiana",""
1975,1,"Diphylla ecaudata",""
1976,1,"Diphylla ecaudata",""
1978,1,"Diphylla ecaudata",""
1987,1,"Diphylla ecaudata",""
2002,1,"Diphylla ecaudata",""
2004,1,"Diphylla ecaudata",""
2008,1,"Diphylla ecaudata",""
2010,3,"Diphylla ecaudata",""
2012,2,"Diphylla ecaudata",""
2013,1,"Diphylla ecaudata",""
2016,2,"Diphylla ecaudata",""
2019,2,"Diphylla ecaudata",""
2020,1,"Diphylla ecaudata",""
2018,0,"Diplomys labilis","No publications"
1973,1,"Dipodomys heermanni",""
1974,1,"Dipodomys heermanni",""
1976,1,"Dipodomys heermanni",""
1998,1,"Dipodomys heermanni",""
1959,1,"Dipodomys merriami",""
1960,1,"Dipodomys merriami",""
1961,1,"Dipodomys merriami",""
1963,1,"Dipodomys merriami",""
1967,1,"Dipodomys merriami",""
1968,1,"Dipodomys merriami",""
1969,3,"Dipodomys merriami",""
1970,1,"Dipodomys merriami",""
1971,4,"Dipodomys merriami",""
1972,1,"Dipodomys merriami",""
1973,4,"Dipodomys merriami",""
1974,1,"Dipodomys merriami",""
1975,4,"Dipodomys merriami",""
1976,2,"Dipodomys merriami",""
1977,1,"Dipodomys merriami",""
1978,1,"Dipodomys merriami",""
1979,5,"Dipodomys merriami",""
1980,2,"Dipodomys merriami",""
1981,2,"Dipodomys merriami",""
1983,3,"Dipodomys merriami",""
1985,2,"Dipodomys merriami",""
1986,1,"Dipodomys merriami",""
1987,1,"Dipodomys merriami",""
1988,2,"Dipodomys merriami",""
1990,1,"Dipodomys merriami",""
1994,1,"Dipodomys merriami",""
1997,2,"Dipodomys merriami",""
1998,1,"Dipodomys merriami",""
2000,2,"Dipodomys merriami",""
2001,3,"Dipodomys merriami",""
2002,3,"Dipodomys merriami",""
2003,3,"Dipodomys merriami",""
2004,1,"Dipodomys merriami",""
2005,2,"Dipodomys merriami",""
2006,1,"Dipodomys merriami",""
2007,1,"Dipodomys merriami",""
2008,2,"Dipodomys merriami",""
2010,1,"Dipodomys merriami",""
2012,3,"Dipodomys merriami",""
2014,1,"Dipodomys merriami",""
2016,1,"Dipodomys merriami",""
2017,3,"Dipodomys merriami",""
2018,2,"Dipodomys merriami",""
2019,1,"Dipodomys merriami",""
2020,2,"Dipodomys merriami",""
1968,1,"Dipodomys microps",""
1971,1,"Dipodomys microps",""
1972,1,"Dipodomys microps",""
1973,2,"Dipodomys microps",""
1976,1,"Dipodomys microps",""
1979,1,"Dipodomys microps",""
2013,1,"Dipodomys microps",""
1974,1,"Dipodomys nitratoides",""
1967,2,"Dipodomys ordii",""
1971,1,"Dipodomys ordii",""
1972,2,"Dipodomys ordii",""
1973,2,"Dipodomys ordii",""
1974,1,"Dipodomys ordii",""
1975,1,"Dipodomys ordii",""
1976,3,"Dipodomys ordii",""
1977,3,"Dipodomys ordii",""
1978,3,"Dipodomys ordii",""
1979,1,"Dipodomys ordii",""
1982,1,"Dipodomys ordii",""
1985,2,"Dipodomys ordii",""
1986,1,"Dipodomys ordii",""
1987,1,"Dipodomys ordii",""
1988,2,"Dipodomys ordii",""
1990,2,"Dipodomys ordii",""
1994,1,"Dipodomys ordii",""
1996,2,"Dipodomys ordii",""
1997,2,"Dipodomys ordii",""
1998,1,"Dipodomys ordii",""
2006,1,"Dipodomys ordii",""
2008,2,"Dipodomys ordii",""
2009,1,"Dipodomys ordii",""
2012,1,"Dipodomys ordii",""
2015,2,"Dipodomys ordii",""
2016,2,"Dipodomys ordii",""
2017,1,"Dipodomys ordii",""
2021,1,"Dipodomys ordii",""
2018,0,"Dobsonia anderseni","No publications"
1971,1,"Dobsonia moluccensis",""
2015,1,"Dobsonia moluccensis",""
1981,1,"Dorcopsis muelleri",""
2010,1,"Dorcopsis muelleri",""
2014,1,"Dorcopsis muelleri",""
2019,1,"Dorcopsis muelleri",""
2020,1,"Dorcopsis muelleri",""
2007,2,"Eidolon dupreanum",""
2011,1,"Eidolon dupreanum",""
2015,2,"Eidolon dupreanum",""
2016,1,"Eidolon dupreanum",""
2017,1,"Eidolon dupreanum",""
2019,1,"Eidolon dupreanum",""
2020,1,"Eidolon dupreanum",""
1965,1,"Eidolon helvum",""
1967,1,"Eidolon helvum",""
1974,1,"Eidolon helvum",""
1976,1,"Eidolon helvum",""
1977,1,"Eidolon helvum",""
1978,1,"Eidolon helvum",""
1985,1,"Eidolon helvum",""
1986,2,"Eidolon helvum",""
1988,1,"Eidolon helvum",""
1989,1,"Eidolon helvum",""
1990,1,"Eidolon helvum",""
1993,2,"Eidolon helvum",""
1995,1,"Eidolon helvum",""
2000,2,"Eidolon helvum",""
2003,1,"Eidolon helvum",""
2004,1,"Eidolon helvum",""
2006,1,"Eidolon helvum",""
2008,5,"Eidolon helvum",""
2009,3,"Eidolon helvum",""
2010,8,"Eidolon helvum",""
2011,2,"Eidolon helvum",""
2012,10,"Eidolon helvum",""
2013,5,"Eidolon helvum",""
2014,9,"Eidolon helvum",""
2015,9,"Eidolon helvum",""
2016,9,"Eidolon helvum",""
2017,8,"Eidolon helvum",""
2018,11,"Eidolon helvum",""
2019,5,"Eidolon helvum",""
2020,9,"Eidolon helvum",""
2021,1,"Eidolon helvum",""
1972,1,"Eira barbara",""
1999,1,"Eira barbara",""
2002,1,"Eira barbara",""
2005,1,"Eira barbara",""
2006,1,"Eira barbara",""
2007,1,"Eira barbara",""
2008,3,"Eira barbara",""
2010,1,"Eira barbara",""
2011,1,"Eira barbara",""
2012,1,"Eira barbara",""
2014,1,"Eira barbara",""
2015,1,"Eira barbara",""
2016,1,"Eira barbara",""
2017,1,"Eira barbara",""
2018,1,"Eira barbara",""
2019,1,"Eira barbara",""
2020,3,"Eira barbara",""
1991,1,"Elaphodus cephalophus",""
2005,2,"Elaphodus cephalophus",""
2006,1,"Elaphodus cephalophus",""
2008,1,"Elaphodus cephalophus",""
2009,1,"Elaphodus cephalophus",""
2016,2,"Elaphodus cephalophus",""
2017,2,"Elaphodus cephalophus",""
2018,1,"Elaphodus cephalophus",""
2019,1,"Elaphodus cephalophus",""
2021,1,"Elaphodus cephalophus",""
1951,1,"Elaphurus davidianus",""
1952,1,"Elaphurus davidianus",""
1970,1,"Elaphurus davidianus",""
1972,1,"Elaphurus davidianus",""
1985,1,"Elaphurus davidianus",""
1988,2,"Elaphurus davidianus",""
1989,1,"Elaphurus davidianus",""
1990,1,"Elaphurus davidianus",""
1991,3,"Elaphurus davidianus",""
1993,2,"Elaphurus davidianus",""
1994,1,"Elaphurus davidianus",""
1995,1,"Elaphurus davidianus",""
1997,1,"Elaphurus davidianus",""
1998,3,"Elaphurus davidianus",""
1999,2,"Elaphurus davidianus",""
2000,4,"Elaphurus davidianus",""
2002,2,"Elaphurus davidianus",""
2003,2,"Elaphurus davidianus",""
2006,2,"Elaphurus davidianus",""
2007,3,"Elaphurus davidianus",""
2008,1,"Elaphurus davidianus",""
2012,2,"Elaphurus davidianus",""
2014,3,"Elaphurus davidianus",""
2015,2,"Elaphurus davidianus",""
2016,3,"Elaphurus davidianus",""
2017,3,"Elaphurus davidianus",""
2018,4,"Elaphurus davidianus",""
2019,6,"Elaphurus davidianus",""
2020,8,"Elaphurus davidianus",""
1956,1,"Elephas maximus",""
1960,1,"Elephas maximus",""
1964,2,"Elephas maximus",""
1965,1,"Elephas maximus",""
1966,1,"Elephas maximus",""
1967,2,"Elephas maximus",""
1969,2,"Elephas maximus",""
1970,1,"Elephas maximus",""
1971,6,"Elephas maximus",""
1972,5,"Elephas maximus",""
1973,1,"Elephas maximus",""
1974,1,"Elephas maximus",""
1975,2,"Elephas maximus",""
1978,2,"Elephas maximus",""
1979,2,"Elephas maximus",""
1980,2,"Elephas maximus",""
1981,1,"Elephas maximus",""
1982,2,"Elephas maximus",""
1983,3,"Elephas maximus",""
1984,1,"Elephas maximus",""
1986,2,"Elephas maximus",""
1987,1,"Elephas maximus",""
1988,3,"Elephas maximus",""
1989,1,"Elephas maximus",""
1990,7,"Elephas maximus",""
1991,2,"Elephas maximus",""
1992,2,"Elephas maximus",""
1993,3,"Elephas maximus",""
1994,2,"Elephas maximus",""
1995,3,"Elephas maximus",""
1996,6,"Elephas maximus",""
1997,5,"Elephas maximus",""
1998,11,"Elephas maximus",""
1999,5,"Elephas maximus",""
2000,4,"Elephas maximus",""
2001,13,"Elephas maximus",""
2002,10,"Elephas maximus",""
2003,9,"Elephas maximus",""
2004,13,"Elephas maximus",""
2005,8,"Elephas maximus",""
2006,15,"Elephas maximus",""
2007,22,"Elephas maximus",""
2008,21,"Elephas maximus",""
2009,13,"Elephas maximus",""
2010,23,"Elephas maximus",""
2011,19,"Elephas maximus",""
2012,32,"Elephas maximus",""
2013,28,"Elephas maximus",""
2014,25,"Elephas maximus",""
2015,29,"Elephas maximus",""
2016,38,"Elephas maximus",""
2017,36,"Elephas maximus",""
2018,27,"Elephas maximus",""
2019,44,"Elephas maximus",""
2020,40,"Elephas maximus",""
2021,2,"Elephas maximus",""
2018,0,"Eliomys munbyanus","No publications"
1978,2,"Enhydra lutris",""
1979,2,"Enhydra lutris",""
1981,2,"Enhydra lutris",""
1982,1,"Enhydra lutris",""
1983,1,"Enhydra lutris",""
1984,1,"Enhydra lutris",""
1988,1,"Enhydra lutris",""
1989,1,"Enhydra lutris",""
1990,1,"Enhydra lutris",""
1992,1,"Enhydra lutris",""
1993,1,"Enhydra lutris",""
1995,1,"Enhydra lutris",""
