Year,NumPubs,Host,Note,VirusRelated
2001,1,delphinus delphis,,TRUE
2009,1,delphinus delphis,,TRUE
2013,2,delphinus delphis,,TRUE
2018,1,delphinus delphis,,TRUE
1997,1,dendrolagus goodfellowi,,TRUE
2020,0,deomys ferrugineus,No publications,TRUE
2020,0,dephomys defua,No publications,TRUE
NA,NA,desmodillus auricularis,Lookup error,TRUE
NA,NA,desmodus rotundus,Lookup error,TRUE
2004,1,diaemus youngi,,TRUE
2010,1,diaemus youngi,,TRUE
1987,1,diceros bicornis,,TRUE
1998,1,diceros bicornis,,TRUE
2000,1,diceros bicornis,,TRUE
2019,1,diceros bicornis,,TRUE
2020,0,diclidurus albus,No publications,TRUE
2002,1,dicrostonyx groenlandicus,,TRUE
2018,1,didelphis albiventris,,TRUE
2019,1,didelphis albiventris,,TRUE
2012,1,didelphis aurita,,TRUE
2018,1,didelphis aurita,,TRUE
1981,1,didelphis marsupialis,,TRUE
1986,1,didelphis marsupialis,,TRUE
1987,1,didelphis marsupialis,,TRUE
2001,1,didelphis marsupialis,,TRUE
2010,1,didelphis marsupialis,,TRUE
2018,1,didelphis marsupialis,,TRUE
1975,1,didelphis virginiana,,TRUE
1981,1,didelphis virginiana,,TRUE
1985,2,didelphis virginiana,,TRUE
1989,1,didelphis virginiana,,TRUE
1992,1,didelphis virginiana,,TRUE
1999,1,didelphis virginiana,,TRUE
2005,1,didelphis virginiana,,TRUE
2009,1,didelphis virginiana,,TRUE
2014,1,didelphis virginiana,,TRUE
2017,1,didelphis virginiana,,TRUE
2018,1,didelphis virginiana,,TRUE
2019,2,didelphis virginiana,,TRUE
2020,1,didelphis virginiana,,TRUE
2004,1,diphylla ecaudata,,TRUE
2010,1,diphylla ecaudata,,TRUE
2012,1,diphylla ecaudata,,TRUE
2016,1,diphylla ecaudata,,TRUE
2020,0,diplomys labilis,No publications,TRUE
2020,0,dipodillus dasyurus,No publications,TRUE
NA,NA,dipodomys californicus,Lookup error,TRUE
1974,1,dipodomys heermanni,,TRUE
1998,1,dipodomys merriami,,TRUE
2020,0,dipodomys microps,No publications,TRUE
1974,1,dipodomys nitratoides,,TRUE
1998,1,dipodomys ordii,,TRUE
2006,1,dipodomys ordii,,TRUE
2009,1,dipodomys ordii,,TRUE
2008,1,dipus sagitta,,TRUE
2020,0,dobsonia andersoni,No publications,TRUE
2020,0,dobsonia magna,No publications,TRUE
NA,NA,dobsonia moluccensis,Lookup error,TRUE
NA,NA,dorcopsis muelleri,Lookup error,TRUE
2020,0,dorcopsis veterum,No publications,TRUE
NA,NA,doryrhina cyclops,Lookup error,TRUE
NA,NA,dremomys rufigenis,Lookup error,TRUE
NA,NA,dryomys laniger,Lookup error,TRUE
2006,1,dryomys nitedula,,TRUE
2020,0,dyacopterus spadiceus,No publications,TRUE
2020,0,echinosorex gymnura,No publications,TRUE
NA,NA,eidolon dupreanum,Lookup error,TRUE
NA,NA,eidolon helvum,Lookup error,TRUE
NA,NA,eira barbara,Lookup error,TRUE
2020,0,elaphodus cephalophus,No publications,TRUE
NA,NA,elaphurus davidianus,Lookup error,TRUE
NA,NA,elephas maximus,Lookup error,TRUE
2020,0,eliomys melanurus,No publications,TRUE
2020,0,eliomys munbyanus,No publications,TRUE
NA,NA,eliomys quercinus,Lookup error,TRUE
NA,NA,eliurus majori,Lookup error,TRUE
2020,0,eliurus minor,No publications,TRUE
NA,NA,eliurus tanala,Lookup error,TRUE
NA,NA,enhydra lutris,Lookup error,TRUE
2005,1,eonycteris spelaea,,TRUE
2016,1,eonycteris spelaea,,TRUE
2017,2,eonycteris spelaea,,TRUE
2018,1,eonycteris spelaea,,TRUE
2019,2,eonycteris spelaea,,TRUE
2020,3,eonycteris spelaea,,TRUE
2021,1,eonycteris spelaea,,TRUE
2018,1,eothenomys cachinus,,TRUE
2020,1,eothenomys cachinus,,TRUE
2020,0,eothenomys chinensis,No publications,TRUE
2020,0,eothenomys custos,No publications,TRUE
NA,NA,eothenomys eleusis,Lookup error,TRUE
2020,0,eothenomys eva,No publications,TRUE
NA,NA,eothenomys inez,Lookup error,TRUE
NA,NA,eothenomys melanogaster,Lookup error,TRUE
NA,NA,eothenomys miletus,Lookup error,TRUE
2020,0,episoriculus leucops,No publications,TRUE
2008,1,epomophorus gambianus,,TRUE
2010,1,epomophorus gambianus,,TRUE
2016,1,epomophorus gambianus,,TRUE
2017,2,epomophorus gambianus,,TRUE
2018,2,epomophorus gambianus,,TRUE
2018,1,epomophorus labiatus,,TRUE
2020,0,epomophorus wahlbergi,No publications,TRUE
2008,1,epomops buettikoferi,,TRUE
2016,1,epomops buettikoferi,,TRUE
2020,0,epomops dobsonii,No publications,TRUE
2007,2,epomops franqueti,,TRUE
2009,1,epomops franqueti,,TRUE
2010,1,epomops franqueti,,TRUE
2016,1,epomops franqueti,,TRUE
2017,1,epomops franqueti,,TRUE
2005,1,eptesicus brasiliensis,,TRUE
2007,1,eptesicus brasiliensis,,TRUE
2011,1,eptesicus brasiliensis,,TRUE
2012,1,eptesicus brasiliensis,,TRUE
2013,1,eptesicus brasiliensis,,TRUE
2016,1,eptesicus brasiliensis,,TRUE
2020,0,eptesicus diminutus,No publications,TRUE
2010,1,eptesicus furinalis,,TRUE
2011,1,eptesicus furinalis,,TRUE
2015,1,eptesicus furinalis,,TRUE
1951,1,eptesicus fuscus,,TRUE
1952,1,eptesicus fuscus,,TRUE
1953,1,eptesicus fuscus,,TRUE
1966,1,eptesicus fuscus,,TRUE
1969,1,eptesicus fuscus,,TRUE
1977,1,eptesicus fuscus,,TRUE
1979,1,eptesicus fuscus,,TRUE
1983,1,eptesicus fuscus,,TRUE
1986,3,eptesicus fuscus,,TRUE
1988,2,eptesicus fuscus,,TRUE
1992,1,eptesicus fuscus,,TRUE
1994,1,eptesicus fuscus,,TRUE
2001,1,eptesicus fuscus,,TRUE
2003,1,eptesicus fuscus,,TRUE
2004,2,eptesicus fuscus,,TRUE
2005,3,eptesicus fuscus,,TRUE
2006,3,eptesicus fuscus,,TRUE
2007,2,eptesicus fuscus,,TRUE
2008,5,eptesicus fuscus,,TRUE
2009,1,eptesicus fuscus,,TRUE
2010,3,eptesicus fuscus,,TRUE
2011,2,eptesicus fuscus,,TRUE
2012,3,eptesicus fuscus,,TRUE
2013,6,eptesicus fuscus,,TRUE
2014,1,eptesicus fuscus,,TRUE
2015,2,eptesicus fuscus,,TRUE
2016,2,eptesicus fuscus,,TRUE
2017,1,eptesicus fuscus,,TRUE
2018,3,eptesicus fuscus,,TRUE
2019,3,eptesicus fuscus,,TRUE
2020,5,eptesicus fuscus,,TRUE
2020,0,eptesicus hottentotus,No publications,TRUE
1957,1,eptesicus isabellinus,,TRUE
2008,2,eptesicus isabellinus,,TRUE
2009,1,eptesicus isabellinus,,TRUE
2012,1,eptesicus isabellinus,,TRUE
2014,1,eptesicus isabellinus,,TRUE
2020,0,eptesicus japonensis,No publications,TRUE
2016,1,eptesicus nilssonii,,TRUE
2020,2,eptesicus nilssonii,,TRUE
2020,0,eptesicus regulus,No publications,TRUE
1988,2,eptesicus serotinus,,TRUE
1990,1,eptesicus serotinus,,TRUE
1992,2,eptesicus serotinus,,TRUE
1994,1,eptesicus serotinus,,TRUE
1995,1,eptesicus serotinus,,TRUE
1996,1,eptesicus serotinus,,TRUE
2000,1,eptesicus serotinus,,TRUE
2001,1,eptesicus serotinus,,TRUE
2004,1,eptesicus serotinus,,TRUE
2006,3,eptesicus serotinus,,TRUE
2007,1,eptesicus serotinus,,TRUE
2008,2,eptesicus serotinus,,TRUE
2009,3,eptesicus serotinus,,TRUE
2010,1,eptesicus serotinus,,TRUE
2011,1,eptesicus serotinus,,TRUE
2012,1,eptesicus serotinus,,TRUE
2013,2,eptesicus serotinus,,TRUE
2014,7,eptesicus serotinus,,TRUE
2015,1,eptesicus serotinus,,TRUE
2016,1,eptesicus serotinus,,TRUE
2017,5,eptesicus serotinus,,TRUE
2018,1,eptesicus serotinus,,TRUE
2019,1,eptesicus serotinus,,TRUE
2020,1,eptesicus serotinus,,TRUE
2020,0,eptesicus vulturnus,No publications,TRUE
1985,1,equus asinus x caballus,,TRUE
1994,1,equus asinus x caballus,,TRUE
1995,1,equus asinus x caballus,,TRUE
1998,1,equus asinus x caballus,,TRUE
2001,1,equus asinus x caballus,,TRUE
2004,1,equus asinus x caballus,,TRUE
2014,1,equus asinus x caballus,,TRUE
2015,1,equus asinus x caballus,,TRUE
2017,1,equus asinus x caballus,,TRUE
2018,1,equus asinus x caballus,,TRUE
2020,2,equus asinus x caballus,,TRUE
1985,1,equus asinus,,TRUE
1994,1,equus asinus,,TRUE
1995,1,equus asinus,,TRUE
1998,1,equus asinus,,TRUE
2001,1,equus asinus,,TRUE
2004,1,equus asinus,,TRUE
2014,1,equus asinus,,TRUE
2015,1,equus asinus,,TRUE
2017,1,equus asinus,,TRUE
2018,1,equus asinus,,TRUE
2020,2,equus asinus,,TRUE
2018,1,equus burchellii,,TRUE
1972,1,equus caballus x asinus,,TRUE
1985,1,equus caballus x asinus,,TRUE
1994,1,equus caballus x asinus,,TRUE
2001,1,equus caballus x asinus,,TRUE
2003,1,equus caballus x asinus,,TRUE
2004,1,equus caballus x asinus,,TRUE
2010,4,equus caballus x asinus,,TRUE
2011,3,equus caballus x asinus,,TRUE
2012,2,equus caballus x asinus,,TRUE
2013,3,equus caballus x asinus,,TRUE
2015,3,equus caballus x asinus,,TRUE
2016,2,equus caballus x asinus,,TRUE
2017,3,equus caballus x asinus,,TRUE
2018,6,equus caballus x asinus,,TRUE
2019,3,equus caballus x asinus,,TRUE
2020,5,equus caballus x asinus,,TRUE
1972,1,equus caballus,,TRUE
1985,1,equus caballus,,TRUE
1994,1,equus caballus,,TRUE
2001,1,equus caballus,,TRUE
2003,1,equus caballus,,TRUE
2004,1,equus caballus,,TRUE
2010,4,equus caballus,,TRUE
2011,4,equus caballus,,TRUE
2012,2,equus caballus,,TRUE
2013,3,equus caballus,,TRUE
2015,3,equus caballus,,TRUE
2016,2,equus caballus,,TRUE
2017,3,equus caballus,,TRUE
2018,6,equus caballus,,TRUE
2019,3,equus caballus,,TRUE
2020,6,equus caballus,,TRUE
1972,1,equus ferus,,TRUE
1985,1,equus ferus,,TRUE
1994,1,equus ferus,,TRUE
2001,1,equus ferus,,TRUE
2003,1,equus ferus,,TRUE
2004,1,equus ferus,,TRUE
2010,4,equus ferus,,TRUE
2011,4,equus ferus,,TRUE
2012,2,equus ferus,,TRUE
2013,3,equus ferus,,TRUE
2015,3,equus ferus,,TRUE
2016,2,equus ferus,,TRUE
2017,3,equus ferus,,TRUE
2018,6,equus ferus,,TRUE
2019,3,equus ferus,,TRUE
2020,6,equus ferus,,TRUE
1998,1,equus grevyi,,TRUE
2018,3,equus grevyi,,TRUE
2018,1,equus hemionus,,TRUE
2020,1,equus hemionus,,TRUE
2020,0,equus kiang,No publications,TRUE
1972,1,equus przewalskii,,TRUE
1985,1,equus przewalskii,,TRUE
1994,1,equus przewalskii,,TRUE
2001,1,equus przewalskii,,TRUE
2003,1,equus przewalskii,,TRUE
2004,1,equus przewalskii,,TRUE
2010,4,equus przewalskii,,TRUE
2011,4,equus przewalskii,,TRUE
2012,2,equus przewalskii,,TRUE
2013,4,equus przewalskii,,TRUE
2015,3,equus przewalskii,,TRUE
2016,2,equus przewalskii,,TRUE
2017,3,equus przewalskii,,TRUE
2018,6,equus przewalskii,,TRUE
2019,3,equus przewalskii,,TRUE
2020,6,equus przewalskii,,TRUE
1987,1,equus zebra,,TRUE
1993,1,equus zebra,,TRUE
1994,1,equus zebra,,TRUE
1998,1,equus zebra,,TRUE
2005,1,equus zebra,,TRUE
2011,1,equus zebra,,TRUE
2017,2,equus zebra,,TRUE
2018,4,equus zebra,,TRUE
2019,1,equus zebra,,TRUE
1993,1,erethizon dorsatum,,TRUE
2008,1,erethizon dorsatum,,TRUE
2010,1,erethizon dorsatum,,TRUE
2012,1,erethizon dorsatum,,TRUE
2018,1,erethizon dorsatum,,TRUE
2020,2,erethizon dorsatum,,TRUE
2008,1,erignathus barbatus,,TRUE
2020,1,erinaceus amurensis,,TRUE
1984,1,erinaceus europaeus,,TRUE
1988,1,erinaceus europaeus,,TRUE
1996,1,erinaceus europaeus,,TRUE
1998,1,erinaceus europaeus,,TRUE
2013,1,erinaceus europaeus,,TRUE
2016,1,erinaceus europaeus,,TRUE
2019,2,erinaceus europaeus,,TRUE
2020,1,erinaceus europaeus,,TRUE
2021,1,erinaceus europaeus,,TRUE
1966,1,erinaceus roumanicus,,TRUE
1967,2,erinaceus roumanicus,,TRUE
2017,1,erinaceus roumanicus,,TRUE
2019,1,erinaceus roumanicus,,TRUE
2020,1,erinaceus roumanicus,,TRUE
1956,1,erythrocebus patas,,TRUE
1958,1,erythrocebus patas,,TRUE
1960,1,erythrocebus patas,,TRUE
1963,1,erythrocebus patas,,TRUE
1964,1,erythrocebus patas,,TRUE
1969,1,erythrocebus patas,,TRUE
1974,1,erythrocebus patas,,TRUE
1976,1,erythrocebus patas,,TRUE
1978,1,erythrocebus patas,,TRUE
1979,1,erythrocebus patas,,TRUE
1981,1,erythrocebus patas,,TRUE
1983,1,erythrocebus patas,,TRUE
1990,1,erythrocebus patas,,TRUE
1994,1,erythrocebus patas,,TRUE
1996,3,erythrocebus patas,,TRUE
1997,2,erythrocebus patas,,TRUE
1999,1,erythrocebus patas,,TRUE
2000,3,erythrocebus patas,,TRUE
2005,1,erythrocebus patas,,TRUE
2006,2,erythrocebus patas,,TRUE
2007,1,erythrocebus patas,,TRUE
2008,1,erythrocebus patas,,TRUE
2010,1,erythrocebus patas,,TRUE
2013,1,erythrocebus patas,,TRUE
2016,3,erythrocebus patas,,TRUE
2017,1,erythrocebus patas,,TRUE
2019,1,erythrocebus patas,,TRUE
1978,1,eschrichtius robustus,,TRUE
2016,1,eubalaena australis,,TRUE
2018,1,eubalaena australis,,TRUE
2020,1,eubalaena australis,,TRUE
2007,1,euchoreutes naso,,TRUE
1971,1,euderma maculatum,,TRUE
2017,2,eudorcas thomsonii,,TRUE
2020,0,eulemur albifrons,No publications,TRUE
2020,0,eulemur coronatus,No publications,TRUE
2007,1,eulemur fulvus,,TRUE
2019,1,eulemur fulvus,,TRUE
1988,2,eulemur macaco,,TRUE
1999,1,eulemur macaco,,TRUE
2007,1,eulemur macaco,,TRUE
2020,0,eulemur rubriventer,No publications,TRUE
2020,0,eulemur rufifrons,No publications,TRUE
1987,2,eumetopias jubatus,,TRUE
1990,1,eumetopias jubatus,,TRUE
1998,1,eumetopias jubatus,,TRUE
2008,1,eumetopias jubatus,,TRUE
2011,1,eumetopias jubatus,,TRUE
2019,1,eumetopias jubatus,,TRUE
2011,1,eumops auripendulus,,TRUE
2020,0,eumops bonariensis,No publications,TRUE
2020,0,eumops glaucinus,No publications,TRUE
NA,NA,eumops patagonicus,Lookup error,TRUE
NA,NA,eumops perotis,Lookup error,TRUE
2020,0,euoticus elegantulus,No publications,TRUE
NA,NA,euryzygomatomys spinosus,Lookup error,TRUE
NA,NA,falsistrellus mackenziei,Lookup error,TRUE
1973,1,felis catus,,TRUE
1987,2,felis catus,,TRUE
1991,2,felis catus,,TRUE
1992,2,felis catus,,TRUE
1993,3,felis catus,,TRUE
1994,3,felis catus,,TRUE
1995,1,felis catus,,TRUE
1996,2,felis catus,,TRUE
1997,2,felis catus,,TRUE
1998,4,felis catus,,TRUE
1999,5,felis catus,,TRUE
2000,5,felis catus,,TRUE
2001,1,felis catus,,TRUE
2002,1,felis catus,,TRUE
2003,3,felis catus,,TRUE
2004,1,felis catus,,TRUE
2005,3,felis catus,,TRUE
2006,1,felis catus,,TRUE
2007,4,felis catus,,TRUE
2008,6,felis catus,,TRUE
2009,4,felis catus,,TRUE
2010,1,felis catus,,TRUE
2011,4,felis catus,,TRUE
2012,5,felis catus,,TRUE
2013,7,felis catus,,TRUE
2014,8,felis catus,,TRUE
2015,6,felis catus,,TRUE
2016,13,felis catus,,TRUE
2017,15,felis catus,,TRUE
2018,13,felis catus,,TRUE
2019,8,felis catus,,TRUE
2020,11,felis catus,,TRUE
2020,0,felis chaus,No publications,TRUE
2003,1,felis margarita,,TRUE
2015,1,felis nigripes,,TRUE
1991,1,felis silvestris,,TRUE
1992,1,felis silvestris,,TRUE
1993,1,felis silvestris,,TRUE
1994,1,felis silvestris,,TRUE
1996,1,felis silvestris,,TRUE
1997,1,felis silvestris,,TRUE
1999,2,felis silvestris,,TRUE
2000,1,felis silvestris,,TRUE
2001,1,felis silvestris,,TRUE
2003,1,felis silvestris,,TRUE
2007,2,felis silvestris,,TRUE
2008,1,felis silvestris,,TRUE
2009,3,felis silvestris,,TRUE
2011,1,felis silvestris,,TRUE
2012,1,felis silvestris,,TRUE
2013,1,felis silvestris,,TRUE
2014,2,felis silvestris,,TRUE
2017,1,felis silvestris,,TRUE
2018,2,felis silvestris,,TRUE
2019,4,felis silvestris,,TRUE
2020,1,felis silvestris,,TRUE
2020,0,feresa attenuata,No publications,TRUE
2020,0,funambulus pennantii,No publications,TRUE
1981,1,funambulus tristriatus,,TRUE
1987,2,funisciurus anerythrus,,TRUE
2018,1,funisciurus anerythrus,,TRUE
2018,1,funisciurus carruthersi,,TRUE
2018,1,funisciurus congicus,,TRUE
2018,1,funisciurus lemniscatus,,TRUE
2018,1,funisciurus pyrropus,,TRUE
1955,1,galago senegalensis,,TRUE
1965,1,galagoides demidoff,,TRUE
1995,1,galagoides demidoff,,TRUE
2020,0,galerella pulverulenta,No publications,TRUE
1997,1,galerella sanguinea,,TRUE
2001,1,galerella sanguinea,,TRUE
1994,1,galictis cuja,,TRUE
2019,1,galictis cuja,,TRUE
2020,0,galidia elegans,No publications,TRUE
2020,0,gardnerycteris crenulatum,No publications,TRUE
2020,0,gazella arabica,No publications,TRUE
NA,NA,gazella bennettii,Lookup error,TRUE
NA,NA,gazella dorcas,Lookup error,TRUE
NA,NA,gazella gazella,Lookup error,TRUE
NA,NA,gazella spekei,Lookup error,TRUE
2008,1,gazella subgutturosa,,TRUE
2010,2,gazella subgutturosa,,TRUE
2011,1,gazella subgutturosa,,TRUE
2013,1,gazella subgutturosa,,TRUE
2016,2,gazella subgutturosa,,TRUE
2017,2,gazella subgutturosa,,TRUE
1997,1,genetta genetta,,TRUE
2004,1,genetta genetta,,TRUE
2008,1,genetta genetta,,TRUE
2009,1,genetta genetta,,TRUE
2013,1,genetta genetta,,TRUE
2014,1,genetta genetta,,TRUE
2019,1,genetta genetta,,TRUE
2020,1,genetta genetta,,TRUE
2020,0,genetta maculata,No publications,TRUE
1997,1,genetta tigrina,,TRUE
2020,0,geomys bursarius,No publications,TRUE
1989,1,gerbilliscus brantsii,,TRUE
1975,1,gerbilliscus kempi,,TRUE
2006,1,gerbilliscus kempi,,TRUE
2017,1,gerbilliscus kempi,,TRUE
1989,1,gerbilliscus leucogaster,,TRUE
1997,1,gerbilliscus leucogaster,,TRUE
2006,1,gerbilliscus validus,,TRUE
1977,1,gerbillus gerbillus,,TRUE
1999,1,gerbillus gerbillus,,TRUE
2020,0,gerbillus pyramidum,No publications,TRUE
1978,1,giraffa camelopardalis,,TRUE
1982,1,giraffa camelopardalis,,TRUE
1987,1,giraffa camelopardalis,,TRUE
1990,1,giraffa camelopardalis,,TRUE
2007,1,giraffa camelopardalis,,TRUE
2008,1,giraffa camelopardalis,,TRUE
2010,1,giraffa camelopardalis,,TRUE
2011,3,giraffa camelopardalis,,TRUE
2017,1,giraffa camelopardalis,,TRUE
2018,1,giraffa camelopardalis,,TRUE
1978,1,giraffa giraffa,,TRUE
1982,1,giraffa giraffa,,TRUE
1987,1,giraffa giraffa,,TRUE
1990,1,giraffa giraffa,,TRUE
2007,1,giraffa giraffa,,TRUE
2008,1,giraffa giraffa,,TRUE
2010,1,giraffa giraffa,,TRUE
2011,3,giraffa giraffa,,TRUE
2017,1,giraffa giraffa,,TRUE
2018,1,giraffa giraffa,,TRUE
1978,1,giraffa reticulata,,TRUE
1982,1,giraffa reticulata,,TRUE
1987,1,giraffa reticulata,,TRUE
1990,1,giraffa reticulata,,TRUE
2007,1,giraffa reticulata,,TRUE
2008,1,giraffa reticulata,,TRUE
2010,1,giraffa reticulata,,TRUE
2011,3,giraffa reticulata,,TRUE
2017,1,giraffa reticulata,,TRUE
2018,1,giraffa reticulata,,TRUE
2020,0,glaucomys volans,No publications,TRUE
2020,0,glauconycteris argentata,No publications,TRUE
2020,0,glauconycteris poensis,No publications,TRUE
NA,NA,glauconycteris variegata,Lookup error,TRUE
NA,NA,glirulus japonicus,Lookup error,TRUE
NA,NA,glis glis,Lookup error,TRUE
NA,NA,globicephala macrorhynchus,Lookup error,TRUE
NA,NA,globicephala melas,Lookup error,TRUE
2020,0,glossophaga commissarisi,No publications,TRUE
2017,1,glossophaga longirostris,,TRUE
2020,0,glossophaga morenoi,No publications,TRUE
2011,1,glossophaga soricina,,TRUE
2013,1,glossophaga soricina,,TRUE
2014,1,glossophaga soricina,,TRUE
2017,2,glossophaga soricina,,TRUE
2020,0,golunda ellioti,No publications,TRUE
2013,1,gorilla beringei,,TRUE
2014,3,gorilla beringei,,TRUE
2016,1,gorilla beringei,,TRUE
2019,1,gorilla beringei,,TRUE
2020,1,gorilla beringei,,TRUE
1976,1,gorilla gorilla,,TRUE
1978,2,gorilla gorilla,,TRUE
1979,2,gorilla gorilla,,TRUE
1980,3,gorilla gorilla,,TRUE
1981,2,gorilla gorilla,,TRUE
1982,1,gorilla gorilla,,TRUE
1984,1,gorilla gorilla,,TRUE
1986,2,gorilla gorilla,,TRUE
1987,2,gorilla gorilla,,TRUE
1989,2,gorilla gorilla,,TRUE
1991,1,gorilla gorilla,,TRUE
1994,1,gorilla gorilla,,TRUE
1995,1,gorilla gorilla,,TRUE
1996,1,gorilla gorilla,,TRUE
1999,2,gorilla gorilla,,TRUE
2000,2,gorilla gorilla,,TRUE
2001,2,gorilla gorilla,,TRUE
2002,1,gorilla gorilla,,TRUE
2003,2,gorilla gorilla,,TRUE
2004,9,gorilla gorilla,,TRUE
2005,1,gorilla gorilla,,TRUE
2006,4,gorilla gorilla,,TRUE
2007,3,gorilla gorilla,,TRUE
2008,2,gorilla gorilla,,TRUE
2009,6,gorilla gorilla,,TRUE
2010,5,gorilla gorilla,,TRUE
2011,6,gorilla gorilla,,TRUE
2012,7,gorilla gorilla,,TRUE
2013,8,gorilla gorilla,,TRUE
2014,11,gorilla gorilla,,TRUE
2015,7,gorilla gorilla,,TRUE
2016,9,gorilla gorilla,,TRUE
2017,5,gorilla gorilla,,TRUE
2018,7,gorilla gorilla,,TRUE
2019,13,gorilla gorilla,,TRUE
2020,5,gorilla gorilla,,TRUE
2020,0,gracilinanus microtarsus,No publications,TRUE
2019,1,grammomys macmillani,,TRUE
1995,1,grampus griseus,,TRUE
2001,1,grampus griseus,,TRUE
2020,0,graomys griseoflavus,No publications,TRUE
2008,1,graphiurus kelleni,,TRUE
2010,1,graphiurus kelleni,,TRUE
2014,1,graphiurus kelleni,,TRUE
2017,1,graphiurus kelleni,,TRUE
2017,1,graphiurus lorraineus,,TRUE
2020,0,graphiurus microtis,No publications,TRUE
2020,0,graphiurus murinus,No publications,TRUE
NA,NA,graphiurus ocularis,Lookup error,TRUE
2020,0,graphiurus platyops,No publications,TRUE
NA,NA,gulo gulo,Lookup error,TRUE
NA,NA,halichoerus grypus,Lookup error,TRUE
NA,NA,handleyomys alfaroi,Lookup error,TRUE
2020,0,handleyomys fuscatus,No publications,TRUE
2020,0,hapalemur aureus,No publications,TRUE
NA,NA,hapalemur griseus,Lookup error,TRUE
2020,0,heimyscus fumosus,No publications,TRUE
NA,NA,helarctos malayanus,Lookup error,TRUE
NA,NA,heliosciurus gambianus,Lookup error,TRUE
NA,NA,heliosciurus rufobrachium,Lookup error,TRUE
2020,0,heliosciurus ruwenzorii,No publications,TRUE
2020,0,heliosciurus undulatus,No publications,TRUE
NA,NA,hemiechinus auritus,Lookup error,TRUE
2020,0,hemitragus jemlahicus,No publications,TRUE
NA,NA,herpestes edwardsii,Lookup error,TRUE
NA,NA,herpestes ichneumon,Lookup error,TRUE
NA,NA,herpestes urva,Lookup error,TRUE
2013,1,heteromys anomalus,,TRUE
2020,0,hexaprotodon liberiensis,No publications,TRUE
1964,1,hippopotamus amphibius,,TRUE
1982,1,hippopotamus amphibius,,TRUE
2017,1,hippopotamus amphibius,,TRUE
1987,1,hipposideros abae,,TRUE
2005,1,hipposideros armiger,,TRUE
2010,1,hipposideros armiger,,TRUE
2017,1,hipposideros armiger,,TRUE
2018,1,hipposideros armiger,,TRUE
2020,0,hipposideros beatus,No publications,TRUE
2018,1,hipposideros bicolor,,TRUE
2006,1,hipposideros caffer,,TRUE
2019,1,hipposideros caffer,,TRUE
2020,0,hipposideros cervinus,No publications,TRUE
2019,1,hipposideros cineraceus,,TRUE
2020,0,hipposideros crumeniferus,No publications,TRUE
2009,1,hipposideros diadema,,TRUE
2016,1,hipposideros fuliginosus,,TRUE
2020,0,hipposideros galeritus,No publications,TRUE
2005,1,hipposideros grandis,,TRUE
2017,1,hipposideros grandis,,TRUE
2020,0,hipposideros jonesi,No publications,TRUE
2020,0,hipposideros lankadiva,No publications,TRUE
NA,NA,hipposideros larvatus,Lookup error,TRUE
2015,1,hipposideros lekaguli,,TRUE
2006,1,hipposideros pomona,,TRUE
2012,1,hipposideros pomona,,TRUE
2016,2,hipposideros pomona,,TRUE
2017,2,hipposideros pomona,,TRUE
2019,1,hipposideros pomona,,TRUE
2006,1,hipposideros pratti,,TRUE
2009,1,hipposideros ruber,,TRUE
2016,1,hipposideros ruber,,TRUE
2020,0,hipposideros speoris,No publications,TRUE
2020,0,hipposideros terasensis,No publications,TRUE
NA,NA,hipposideros turpis,Lookup error,TRUE
1991,1,hippotragus equinus,,TRUE
1994,1,hippotragus equinus,,TRUE
2002,1,hippotragus equinus,,TRUE
1993,1,hippotragus niger,,TRUE
2011,2,hippotragus niger,,TRUE
2020,0,histiotus macrotus,No publications,TRUE
2006,1,histiotus montanus,,TRUE
2012,1,histiotus montanus,,TRUE
2007,1,histiotus velatus,,TRUE
2011,1,histiotus velatus,,TRUE
2020,0,holochilus chacarius,No publications,TRUE
2005,1,holochilus sciureus,,TRUE
1981,1,homo sapiens,,TRUE
1987,1,homo sapiens,,TRUE
1990,2,homo sapiens,,TRUE
1992,1,homo sapiens,,TRUE
1993,1,homo sapiens,,TRUE
1994,1,homo sapiens,,TRUE
1997,1,homo sapiens,,TRUE
1999,4,homo sapiens,,TRUE
2000,1,homo sapiens,,TRUE
2003,3,homo sapiens,,TRUE
2004,4,homo sapiens,,TRUE
2005,6,homo sapiens,,TRUE
2006,4,homo sapiens,,TRUE
2007,4,homo sapiens,,TRUE
2008,5,homo sapiens,,TRUE
2009,3,homo sapiens,,TRUE
2010,7,homo sapiens,,TRUE
2011,6,homo sapiens,,TRUE
2012,6,homo sapiens,,TRUE
2013,10,homo sapiens,,TRUE
2014,8,homo sapiens,,TRUE
2015,10,homo sapiens,,TRUE
2016,18,homo sapiens,,TRUE
2017,11,homo sapiens,,TRUE
2018,9,homo sapiens,,TRUE
2019,15,homo sapiens,,TRUE
2020,18,homo sapiens,,TRUE
2014,1,hoolock hoolock,,TRUE
2020,0,hoplomys gymnurus,No publications,TRUE
2020,0,hsunycteris thomasi,No publications,TRUE
NA,NA,hyaena hyaena,Lookup error,TRUE
NA,NA,hybomys lunaris,Lookup error,TRUE
2020,0,hybomys univittatus,No publications,TRUE
NA,NA,hydrochoerus hydrochaeris,Lookup error,TRUE
NA,NA,hydromys chrysogaster,Lookup error,TRUE
1998,1,hydropotes inermis,,TRUE
2014,1,hydropotes inermis,,TRUE
2016,2,hydropotes inermis,,TRUE
