"Year","NumPubs","Host","Note"
2003,1,"phyllostomus hastatus",""
2004,1,"phyllostomus hastatus",""
2005,1,"phyllostomus hastatus",""
2007,4,"phyllostomus hastatus",""
2008,3,"phyllostomus hastatus",""
2009,1,"phyllostomus hastatus",""
2010,4,"phyllostomus hastatus",""
2011,1,"phyllostomus hastatus",""
2012,1,"phyllostomus hastatus",""
2013,2,"phyllostomus hastatus",""
2014,1,"phyllostomus hastatus",""
2015,1,"phyllostomus hastatus",""
2016,3,"phyllostomus hastatus",""
2017,1,"phyllostomus hastatus",""
2018,2,"phyllostomus hastatus",""
2019,4,"phyllostomus hastatus",""
2020,2,"phyllostomus hastatus",""
2008,1,"platyrrhinus helleri",""
2011,1,"platyrrhinus helleri",""
2014,1,"platyrrhinus helleri",""
2020,1,"platyrrhinus helleri",""
2008,1,"platyrrhinus lineatus",""
2009,2,"platyrrhinus lineatus",""
2010,1,"platyrrhinus lineatus",""
2011,4,"platyrrhinus lineatus",""
2012,2,"platyrrhinus lineatus",""
2013,1,"platyrrhinus lineatus",""
2014,1,"platyrrhinus lineatus",""
2016,1,"platyrrhinus lineatus",""
2017,4,"platyrrhinus lineatus",""
2020,2,"platyrrhinus lineatus",""
2002,1,"rhinophylla pumilio",""
2007,1,"rhinophylla pumilio",""
2012,1,"rhinophylla pumilio",""
2019,1,"rhinophylla pumilio",""
1978,1,"sturnira lilium",""
1979,1,"sturnira lilium",""
1989,1,"sturnira lilium",""
1992,1,"sturnira lilium",""
1997,1,"sturnira lilium",""
1999,1,"sturnira lilium",""
2000,2,"sturnira lilium",""
2002,1,"sturnira lilium",""
2003,2,"sturnira lilium",""
2005,1,"sturnira lilium",""
2006,1,"sturnira lilium",""
2007,1,"sturnira lilium",""
2009,3,"sturnira lilium",""
2010,3,"sturnira lilium",""
2011,7,"sturnira lilium",""
2012,2,"sturnira lilium",""
2013,5,"sturnira lilium",""
2014,5,"sturnira lilium",""
2015,2,"sturnira lilium",""
2016,3,"sturnira lilium",""
2017,4,"sturnira lilium",""
2018,2,"sturnira lilium",""
2019,3,"sturnira lilium",""
2020,6,"sturnira lilium",""
2010,1,"sturnira ludovici",""
2013,1,"sturnira ludovici",""
2014,1,"sturnira ludovici",""
2015,1,"sturnira ludovici",""
2017,1,"sturnira ludovici",""
2018,0,"sturnira tildae","No publications"
2017,1,"tonatia bidens",""
1978,1,"uroderma bilobatum",""
1981,2,"uroderma bilobatum",""
1982,2,"uroderma bilobatum",""
1998,1,"uroderma bilobatum",""
2002,1,"uroderma bilobatum",""
2003,1,"uroderma bilobatum",""
2011,1,"uroderma bilobatum",""
2013,2,"uroderma bilobatum",""
2015,1,"uroderma bilobatum",""
2016,1,"uroderma bilobatum",""
2017,2,"uroderma bilobatum",""
2018,2,"uroderma bilobatum",""
2020,1,"uroderma bilobatum",""
2015,1,"vampyrodes caraccioli",""
1967,1,"cynopterus brachyotis",""
1974,1,"cynopterus brachyotis",""
1976,1,"cynopterus brachyotis",""
1981,1,"cynopterus brachyotis",""
1984,1,"cynopterus brachyotis",""
1995,1,"cynopterus brachyotis",""
2002,3,"cynopterus brachyotis",""
2004,1,"cynopterus brachyotis",""
2005,1,"cynopterus brachyotis",""
2006,2,"cynopterus brachyotis",""
2007,1,"cynopterus brachyotis",""
2008,4,"cynopterus brachyotis",""
2009,2,"cynopterus brachyotis",""
2010,3,"cynopterus brachyotis",""
2011,3,"cynopterus brachyotis",""
2012,2,"cynopterus brachyotis",""
2013,2,"cynopterus brachyotis",""
2014,4,"cynopterus brachyotis",""
2016,2,"cynopterus brachyotis",""
2017,1,"cynopterus brachyotis",""
2018,2,"cynopterus brachyotis",""
2019,3,"cynopterus brachyotis",""
2020,3,"cynopterus brachyotis",""
1968,1,"cynopterus sphinx",""
1974,1,"cynopterus sphinx",""
1977,1,"cynopterus sphinx",""
1984,1,"cynopterus sphinx",""
1987,2,"cynopterus sphinx",""
1990,1,"cynopterus sphinx",""
1998,1,"cynopterus sphinx",""
2001,3,"cynopterus sphinx",""
2002,2,"cynopterus sphinx",""
2003,1,"cynopterus sphinx",""
2004,1,"cynopterus sphinx",""
2005,2,"cynopterus sphinx",""
2006,2,"cynopterus sphinx",""
2007,3,"cynopterus sphinx",""
2009,3,"cynopterus sphinx",""
2010,10,"cynopterus sphinx",""
2011,1,"cynopterus sphinx",""
2012,4,"cynopterus sphinx",""
2013,5,"cynopterus sphinx",""
2014,6,"cynopterus sphinx",""
2015,4,"cynopterus sphinx",""
2016,2,"cynopterus sphinx",""
2017,3,"cynopterus sphinx",""
2018,5,"cynopterus sphinx",""
2019,2,"cynopterus sphinx",""
2018,0,"dobsonia anderseni","No publications"
1971,1,"dobsonia moluccensis",""
2015,1,"dobsonia moluccensis",""
2007,2,"eidolon dupreanum",""
2011,1,"eidolon dupreanum",""
2015,2,"eidolon dupreanum",""
2016,1,"eidolon dupreanum",""
2017,1,"eidolon dupreanum",""
2019,1,"eidolon dupreanum",""
2020,1,"eidolon dupreanum",""
1965,1,"eidolon helvum",""
1967,1,"eidolon helvum",""
1974,1,"eidolon helvum",""
1976,1,"eidolon helvum",""
1977,1,"eidolon helvum",""
1978,1,"eidolon helvum",""
1985,1,"eidolon helvum",""
1986,2,"eidolon helvum",""
1988,1,"eidolon helvum",""
1989,1,"eidolon helvum",""
1990,1,"eidolon helvum",""
1993,2,"eidolon helvum",""
1995,1,"eidolon helvum",""
2000,2,"eidolon helvum",""
2003,1,"eidolon helvum",""
2004,1,"eidolon helvum",""
2006,1,"eidolon helvum",""
2008,5,"eidolon helvum",""
2009,3,"eidolon helvum",""
2010,8,"eidolon helvum",""
2011,2,"eidolon helvum",""
2012,10,"eidolon helvum",""
2013,5,"eidolon helvum",""
2014,9,"eidolon helvum",""
2015,9,"eidolon helvum",""
2016,9,"eidolon helvum",""
2017,8,"eidolon helvum",""
2018,11,"eidolon helvum",""
2019,5,"eidolon helvum",""
2020,5,"eidolon helvum",""
1970,1,"eonycteris spelaea",""
1973,1,"eonycteris spelaea",""
2002,1,"eonycteris spelaea",""
2003,1,"eonycteris spelaea",""
2005,2,"eonycteris spelaea",""
2007,1,"eonycteris spelaea",""
2008,1,"eonycteris spelaea",""
2010,1,"eonycteris spelaea",""
2011,1,"eonycteris spelaea",""
2014,1,"eonycteris spelaea",""
2015,1,"eonycteris spelaea",""
2016,2,"eonycteris spelaea",""
2017,4,"eonycteris spelaea",""
2018,3,"eonycteris spelaea",""
2019,3,"eonycteris spelaea",""
2020,4,"eonycteris spelaea",""
2007,1,"epomophorus gambianus",""
2008,1,"epomophorus gambianus",""
2010,1,"epomophorus gambianus",""
2011,1,"epomophorus gambianus",""
2016,1,"epomophorus gambianus",""
2017,4,"epomophorus gambianus",""
2018,2,"epomophorus gambianus",""
2019,2,"epomophorus gambianus",""
2018,1,"epomophorus labiatus",""
1976,1,"epomophorus wahlbergi",""
1982,1,"epomophorus wahlbergi",""
1995,1,"epomophorus wahlbergi",""
1997,1,"epomophorus wahlbergi",""
2001,1,"epomophorus wahlbergi",""
2004,1,"epomophorus wahlbergi",""
2007,1,"epomophorus wahlbergi",""
2010,1,"epomophorus wahlbergi",""
2011,1,"epomophorus wahlbergi",""
2012,1,"epomophorus wahlbergi",""
2013,1,"epomophorus wahlbergi",""
2014,1,"epomophorus wahlbergi",""
2015,2,"epomophorus wahlbergi",""
2018,0,"epomops dobsonii","No publications"
1977,2,"epomops franqueti",""
1988,1,"epomops franqueti",""
2007,2,"epomops franqueti",""
2009,1,"epomops franqueti",""
2010,1,"epomops franqueti",""
2016,1,"epomops franqueti",""
2017,1,"epomops franqueti",""
2018,1,"epomops franqueti",""
2020,1,"epomops franqueti",""
1980,1,"hypsignathus monstrosus",""
1981,1,"hypsignathus monstrosus",""
2007,2,"hypsignathus monstrosus",""
2009,1,"hypsignathus monstrosus",""
2010,1,"hypsignathus monstrosus",""
2013,2,"hypsignathus monstrosus",""
2014,1,"hypsignathus monstrosus",""
2016,2,"hypsignathus monstrosus",""
2017,1,"hypsignathus monstrosus",""
2018,2,"hypsignathus monstrosus",""
2019,3,"hypsignathus monstrosus",""
1987,1,"micropteropus pusillus",""
2006,1,"micropteropus pusillus",""
2009,1,"micropteropus pusillus",""
2011,1,"micropteropus pusillus",""
2016,2,"micropteropus pusillus",""
2018,1,"micropteropus pusillus",""
2019,1,"micropteropus pusillus",""
2007,2,"myonycteris torquata",""
2009,1,"myonycteris torquata",""
2010,1,"myonycteris torquata",""
2012,1,"myonycteris torquata",""
2016,1,"myonycteris torquata",""
2017,2,"myonycteris torquata",""
2018,0,"pteropus admiralitatum","No publications"
1983,1,"pteropus alecto",""
1986,1,"pteropus alecto",""
1988,1,"pteropus alecto",""
1991,1,"pteropus alecto",""
1994,1,"pteropus alecto",""
1996,4,"pteropus alecto",""
1997,2,"pteropus alecto",""
1998,1,"pteropus alecto",""
2000,1,"pteropus alecto",""
2005,1,"pteropus alecto",""
2006,1,"pteropus alecto",""
2007,3,"pteropus alecto",""
2008,1,"pteropus alecto",""
2009,3,"pteropus alecto",""
2010,4,"pteropus alecto",""
2011,5,"pteropus alecto",""
2012,4,"pteropus alecto",""
2013,7,"pteropus alecto",""
2014,8,"pteropus alecto",""
2015,9,"pteropus alecto",""
2016,10,"pteropus alecto",""
2017,6,"pteropus alecto",""
2018,6,"pteropus alecto",""
2019,6,"pteropus alecto",""
2020,6,"pteropus alecto",""
2014,1,"pteropus capistratus",""
2001,1,"pteropus conspicillatus",""
2004,1,"pteropus conspicillatus",""
2006,1,"pteropus conspicillatus",""
2007,2,"pteropus conspicillatus",""
2008,1,"pteropus conspicillatus",""
2010,1,"pteropus conspicillatus",""
2011,5,"pteropus conspicillatus",""
2012,2,"pteropus conspicillatus",""
2013,1,"pteropus conspicillatus",""
2014,3,"pteropus conspicillatus",""
2015,2,"pteropus conspicillatus",""
2016,1,"pteropus conspicillatus",""
2017,2,"pteropus conspicillatus",""
2018,4,"pteropus conspicillatus",""
2019,1,"pteropus conspicillatus",""
2020,1,"pteropus conspicillatus",""
1953,1,"pteropus giganteus",""
1969,1,"pteropus giganteus",""
1970,1,"pteropus giganteus",""
1971,1,"pteropus giganteus",""
1973,1,"pteropus giganteus",""
1974,1,"pteropus giganteus",""
1979,3,"pteropus giganteus",""
1980,4,"pteropus giganteus",""
1981,3,"pteropus giganteus",""
1983,3,"pteropus giganteus",""
1984,2,"pteropus giganteus",""
1986,1,"pteropus giganteus",""
1987,2,"pteropus giganteus",""
1988,1,"pteropus giganteus",""
1991,1,"pteropus giganteus",""
1994,1,"pteropus giganteus",""
1996,1,"pteropus giganteus",""
1997,1,"pteropus giganteus",""
2004,2,"pteropus giganteus",""
2005,1,"pteropus giganteus",""
2006,1,"pteropus giganteus",""
2007,2,"pteropus giganteus",""
2008,2,"pteropus giganteus",""
2009,1,"pteropus giganteus",""
2010,1,"pteropus giganteus",""
2012,4,"pteropus giganteus",""
2013,6,"pteropus giganteus",""
2014,2,"pteropus giganteus",""
2015,1,"pteropus giganteus",""
2016,3,"pteropus giganteus",""
2017,1,"pteropus giganteus",""
2018,3,"pteropus giganteus",""
2019,1,"pteropus giganteus",""
2020,2,"pteropus giganteus",""
1993,1,"pteropus hypomelanus",""
1994,1,"pteropus hypomelanus",""
1998,2,"pteropus hypomelanus",""
2001,3,"pteropus hypomelanus",""
2002,4,"pteropus hypomelanus",""
2003,1,"pteropus hypomelanus",""
2004,2,"pteropus hypomelanus",""
2005,1,"pteropus hypomelanus",""
2006,1,"pteropus hypomelanus",""
2007,2,"pteropus hypomelanus",""
2008,5,"pteropus hypomelanus",""
2009,1,"pteropus hypomelanus",""
2010,1,"pteropus hypomelanus",""
2011,2,"pteropus hypomelanus",""
2012,2,"pteropus hypomelanus",""
2013,3,"pteropus hypomelanus",""
2014,2,"pteropus hypomelanus",""
2016,1,"pteropus hypomelanus",""
2017,3,"pteropus hypomelanus",""
2019,1,"pteropus hypomelanus",""
2020,1,"pteropus hypomelanus",""
1975,1,"pteropus lylei",""
1991,1,"pteropus lylei",""
2002,1,"pteropus lylei",""
2005,2,"pteropus lylei",""
2006,1,"pteropus lylei",""
2007,1,"pteropus lylei",""
2008,2,"pteropus lylei",""
2009,1,"pteropus lylei",""
2013,1,"pteropus lylei",""
2016,1,"pteropus lylei",""
2018,3,"pteropus lylei",""
2019,4,"pteropus lylei",""
2020,2,"pteropus lylei",""
2010,1,"pteropus neohibernicus",""
2011,1,"pteropus neohibernicus",""
1970,2,"pteropus poliocephalus",""
1980,1,"pteropus poliocephalus",""
1983,2,"pteropus poliocephalus",""
1986,1,"pteropus poliocephalus",""
1987,1,"pteropus poliocephalus",""
1988,2,"pteropus poliocephalus",""
1989,2,"pteropus poliocephalus",""
1991,4,"pteropus poliocephalus",""
1992,1,"pteropus poliocephalus",""
1993,2,"pteropus poliocephalus",""
1994,1,"pteropus poliocephalus",""
1995,2,"pteropus poliocephalus",""
1996,3,"pteropus poliocephalus",""
1997,1,"pteropus poliocephalus",""
1998,2,"pteropus poliocephalus",""
1999,3,"pteropus poliocephalus",""
2000,4,"pteropus poliocephalus",""
2001,4,"pteropus poliocephalus",""
2002,1,"pteropus poliocephalus",""
2003,2,"pteropus poliocephalus",""
2005,2,"pteropus poliocephalus",""
2006,1,"pteropus poliocephalus",""
2007,4,"pteropus poliocephalus",""
2008,1,"pteropus poliocephalus",""
2009,1,"pteropus poliocephalus",""
2010,3,"pteropus poliocephalus",""
2012,4,"pteropus poliocephalus",""
2014,2,"pteropus poliocephalus",""
2015,4,"pteropus poliocephalus",""
2016,2,"pteropus poliocephalus",""
2018,3,"pteropus poliocephalus",""
2019,5,"pteropus poliocephalus",""
2020,4,"pteropus poliocephalus",""
1970,2,"pteropus rufus",""
1971,2,"pteropus rufus",""
1993,1,"pteropus rufus",""
2007,2,"pteropus rufus",""
2011,1,"pteropus rufus",""
2015,2,"pteropus rufus",""
2016,2,"pteropus rufus",""
2017,1,"pteropus rufus",""
2019,2,"pteropus rufus",""
2020,1,"pteropus rufus",""
1986,1,"pteropus scapulatus",""
1990,1,"pteropus scapulatus",""
1991,2,"pteropus scapulatus",""
1992,1,"pteropus scapulatus",""
1993,4,"pteropus scapulatus",""
1994,2,"pteropus scapulatus",""
1995,1,"pteropus scapulatus",""
1996,3,"pteropus scapulatus",""
1997,2,"pteropus scapulatus",""
2002,1,"pteropus scapulatus",""
2003,1,"pteropus scapulatus",""
2005,1,"pteropus scapulatus",""
2006,1,"pteropus scapulatus",""
2007,2,"pteropus scapulatus",""
2008,2,"pteropus scapulatus",""
2010,2,"pteropus scapulatus",""
2012,1,"pteropus scapulatus",""
2014,2,"pteropus scapulatus",""
2015,2,"pteropus scapulatus",""
2016,2,"pteropus scapulatus",""
2017,1,"pteropus scapulatus",""
2019,2,"pteropus scapulatus",""
2020,1,"pteropus scapulatus",""
1966,1,"pteropus vampyrus",""
1993,1,"pteropus vampyrus",""
1998,1,"pteropus vampyrus",""
2001,3,"pteropus vampyrus",""
2002,3,"pteropus vampyrus",""
2004,1,"pteropus vampyrus",""
2005,3,"pteropus vampyrus",""
2006,2,"pteropus vampyrus",""
2007,4,"pteropus vampyrus",""
2008,2,"pteropus vampyrus",""
2009,1,"pteropus vampyrus",""
2010,6,"pteropus vampyrus",""
2011,3,"pteropus vampyrus",""
2012,3,"pteropus vampyrus",""
2013,7,"pteropus vampyrus",""
2014,3,"pteropus vampyrus",""
2015,4,"pteropus vampyrus",""
2016,1,"pteropus vampyrus",""
2017,1,"pteropus vampyrus",""
2018,5,"pteropus vampyrus",""
2019,3,"pteropus vampyrus",""
2020,1,"pteropus vampyrus",""
1968,1,"rousettus aegyptiacus",""
1969,2,"rousettus aegyptiacus",""
1971,1,"rousettus aegyptiacus",""
1974,1,"rousettus aegyptiacus",""
1975,1,"rousettus aegyptiacus",""
1976,3,"rousettus aegyptiacus",""
1977,1,"rousettus aegyptiacus",""
1979,1,"rousettus aegyptiacus",""
1981,2,"rousettus aegyptiacus",""
1982,3,"rousettus aegyptiacus",""
1983,4,"rousettus aegyptiacus",""
1984,2,"rousettus aegyptiacus",""
1985,2,"rousettus aegyptiacus",""
1986,5,"rousettus aegyptiacus",""
1987,3,"rousettus aegyptiacus",""
1988,1,"rousettus aegyptiacus",""
1989,1,"rousettus aegyptiacus",""
1990,2,"rousettus aegyptiacus",""
1991,2,"rousettus aegyptiacus",""
1993,3,"rousettus aegyptiacus",""
1994,1,"rousettus aegyptiacus",""
1995,1,"rousettus aegyptiacus",""
1996,1,"rousettus aegyptiacus",""
1998,2,"rousettus aegyptiacus",""
1999,3,"rousettus aegyptiacus",""
2000,1,"rousettus aegyptiacus",""
2002,1,"rousettus aegyptiacus",""
2003,1,"rousettus aegyptiacus",""
2004,4,"rousettus aegyptiacus",""
2006,4,"rousettus aegyptiacus",""
2007,8,"rousettus aegyptiacus",""
2008,4,"rousettus aegyptiacus",""
2009,8,"rousettus aegyptiacus",""
2010,9,"rousettus aegyptiacus",""
2011,6,"rousettus aegyptiacus",""
2012,7,"rousettus aegyptiacus",""
2013,7,"rousettus aegyptiacus",""
2014,6,"rousettus aegyptiacus",""
2015,11,"rousettus aegyptiacus",""
2016,9,"rousettus aegyptiacus",""
2017,12,"rousettus aegyptiacus",""
2018,14,"rousettus aegyptiacus",""
2019,17,"rousettus aegyptiacus",""
2020,19,"rousettus aegyptiacus",""
2003,1,"rousettus amplexicaudatus",""
2009,1,"rousettus amplexicaudatus",""
2013,1,"rousettus amplexicaudatus",""
2016,3,"rousettus amplexicaudatus",""
2019,2,"rousettus amplexicaudatus",""
1965,1,"rousettus leschenaultii",""
1970,1,"rousettus leschenaultii",""
1971,1,"rousettus leschenaultii",""
1974,1,"rousettus leschenaultii",""
1979,2,"rousettus leschenaultii",""
1987,1,"rousettus leschenaultii",""
1989,1,"rousettus leschenaultii",""
1990,1,"rousettus leschenaultii",""
1991,1,"rousettus leschenaultii",""
1992,1,"rousettus leschenaultii",""
1996,1,"rousettus leschenaultii",""
2003,1,"rousettus leschenaultii",""
2006,2,"rousettus leschenaultii",""
2007,2,"rousettus leschenaultii",""
2009,2,"rousettus leschenaultii",""
2010,5,"rousettus leschenaultii",""
2011,2,"rousettus leschenaultii",""
2012,4,"rousettus leschenaultii",""
2013,3,"rousettus leschenaultii",""
2014,2,"rousettus leschenaultii",""
2016,3,"rousettus leschenaultii",""
2017,2,"rousettus leschenaultii",""
2018,2,"rousettus leschenaultii",""
2019,3,"rousettus leschenaultii",""
2020,6,"rousettus leschenaultii",""
2007,2,"rousettus madagascariensis",""
2010,1,"rousettus madagascariensis",""
2016,2,"rousettus madagascariensis",""
2017,2,"rousettus madagascariensis",""
2018,1,"rousettus madagascariensis",""
2019,1,"rousettus madagascariensis",""
1986,1,"syconycteris australis",""
1998,2,"syconycteris australis",""
1999,1,"syconycteris australis",""
2015,1,"syconycteris australis",""
2006,1,"rhinolophus affinis",""
2009,1,"rhinolophus affinis",""
2010,1,"rhinolophus affinis",""
2012,1,"rhinolophus affinis",""
2013,1,"rhinolophus affinis",""
2014,2,"rhinolophus affinis",""
2015,3,"rhinolophus affinis",""
2016,2,"rhinolophus affinis",""
2017,1,"rhinolophus affinis",""
2019,1,"rhinolophus affinis",""
2020,7,"rhinolophus affinis",""
1988,1,"rhinolophus blasii",""
1989,1,"rhinolophus blasii",""
2010,1,"rhinolophus blasii",""
2011,1,"rhinolophus blasii",""
2017,1,"rhinolophus blasii",""
1969,1,"rhinolophus eloquens",""
2012,1,"rhinolophus eloquens",""
1989,1,"rhinolophus euryale",""
2009,1,"rhinolophus euryale",""
2010,1,"rhinolophus euryale",""
2011,1,"rhinolophus euryale",""
2012,1,"rhinolophus euryale",""
2014,1,"rhinolophus euryale",""
2015,1,"rhinolophus euryale",""
2018,2,"rhinolophus euryale",""
2019,3,"rhinolophus euryale",""
1974,1,"rhinolophus ferrumequinum",""
1976,1,"rhinolophus ferrumequinum",""
1979,1,"rhinolophus ferrumequinum",""
1980,3,"rhinolophus ferrumequinum",""
1981,2,"rhinolophus ferrumequinum",""
1983,3,"rhinolophus ferrumequinum",""
1984,1,"rhinolophus ferrumequinum",""
1985,1,"rhinolophus ferrumequinum",""
1986,1,"rhinolophus ferrumequinum",""
1987,2,"rhinolophus ferrumequinum",""
1988,1,"rhinolophus ferrumequinum",""
1989,1,"rhinolophus ferrumequinum",""
1991,2,"rhinolophus ferrumequinum",""
1992,3,"rhinolophus ferrumequinum",""
1993,2,"rhinolophus ferrumequinum",""
1994,1,"rhinolophus ferrumequinum",""
1996,2,"rhinolophus ferrumequinum",""
1997,2,"rhinolophus ferrumequinum",""
2000,4,"rhinolophus ferrumequinum",""
2001,1,"rhinolophus ferrumequinum",""
2002,4,"rhinolophus ferrumequinum",""
2003,2,"rhinolophus ferrumequinum",""
2004,1,"rhinolophus ferrumequinum",""
2005,2,"rhinolophus ferrumequinum",""
2006,4,"rhinolophus ferrumequinum",""
2007,5,"rhinolophus ferrumequinum",""
2008,2,"rhinolophus ferrumequinum",""
2009,4,"rhinolophus ferrumequinum",""
2010,4,"rhinolophus ferrumequinum",""
2011,1,"rhinolophus ferrumequinum",""
2012,8,"rhinolophus ferrumequinum",""
2013,5,"rhinolophus ferrumequinum",""
2014,7,"rhinolophus ferrumequinum",""
2015,8,"rhinolophus ferrumequinum",""
2016,5,"rhinolophus ferrumequinum",""
2017,8,"rhinolophus ferrumequinum",""
2018,9,"rhinolophus ferrumequinum",""
2019,12,"rhinolophus ferrumequinum",""
2020,12,"rhinolophus ferrumequinum",""
1969,1,"rhinolophus hildebrandtii",""
1988,1,"rhinolophus hildebrandtii",""
2012,1,"rhinolophus hildebrandtii",""
2017,1,"rhinolophus hildebrandtii",""
1957,1,"rhinolophus hipposideros",""
1973,1,"rhinolophus hipposideros",""
1974,1,"rhinolophus hipposideros",""
1976,1,"rhinolophus hipposideros",""
1988,1,"rhinolophus hipposideros",""
1989,1,"rhinolophus hipposideros",""
1990,2,"rhinolophus hipposideros",""
1991,2,"rhinolophus hipposideros",""
1993,1,"rhinolophus hipposideros",""
1995,2,"rhinolophus hipposideros",""
1996,1,"rhinolophus hipposideros",""
2000,1,"rhinolophus hipposideros",""
2001,1,"rhinolophus hipposideros",""
2006,1,"rhinolophus hipposideros",""
2007,3,"rhinolophus hipposideros",""
2008,1,"rhinolophus hipposideros",""
2009,2,"rhinolophus hipposideros",""
2010,2,"rhinolophus hipposideros",""
2012,4,"rhinolophus hipposideros",""
2013,7,"rhinolophus hipposideros",""
2014,6,"rhinolophus hipposideros",""
2015,5,"rhinolophus hipposideros",""
2016,8,"rhinolophus hipposideros",""
2017,5,"rhinolophus hipposideros",""
2018,7,"rhinolophus hipposideros",""
2019,7,"rhinolophus hipposideros",""
2020,3,"rhinolophus hipposideros",""
1980,1,"rhinolophus lepidus",""
2009,1,"rhinolophus lepidus",""
2017,1,"rhinolophus lepidus",""
2018,1,"rhinolophus lepidus",""
2006,1,"rhinolophus macrotis",""
2008,1,"rhinolophus macrotis",""
2015,2,"rhinolophus macrotis",""
2016,1,"rhinolophus macrotis",""
2019,1,"rhinolophus macrotis",""
2020,1,"rhinolophus macrotis",""
1989,1,"rhinolophus mehelyi",""
2007,1,"rhinolophus mehelyi",""
2010,1,"rhinolophus mehelyi",""
2011,1,"rhinolophus mehelyi",""
2012,1,"rhinolophus mehelyi",""
2013,1,"rhinolophus mehelyi",""
2014,2,"rhinolophus mehelyi",""
2018,1,"rhinolophus mehelyi",""
2010,1,"rhinolophus pearsonii",""
2016,1,"rhinolophus pearsonii",""
1999,1,"rhinolophus pusillus",""
2006,1,"rhinolophus pusillus",""
2007,1,"rhinolophus pusillus",""
2009,1,"rhinolophus pusillus",""
2010,1,"rhinolophus pusillus",""
2012,1,"rhinolophus pusillus",""
2013,2,"rhinolophus pusillus",""
2014,1,"rhinolophus pusillus",""
2015,2,"rhinolophus pusillus",""
2016,1,"rhinolophus pusillus",""
2017,2,"rhinolophus pusillus",""
2018,1,"rhinolophus pusillus",""
2019,1,"rhinolophus pusillus",""
1969,1,"rhinolophus rouxii",""
1973,1,"rhinolophus rouxii",""
1976,1,"rhinolophus rouxii",""
1981,1,"rhinolophus rouxii",""
1985,4,"rhinolophus rouxii",""
1986,2,"rhinolophus rouxii",""
1987,4,"rhinolophus rouxii",""
1988,3,"rhinolophus rouxii",""
1989,2,"rhinolophus rouxii",""
1990,5,"rhinolophus rouxii",""
1991,5,"rhinolophus rouxii",""
1992,4,"rhinolophus rouxii",""
1994,3,"rhinolophus rouxii",""
1995,2,"rhinolophus rouxii",""
1996,2,"rhinolophus rouxii",""
1997,1,"rhinolophus rouxii",""
1998,1,"rhinolophus rouxii",""
2000,2,"rhinolophus rouxii",""
2001,4,"rhinolophus rouxii",""
2004,3,"rhinolophus rouxii",""
2009,1,"rhinolophus rouxii",""
2011,2,"rhinolophus rouxii",""
2012,1,"rhinolophus rouxii",""
2013,1,"rhinolophus rouxii",""
2015,2,"rhinolophus rouxii",""
2005,1,"rhinolophus sinicus",""
2007,2,"rhinolophus sinicus",""
2008,1,"rhinolophus sinicus",""
2009,3,"rhinolophus sinicus",""
2010,1,"rhinolophus sinicus",""
2013,4,"rhinolophus sinicus",""
2014,1,"rhinolophus sinicus",""
2015,6,"rhinolophus sinicus",""
2016,4,"rhinolophus sinicus",""
2017,2,"rhinolophus sinicus",""
2018,4,"rhinolophus sinicus",""
2019,3,"rhinolophus sinicus",""
2020,8,"rhinolophus sinicus",""
1970,1,"thyroptera tricolor",""
1974,1,"thyroptera tricolor",""
1980,1,"thyroptera tricolor",""
2007,1,"thyroptera tricolor",""
2010,1,"thyroptera tricolor",""
2011,1,"thyroptera tricolor",""
2012,1,"thyroptera tricolor",""
2013,2,"thyroptera tricolor",""
2015,1,"thyroptera tricolor",""
2019,1,"thyroptera tricolor",""
1962,1,"antrozous pallidus",""
1976,2,"antrozous pallidus",""
1984,2,"antrozous pallidus",""
1986,1,"antrozous pallidus",""
1987,1,"antrozous pallidus",""
1988,3,"antrozous pallidus",""
1993,1,"antrozous pallidus",""
1995,1,"antrozous pallidus",""
1996,1,"antrozous pallidus",""
1997,2,"antrozous pallidus",""
1999,1,"antrozous pallidus",""
2001,4,"antrozous pallidus",""
2002,1,"antrozous pallidus",""
2003,1,"antrozous pallidus",""
2004,1,"antrozous pallidus",""
2005,1,"antrozous pallidus",""
2006,2,"antrozous pallidus",""
2009,1,"antrozous pallidus",""
2012,1,"antrozous pallidus",""
2013,1,"antrozous pallidus",""
2014,1,"antrozous pallidus",""
2017,2,"antrozous pallidus",""
2018,2,"antrozous pallidus",""
1967,1,"barbastella barbastellus",""
1968,1,"barbastella barbastellus",""
1991,1,"barbastella barbastellus",""
2001,1,"barbastella barbastellus",""
2010,1,"barbastella barbastellus",""
2011,1,"barbastella barbastellus",""
2012,2,"barbastella barbastellus",""
2013,1,"barbastella barbastellus",""
2014,2,"barbastella barbastellus",""
2015,1,"barbastella barbastellus",""
2016,2,"barbastella barbastellus",""
2017,1,"barbastella barbastellus",""
2019,2,"barbastella barbastellus",""
2020,2,"barbastella barbastellus",""
2001,1,"corynorhinus townsendii",""
2005,2,"corynorhinus townsendii",""
2009,1,"corynorhinus townsendii",""
2016,1,"corynorhinus townsendii",""
2018,2,"corynorhinus townsendii",""
2019,2,"corynorhinus townsendii",""
1976,1,"eptesicus brasiliensis",""
1988,1,"eptesicus brasiliensis",""
1992,1,"eptesicus brasiliensis",""
1996,1,"eptesicus brasiliensis",""
2001,1,"eptesicus brasiliensis",""
2005,1,"eptesicus brasiliensis",""
2007,1,"eptesicus brasiliensis",""
2010,2,"eptesicus brasiliensis",""
2011,2,"eptesicus brasiliensis",""
2012,1,"eptesicus brasiliensis",""
