"Year","NumPubs","Host","Note"
1991,2,"sylvilagus floridanus",""
1992,2,"sylvilagus floridanus",""
1993,2,"sylvilagus floridanus",""
1994,1,"sylvilagus floridanus",""
1995,2,"sylvilagus floridanus",""
1997,2,"sylvilagus floridanus",""
1998,2,"sylvilagus floridanus",""
1999,1,"sylvilagus floridanus",""
2001,2,"sylvilagus floridanus",""
2002,1,"sylvilagus floridanus",""
2005,4,"sylvilagus floridanus",""
2006,6,"sylvilagus floridanus",""
2007,4,"sylvilagus floridanus",""
2008,2,"sylvilagus floridanus",""
2010,2,"sylvilagus floridanus",""
2011,5,"sylvilagus floridanus",""
2012,4,"sylvilagus floridanus",""
2013,4,"sylvilagus floridanus",""
2014,1,"sylvilagus floridanus",""
2015,3,"sylvilagus floridanus",""
2016,6,"sylvilagus floridanus",""
2017,2,"sylvilagus floridanus",""
2018,5,"sylvilagus floridanus",""
2019,6,"sylvilagus floridanus",""
2020,6,"sylvilagus floridanus",""
1979,1,"sylvilagus nuttallii",""
1980,1,"sylvilagus nuttallii",""
1981,1,"sylvilagus nuttallii",""
1983,1,"sylvilagus nuttallii",""
1984,1,"sylvilagus nuttallii",""
1997,1,"sylvilagus nuttallii",""
2009,1,"sylvilagus nuttallii",""
2015,1,"sylvilagus nuttallii",""
2016,2,"sylvilagus nuttallii",""
2017,1,"sylvilagus nuttallii",""
2018,3,"sylvilagus nuttallii",""
1974,1,"ochotona collaris",""
2002,1,"ochotona collaris",""
2004,1,"ochotona collaris",""
2007,1,"ochotona collaris",""
2008,2,"ochotona collaris",""
2009,3,"ochotona collaris",""
2011,1,"ochotona collaris",""
2013,1,"ochotona collaris",""
2015,1,"ochotona collaris",""
1997,1,"ochotona curzoniae",""
1998,2,"ochotona curzoniae",""
1999,1,"ochotona curzoniae",""
2000,1,"ochotona curzoniae",""
2001,1,"ochotona curzoniae",""
2003,1,"ochotona curzoniae",""
2004,2,"ochotona curzoniae",""
2005,3,"ochotona curzoniae",""
2006,4,"ochotona curzoniae",""
2007,1,"ochotona curzoniae",""
2008,4,"ochotona curzoniae",""
2009,5,"ochotona curzoniae",""
2010,3,"ochotona curzoniae",""
2011,3,"ochotona curzoniae",""
2012,3,"ochotona curzoniae",""
2013,6,"ochotona curzoniae",""
2014,9,"ochotona curzoniae",""
2015,8,"ochotona curzoniae",""
2016,11,"ochotona curzoniae",""
2017,6,"ochotona curzoniae",""
2018,9,"ochotona curzoniae",""
2019,6,"ochotona curzoniae",""
2020,10,"ochotona curzoniae",""
2007,1,"ochotona dauurica",""
2010,1,"ochotona dauurica",""
2013,1,"ochotona dauurica",""
2015,5,"ochotona dauurica",""
2019,1,"ochotona dauurica",""
2020,1,"ochotona dauurica",""
1953,1,"ornithorhynchus anatinus",""
1966,1,"ornithorhynchus anatinus",""
1969,1,"ornithorhynchus anatinus",""
1971,3,"ornithorhynchus anatinus",""
1973,2,"ornithorhynchus anatinus",""
1974,3,"ornithorhynchus anatinus",""
1975,4,"ornithorhynchus anatinus",""
1977,1,"ornithorhynchus anatinus",""
1983,7,"ornithorhynchus anatinus",""
1984,2,"ornithorhynchus anatinus",""
1985,2,"ornithorhynchus anatinus",""
1986,2,"ornithorhynchus anatinus",""
1987,1,"ornithorhynchus anatinus",""
1988,4,"ornithorhynchus anatinus",""
1989,3,"ornithorhynchus anatinus",""
1990,3,"ornithorhynchus anatinus",""
1991,4,"ornithorhynchus anatinus",""
1992,5,"ornithorhynchus anatinus",""
1993,4,"ornithorhynchus anatinus",""
1994,2,"ornithorhynchus anatinus",""
1995,3,"ornithorhynchus anatinus",""
1996,3,"ornithorhynchus anatinus",""
1997,3,"ornithorhynchus anatinus",""
1998,12,"ornithorhynchus anatinus",""
1999,9,"ornithorhynchus anatinus",""
2000,4,"ornithorhynchus anatinus",""
2001,4,"ornithorhynchus anatinus",""
2002,7,"ornithorhynchus anatinus",""
2003,7,"ornithorhynchus anatinus",""
2004,3,"ornithorhynchus anatinus",""
2005,4,"ornithorhynchus anatinus",""
2006,4,"ornithorhynchus anatinus",""
2007,4,"ornithorhynchus anatinus",""
2008,13,"ornithorhynchus anatinus",""
2009,13,"ornithorhynchus anatinus",""
2010,6,"ornithorhynchus anatinus",""
2011,4,"ornithorhynchus anatinus",""
2012,10,"ornithorhynchus anatinus",""
2013,3,"ornithorhynchus anatinus",""
2014,4,"ornithorhynchus anatinus",""
2015,6,"ornithorhynchus anatinus",""
2016,3,"ornithorhynchus anatinus",""
2017,6,"ornithorhynchus anatinus",""
2018,8,"ornithorhynchus anatinus",""
2019,4,"ornithorhynchus anatinus",""
2020,3,"ornithorhynchus anatinus",""
1960,1,"tachyglossus aculeatus",""
1963,1,"tachyglossus aculeatus",""
1964,1,"tachyglossus aculeatus",""
1965,3,"tachyglossus aculeatus",""
1966,1,"tachyglossus aculeatus",""
1967,3,"tachyglossus aculeatus",""
1969,2,"tachyglossus aculeatus",""
1970,4,"tachyglossus aculeatus",""
1971,3,"tachyglossus aculeatus",""
1972,7,"tachyglossus aculeatus",""
1973,8,"tachyglossus aculeatus",""
1974,2,"tachyglossus aculeatus",""
1975,4,"tachyglossus aculeatus",""
1977,3,"tachyglossus aculeatus",""
1978,4,"tachyglossus aculeatus",""
1979,4,"tachyglossus aculeatus",""
1980,2,"tachyglossus aculeatus",""
1981,4,"tachyglossus aculeatus",""
1982,2,"tachyglossus aculeatus",""
1983,4,"tachyglossus aculeatus",""
1984,2,"tachyglossus aculeatus",""
1985,3,"tachyglossus aculeatus",""
1986,2,"tachyglossus aculeatus",""
1987,3,"tachyglossus aculeatus",""
1989,3,"tachyglossus aculeatus",""
1990,2,"tachyglossus aculeatus",""
1991,5,"tachyglossus aculeatus",""
1992,4,"tachyglossus aculeatus",""
1993,3,"tachyglossus aculeatus",""
1994,2,"tachyglossus aculeatus",""
1995,2,"tachyglossus aculeatus",""
1996,2,"tachyglossus aculeatus",""
1997,3,"tachyglossus aculeatus",""
1998,2,"tachyglossus aculeatus",""
1999,2,"tachyglossus aculeatus",""
2000,2,"tachyglossus aculeatus",""
2001,4,"tachyglossus aculeatus",""
2002,7,"tachyglossus aculeatus",""
2003,12,"tachyglossus aculeatus",""
2004,6,"tachyglossus aculeatus",""
2005,3,"tachyglossus aculeatus",""
2006,4,"tachyglossus aculeatus",""
2007,7,"tachyglossus aculeatus",""
2008,6,"tachyglossus aculeatus",""
2009,4,"tachyglossus aculeatus",""
2010,1,"tachyglossus aculeatus",""
2011,2,"tachyglossus aculeatus",""
2012,9,"tachyglossus aculeatus",""
2014,2,"tachyglossus aculeatus",""
2015,3,"tachyglossus aculeatus",""
2016,9,"tachyglossus aculeatus",""
2017,6,"tachyglossus aculeatus",""
2018,4,"tachyglossus aculeatus",""
2019,6,"tachyglossus aculeatus",""
2020,2,"tachyglossus aculeatus",""
1972,2,"isoodon macrourus",""
1973,1,"isoodon macrourus",""
1974,2,"isoodon macrourus",""
1977,1,"isoodon macrourus",""
1978,1,"isoodon macrourus",""
1979,1,"isoodon macrourus",""
1980,1,"isoodon macrourus",""
1981,2,"isoodon macrourus",""
1982,3,"isoodon macrourus",""
1983,1,"isoodon macrourus",""
1984,3,"isoodon macrourus",""
1985,4,"isoodon macrourus",""
1986,1,"isoodon macrourus",""
1987,3,"isoodon macrourus",""
1988,5,"isoodon macrourus",""
1989,3,"isoodon macrourus",""
1990,1,"isoodon macrourus",""
1991,2,"isoodon macrourus",""
1992,3,"isoodon macrourus",""
1993,2,"isoodon macrourus",""
1995,1,"isoodon macrourus",""
1996,1,"isoodon macrourus",""
1997,1,"isoodon macrourus",""
1998,1,"isoodon macrourus",""
1999,3,"isoodon macrourus",""
2000,3,"isoodon macrourus",""
2001,3,"isoodon macrourus",""
2002,2,"isoodon macrourus",""
2005,2,"isoodon macrourus",""
2006,1,"isoodon macrourus",""
2007,2,"isoodon macrourus",""
2011,1,"isoodon macrourus",""
2013,1,"isoodon macrourus",""
2017,3,"isoodon macrourus",""
2018,1,"isoodon macrourus",""
2019,1,"isoodon macrourus",""
2007,6,"perameles bougainville",""
2008,5,"perameles bougainville",""
2009,1,"perameles bougainville",""
2011,4,"perameles bougainville",""
1964,1,"perameles nasuta",""
1968,1,"perameles nasuta",""
1969,2,"perameles nasuta",""
1977,1,"perameles nasuta",""
1980,1,"perameles nasuta",""
1981,1,"perameles nasuta",""
1983,1,"perameles nasuta",""
1993,1,"perameles nasuta",""
1995,1,"perameles nasuta",""
2000,1,"perameles nasuta",""
2010,1,"perameles nasuta",""
2012,1,"perameles nasuta",""
2015,1,"perameles nasuta",""
2016,2,"perameles nasuta",""
2017,1,"perameles nasuta",""
2018,3,"perameles nasuta",""
2019,2,"perameles nasuta",""
1952,1,"equus asinus",""
1953,2,"equus asinus",""
1954,1,"equus asinus",""
1959,1,"equus asinus",""
1960,1,"equus asinus",""
1961,1,"equus asinus",""
1963,1,"equus asinus",""
1967,1,"equus asinus",""
1969,4,"equus asinus",""
1970,1,"equus asinus",""
1971,3,"equus asinus",""
1972,2,"equus asinus",""
1974,2,"equus asinus",""
1975,5,"equus asinus",""
1976,1,"equus asinus",""
1977,3,"equus asinus",""
1978,7,"equus asinus",""
1979,2,"equus asinus",""
1980,2,"equus asinus",""
1981,2,"equus asinus",""
1983,3,"equus asinus",""
1984,4,"equus asinus",""
1985,7,"equus asinus",""
1986,3,"equus asinus",""
1987,4,"equus asinus",""
1988,6,"equus asinus",""
1989,4,"equus asinus",""
1990,3,"equus asinus",""
1991,3,"equus asinus",""
1992,3,"equus asinus",""
1993,1,"equus asinus",""
1994,6,"equus asinus",""
1995,3,"equus asinus",""
1996,6,"equus asinus",""
1997,3,"equus asinus",""
1998,5,"equus asinus",""
2000,5,"equus asinus",""
2001,6,"equus asinus",""
2002,5,"equus asinus",""
2003,7,"equus asinus",""
2004,9,"equus asinus",""
2005,6,"equus asinus",""
2006,10,"equus asinus",""
2008,8,"equus asinus",""
2009,10,"equus asinus",""
2010,10,"equus asinus",""
2011,10,"equus asinus",""
2012,13,"equus asinus",""
2013,25,"equus asinus",""
2014,21,"equus asinus",""
2015,14,"equus asinus",""
2016,16,"equus asinus",""
2017,19,"equus asinus",""
2018,18,"equus asinus",""
2019,37,"equus asinus",""
2020,38,"equus asinus",""
1953,1,"equus caballus",""
1955,1,"equus caballus",""
1956,1,"equus caballus",""
1960,1,"equus caballus",""
1961,1,"equus caballus",""
1962,1,"equus caballus",""
1964,1,"equus caballus",""
1965,1,"equus caballus",""
1966,2,"equus caballus",""
1967,1,"equus caballus",""
1970,5,"equus caballus",""
1971,3,"equus caballus",""
1972,2,"equus caballus",""
1973,1,"equus caballus",""
1974,4,"equus caballus",""
1975,4,"equus caballus",""
1976,3,"equus caballus",""
1977,1,"equus caballus",""
1978,4,"equus caballus",""
1979,7,"equus caballus",""
1980,4,"equus caballus",""
1981,2,"equus caballus",""
1982,2,"equus caballus",""
1983,8,"equus caballus",""
1984,4,"equus caballus",""
1985,8,"equus caballus",""
1986,5,"equus caballus",""
1987,9,"equus caballus",""
1988,6,"equus caballus",""
1989,7,"equus caballus",""
1990,3,"equus caballus",""
1991,7,"equus caballus",""
1992,6,"equus caballus",""
1993,7,"equus caballus",""
1994,11,"equus caballus",""
1995,8,"equus caballus",""
1996,6,"equus caballus",""
1997,7,"equus caballus",""
1998,9,"equus caballus",""
1999,13,"equus caballus",""
2000,12,"equus caballus",""
2001,9,"equus caballus",""
2002,12,"equus caballus",""
2003,13,"equus caballus",""
2004,16,"equus caballus",""
2005,9,"equus caballus",""
2006,15,"equus caballus",""
2007,13,"equus caballus",""
2008,27,"equus caballus",""
2009,35,"equus caballus",""
2010,29,"equus caballus",""
2011,22,"equus caballus",""
2012,25,"equus caballus",""
2013,39,"equus caballus",""
2014,36,"equus caballus",""
2015,32,"equus caballus",""
2016,49,"equus caballus",""
2017,37,"equus caballus",""
2018,47,"equus caballus",""
2019,54,"equus caballus",""
2020,51,"equus caballus",""
1974,1,"equus grevyi",""
1982,1,"equus grevyi",""
1983,1,"equus grevyi",""
1986,1,"equus grevyi",""
1989,1,"equus grevyi",""
1990,1,"equus grevyi",""
1992,2,"equus grevyi",""
1994,1,"equus grevyi",""
1995,1,"equus grevyi",""
1997,1,"equus grevyi",""
1998,2,"equus grevyi",""
2000,1,"equus grevyi",""
2003,1,"equus grevyi",""
2006,1,"equus grevyi",""
2007,2,"equus grevyi",""
2008,3,"equus grevyi",""
2009,2,"equus grevyi",""
2010,3,"equus grevyi",""
2011,1,"equus grevyi",""
2012,1,"equus grevyi",""
2013,1,"equus grevyi",""
2014,2,"equus grevyi",""
2015,2,"equus grevyi",""
2016,1,"equus grevyi",""
2017,1,"equus grevyi",""
2018,6,"equus grevyi",""
2019,4,"equus grevyi",""
2020,1,"equus grevyi",""
1977,1,"equus hemionus",""
1978,1,"equus hemionus",""
1981,1,"equus hemionus",""
1982,1,"equus hemionus",""
1983,2,"equus hemionus",""
1986,1,"equus hemionus",""
1988,1,"equus hemionus",""
1989,1,"equus hemionus",""
1990,1,"equus hemionus",""
1992,1,"equus hemionus",""
1994,1,"equus hemionus",""
1998,1,"equus hemionus",""
2003,1,"equus hemionus",""
2004,2,"equus hemionus",""
2005,2,"equus hemionus",""
2006,6,"equus hemionus",""
2007,2,"equus hemionus",""
2008,3,"equus hemionus",""
2009,2,"equus hemionus",""
2010,1,"equus hemionus",""
2011,3,"equus hemionus",""
2012,3,"equus hemionus",""
2013,3,"equus hemionus",""
2014,1,"equus hemionus",""
2015,5,"equus hemionus",""
2016,7,"equus hemionus",""
2017,4,"equus hemionus",""
2018,6,"equus hemionus",""
2019,5,"equus hemionus",""
2020,5,"equus hemionus",""
1965,1,"equus przewalskii",""
1975,1,"equus przewalskii",""
1979,3,"equus przewalskii",""
1983,2,"equus przewalskii",""
1985,1,"equus przewalskii",""
1986,1,"equus przewalskii",""
1987,2,"equus przewalskii",""
1988,1,"equus przewalskii",""
1990,2,"equus przewalskii",""
1991,1,"equus przewalskii",""
1992,1,"equus przewalskii",""
1993,1,"equus przewalskii",""
1995,1,"equus przewalskii",""
1997,1,"equus przewalskii",""
1998,1,"equus przewalskii",""
1999,3,"equus przewalskii",""
2000,2,"equus przewalskii",""
2002,2,"equus przewalskii",""
2003,4,"equus przewalskii",""
2004,3,"equus przewalskii",""
2005,2,"equus przewalskii",""
2006,6,"equus przewalskii",""
2007,3,"equus przewalskii",""
2008,3,"equus przewalskii",""
2009,1,"equus przewalskii",""
2011,2,"equus przewalskii",""
2012,2,"equus przewalskii",""
2013,5,"equus przewalskii",""
2014,4,"equus przewalskii",""
2015,6,"equus przewalskii",""
2016,4,"equus przewalskii",""
2017,10,"equus przewalskii",""
2018,6,"equus przewalskii",""
2019,5,"equus przewalskii",""
2020,5,"equus przewalskii",""
1966,1,"equus quagga",""
1984,1,"equus quagga",""
1985,1,"equus quagga",""
1987,1,"equus quagga",""
2001,2,"equus quagga",""
2003,2,"equus quagga",""
2004,1,"equus quagga",""
2005,1,"equus quagga",""
2006,1,"equus quagga",""
2008,1,"equus quagga",""
2009,2,"equus quagga",""
2010,3,"equus quagga",""
2011,2,"equus quagga",""
2012,2,"equus quagga",""
2013,2,"equus quagga",""
2014,8,"equus quagga",""
2015,4,"equus quagga",""
2016,5,"equus quagga",""
2017,6,"equus quagga",""
2018,11,"equus quagga",""
2019,12,"equus quagga",""
2020,4,"equus quagga",""
1967,1,"equus quagga burchellii",""
1971,1,"equus quagga burchellii",""
1974,1,"equus quagga burchellii",""
1975,5,"equus quagga burchellii",""
1977,1,"equus quagga burchellii",""
1978,1,"equus quagga burchellii",""
1982,2,"equus quagga burchellii",""
1983,1,"equus quagga burchellii",""
1984,3,"equus quagga burchellii",""
1985,3,"equus quagga burchellii",""
1986,2,"equus quagga burchellii",""
1987,5,"equus quagga burchellii",""
1988,3,"equus quagga burchellii",""
1989,1,"equus quagga burchellii",""
1990,3,"equus quagga burchellii",""
1992,2,"equus quagga burchellii",""
1993,3,"equus quagga burchellii",""
1994,3,"equus quagga burchellii",""
1997,3,"equus quagga burchellii",""
1998,4,"equus quagga burchellii",""
1999,3,"equus quagga burchellii",""
2000,2,"equus quagga burchellii",""
2001,4,"equus quagga burchellii",""
2003,2,"equus quagga burchellii",""
2004,5,"equus quagga burchellii",""
2005,2,"equus quagga burchellii",""
2006,5,"equus quagga burchellii",""
2007,6,"equus quagga burchellii",""
2008,3,"equus quagga burchellii",""
2009,4,"equus quagga burchellii",""
2010,9,"equus quagga burchellii",""
2011,3,"equus quagga burchellii",""
2012,3,"equus quagga burchellii",""
2013,4,"equus quagga burchellii",""
2014,2,"equus quagga burchellii",""
2015,1,"equus quagga burchellii",""
2016,1,"equus quagga burchellii",""
2017,5,"equus quagga burchellii",""
2018,1,"equus quagga burchellii",""
2019,2,"equus quagga burchellii",""
2020,1,"equus quagga burchellii",""
1966,1,"equus zebra",""
1967,1,"equus zebra",""
1971,2,"equus zebra",""
1974,2,"equus zebra",""
1975,7,"equus zebra",""
1977,2,"equus zebra",""
1978,1,"equus zebra",""
1980,1,"equus zebra",""
1982,4,"equus zebra",""
1983,3,"equus zebra",""
1984,6,"equus zebra",""
1985,6,"equus zebra",""
1986,3,"equus zebra",""
1987,6,"equus zebra",""
1988,5,"equus zebra",""
1989,1,"equus zebra",""
1990,3,"equus zebra",""
1992,3,"equus zebra",""
1993,3,"equus zebra",""
1994,5,"equus zebra",""
1995,1,"equus zebra",""
1997,6,"equus zebra",""
1998,5,"equus zebra",""
1999,3,"equus zebra",""
2000,3,"equus zebra",""
2001,5,"equus zebra",""
2002,3,"equus zebra",""
2003,5,"equus zebra",""
2004,5,"equus zebra",""
2005,4,"equus zebra",""
2006,4,"equus zebra",""
2007,9,"equus zebra",""
2008,5,"equus zebra",""
2009,7,"equus zebra",""
2010,11,"equus zebra",""
2011,5,"equus zebra",""
2012,4,"equus zebra",""
2013,5,"equus zebra",""
2014,11,"equus zebra",""
2015,7,"equus zebra",""
2016,5,"equus zebra",""
2017,12,"equus zebra",""
2018,15,"equus zebra",""
2019,18,"equus zebra",""
2020,4,"equus zebra",""
1958,1,"ceratotherium simum",""
1962,1,"ceratotherium simum",""
1971,1,"ceratotherium simum",""
1974,2,"ceratotherium simum",""
1975,1,"ceratotherium simum",""
1976,1,"ceratotherium simum",""
1982,2,"ceratotherium simum",""
1985,2,"ceratotherium simum",""
1986,1,"ceratotherium simum",""
1987,2,"ceratotherium simum",""
1988,1,"ceratotherium simum",""
1989,1,"ceratotherium simum",""
1990,2,"ceratotherium simum",""
1992,1,"ceratotherium simum",""
1993,1,"ceratotherium simum",""
1994,3,"ceratotherium simum",""
1995,1,"ceratotherium simum",""
1997,2,"ceratotherium simum",""
1998,5,"ceratotherium simum",""
1999,3,"ceratotherium simum",""
2000,4,"ceratotherium simum",""
2001,2,"ceratotherium simum",""
2002,4,"ceratotherium simum",""
2003,2,"ceratotherium simum",""
2004,4,"ceratotherium simum",""
2005,4,"ceratotherium simum",""
2006,4,"ceratotherium simum",""
2007,8,"ceratotherium simum",""
2008,5,"ceratotherium simum",""
2009,4,"ceratotherium simum",""
2010,8,"ceratotherium simum",""
2011,5,"ceratotherium simum",""
2012,11,"ceratotherium simum",""
2013,9,"ceratotherium simum",""
2014,15,"ceratotherium simum",""
2015,9,"ceratotherium simum",""
2016,11,"ceratotherium simum",""
2017,17,"ceratotherium simum",""
2018,15,"ceratotherium simum",""
2019,15,"ceratotherium simum",""
2020,16,"ceratotherium simum",""
1962,1,"diceros bicornis",""
1963,1,"diceros bicornis",""
1964,1,"diceros bicornis",""
1967,1,"diceros bicornis",""
1968,1,"diceros bicornis",""
1972,2,"diceros bicornis",""
1973,1,"diceros bicornis",""
1977,1,"diceros bicornis",""
1978,1,"diceros bicornis",""
1980,1,"diceros bicornis",""
1981,1,"diceros bicornis",""
1986,1,"diceros bicornis",""
1987,2,"diceros bicornis",""
1988,3,"diceros bicornis",""
1989,3,"diceros bicornis",""
1990,3,"diceros bicornis",""
1991,3,"diceros bicornis",""
1992,3,"diceros bicornis",""
1993,3,"diceros bicornis",""
1994,2,"diceros bicornis",""
1995,2,"diceros bicornis",""
1996,1,"diceros bicornis",""
1997,3,"diceros bicornis",""
1998,2,"diceros bicornis",""
1999,8,"diceros bicornis",""
2000,6,"diceros bicornis",""
2001,5,"diceros bicornis",""
2002,7,"diceros bicornis",""
2003,5,"diceros bicornis",""
2004,4,"diceros bicornis",""
2005,4,"diceros bicornis",""
2006,5,"diceros bicornis",""
2007,5,"diceros bicornis",""
2008,11,"diceros bicornis",""
2009,5,"diceros bicornis",""
2010,8,"diceros bicornis",""
2011,3,"diceros bicornis",""
2012,14,"diceros bicornis",""
2013,4,"diceros bicornis",""
2014,10,"diceros bicornis",""
2015,7,"diceros bicornis",""
2016,10,"diceros bicornis",""
2017,9,"diceros bicornis",""
2018,9,"diceros bicornis",""
2019,9,"diceros bicornis",""
2020,7,"diceros bicornis",""
1997,1,"tapirella bairdii",""
1998,1,"tapirella bairdii",""
1999,1,"tapirella bairdii",""
2000,2,"tapirella bairdii",""
2001,1,"tapirella bairdii",""
2007,3,"tapirella bairdii",""
2008,4,"tapirella bairdii",""
2010,1,"tapirella bairdii",""
2012,3,"tapirella bairdii",""
2013,4,"tapirella bairdii",""
2014,1,"tapirella bairdii",""
2015,2,"tapirella bairdii",""
2016,2,"tapirella bairdii",""
2017,2,"tapirella bairdii",""
2018,1,"tapirella bairdii",""
2019,1,"tapirella bairdii",""
1967,1,"tapirus terrestris",""
1979,1,"tapirus terrestris",""
1981,1,"tapirus terrestris",""
1984,1,"tapirus terrestris",""
1988,1,"tapirus terrestris",""
1991,1,"tapirus terrestris",""
1992,1,"tapirus terrestris",""
1998,1,"tapirus terrestris",""
1999,2,"tapirus terrestris",""
2000,1,"tapirus terrestris",""
2003,2,"tapirus terrestris",""
2005,3,"tapirus terrestris",""
2007,1,"tapirus terrestris",""
2008,3,"tapirus terrestris",""
2009,1,"tapirus terrestris",""
2010,6,"tapirus terrestris",""
2011,1,"tapirus terrestris",""
2012,2,"tapirus terrestris",""
2013,8,"tapirus terrestris",""
2014,6,"tapirus terrestris",""
2015,3,"tapirus terrestris",""
2016,5,"tapirus terrestris",""
2017,4,"tapirus terrestris",""
2018,2,"tapirus terrestris",""
2019,4,"tapirus terrestris",""
2020,3,"tapirus terrestris",""
1954,1,"bradypus tridactylus",""
1960,1,"bradypus tridactylus",""
1963,1,"bradypus tridactylus",""
1965,2,"bradypus tridactylus",""
1968,2,"bradypus tridactylus",""
1972,1,"bradypus tridactylus",""
1975,3,"bradypus tridactylus",""
1976,2,"bradypus tridactylus",""
1977,2,"bradypus tridactylus",""
1978,1,"bradypus tridactylus",""
1979,1,"bradypus tridactylus",""
1981,2,"bradypus tridactylus",""
1982,2,"bradypus tridactylus",""
1983,4,"bradypus tridactylus",""
1984,1,"bradypus tridactylus",""
1987,1,"bradypus tridactylus",""
1989,4,"bradypus tridactylus",""
1990,1,"bradypus tridactylus",""
1991,2,"bradypus tridactylus",""
2001,2,"bradypus tridactylus",""
2003,1,"bradypus tridactylus",""
2005,1,"bradypus tridactylus",""
2008,1,"bradypus tridactylus",""
2013,1,"bradypus tridactylus",""
2017,2,"bradypus tridactylus",""
2018,1,"bradypus tridactylus",""
1983,3,"bradypus variegatus",""
1986,2,"bradypus variegatus",""
1987,1,"bradypus variegatus",""
1992,1,"bradypus variegatus",""
1994,1,"bradypus variegatus",""
2002,2,"bradypus variegatus",""
2003,3,"bradypus variegatus",""
2004,1,"bradypus variegatus",""
2005,1,"bradypus variegatus",""
2006,3,"bradypus variegatus",""
2007,1,"bradypus variegatus",""
2008,4,"bradypus variegatus",""
2009,3,"bradypus variegatus",""
2010,1,"bradypus variegatus",""
2011,1,"bradypus variegatus",""
2012,3,"bradypus variegatus",""
2013,4,"bradypus variegatus",""
2014,5,"bradypus variegatus",""
2015,2,"bradypus variegatus",""
2016,1,"bradypus variegatus",""
2017,2,"bradypus variegatus",""
2018,5,"bradypus variegatus",""
2019,4,"bradypus variegatus",""
2020,2,"bradypus variegatus",""
1963,1,"choloepus didactylus",""
1964,1,"choloepus didactylus",""
1973,1,"choloepus didactylus",""
1975,1,"choloepus didactylus",""
1981,1,"choloepus didactylus",""
1982,1,"choloepus didactylus",""
1983,1,"choloepus didactylus",""
1984,1,"choloepus didactylus",""
1985,1,"choloepus didactylus",""
1988,1,"choloepus didactylus",""
1989,3,"choloepus didactylus",""
1991,1,"choloepus didactylus",""
1996,2,"choloepus didactylus",""
1998,1,"choloepus didactylus",""
1999,1,"choloepus didactylus",""
2001,1,"choloepus didactylus",""
2003,1,"choloepus didactylus",""
2005,1,"choloepus didactylus",""
2006,1,"choloepus didactylus",""
2008,1,"choloepus didactylus",""
2010,4,"choloepus didactylus",""
2011,2,"choloepus didactylus",""
2013,1,"choloepus didactylus",""
2014,1,"choloepus didactylus",""
2015,3,"choloepus didactylus",""
2017,1,"choloepus didactylus",""
2018,3,"choloepus didactylus",""
2019,3,"choloepus didactylus",""
2020,6,"choloepus didactylus",""
1962,6,"choloepus hoffmanni",""
1963,4,"choloepus hoffmanni",""
1964,4,"choloepus hoffmanni",""
1965,3,"choloepus hoffmanni",""
1966,2,"choloepus hoffmanni",""
1967,1,"choloepus hoffmanni",""
1968,3,"choloepus hoffmanni",""
1969,3,"choloepus hoffmanni",""
1972,1,"choloepus hoffmanni",""
1973,2,"choloepus hoffmanni",""
1974,1,"choloepus hoffmanni",""
1975,2,"choloepus hoffmanni",""
1976,1,"choloepus hoffmanni",""
1978,1,"choloepus hoffmanni",""
1979,1,"choloepus hoffmanni",""
1980,1,"choloepus hoffmanni",""
1982,1,"choloepus hoffmanni",""
1983,3,"choloepus hoffmanni",""
1986,1,"choloepus hoffmanni",""
1988,1,"choloepus hoffmanni",""
1989,1,"choloepus hoffmanni",""
1992,1,"choloepus hoffmanni",""
2003,2,"choloepus hoffmanni",""
2008,1,"choloepus hoffmanni",""
2009,3,"choloepus hoffmanni",""
2010,1,"choloepus hoffmanni",""
2013,2,"choloepus hoffmanni",""
2014,2,"choloepus hoffmanni",""
2015,4,"choloepus hoffmanni",""
2016,2,"choloepus hoffmanni",""
2017,2,"choloepus hoffmanni",""
2018,1,"choloepus hoffmanni",""
2019,4,"choloepus hoffmanni",""
2020,3,"choloepus hoffmanni",""
1953,1,"myrmecophaga tridactyla",""
1957,1,"myrmecophaga tridactyla",""
1962,1,"myrmecophaga tridactyla",""
1977,1,"myrmecophaga tridactyla",""
1987,1,"myrmecophaga tridactyla",""
1989,2,"myrmecophaga tridactyla",""
1991,3,"myrmecophaga tridactyla",""
1993,1,"myrmecophaga tridactyla",""
1995,1,"myrmecophaga tridactyla",""
1998,1,"myrmecophaga tridactyla",""
1999,1,"myrmecophaga tridactyla",""
2002,2,"myrmecophaga tridactyla",""
2003,1,"myrmecophaga tridactyla",""
2005,2,"myrmecophaga tridactyla",""
2006,1,"myrmecophaga tridactyla",""
2007,3,"myrmecophaga tridactyla",""
2008,2,"myrmecophaga tridactyla",""
2009,4,"myrmecophaga tridactyla",""
2010,1,"myrmecophaga tridactyla",""
2011,2,"myrmecophaga tridactyla",""
2012,2,"myrmecophaga tridactyla",""
2013,6,"myrmecophaga tridactyla",""
2014,6,"myrmecophaga tridactyla",""
2015,3,"myrmecophaga tridactyla",""
2016,4,"myrmecophaga tridactyla",""
2017,6,"myrmecophaga tridactyla",""
2018,1,"myrmecophaga tridactyla",""
2019,9,"myrmecophaga tridactyla",""
2020,8,"myrmecophaga tridactyla",""
1953,1,"tamandua tetradactyla",""
1959,1,"tamandua tetradactyla",""
1965,2,"tamandua tetradactyla",""
1966,2,"tamandua tetradactyla",""
1967,1,"tamandua tetradactyla",""
