Year,NumPubs,Host,Note
1996,2,niviventer confucianus,
1999,2,niviventer confucianus,
2000,2,niviventer confucianus,
2001,4,niviventer confucianus,
2002,2,niviventer confucianus,
2003,4,niviventer confucianus,
2004,2,niviventer confucianus,
2005,2,niviventer confucianus,
2006,3,niviventer confucianus,
2007,3,niviventer confucianus,
2008,5,niviventer confucianus,
2009,3,niviventer confucianus,
2010,5,niviventer confucianus,
2011,5,niviventer confucianus,
2012,5,niviventer confucianus,
2013,4,niviventer confucianus,
2014,5,niviventer confucianus,
2015,2,niviventer confucianus,
2016,3,niviventer confucianus,
2017,3,niviventer confucianus,
2018,8,niviventer confucianus,
2019,7,niviventer confucianus,
2020,2,niviventer confucianus,
2021,1,niviventer confucianus,
1996,1,niviventer coninga,
2007,1,niviventer coninga,
2016,1,niviventer coninga,
1975,1,niviventer cremoriventer,
1978,1,niviventer cremoriventer,
2001,1,niviventer cremoriventer,
2002,1,niviventer cremoriventer,
2007,1,niviventer cremoriventer,
2007,1,niviventer eha,
2016,2,niviventer eha,
2007,1,niviventer excelsior,
2010,1,niviventer excelsior,
2012,1,niviventer excelsior,
2017,1,niviventer excelsior,
1976,1,niviventer fulvescens,
1978,2,niviventer fulvescens,
2001,1,niviventer fulvescens,
2003,1,niviventer fulvescens,
2007,1,niviventer fulvescens,
2008,1,niviventer fulvescens,
2010,1,niviventer fulvescens,
2011,2,niviventer fulvescens,
2012,2,niviventer fulvescens,
2013,1,niviventer fulvescens,
2015,2,niviventer fulvescens,
2016,2,niviventer fulvescens,
2017,1,niviventer fulvescens,
2019,2,niviventer fulvescens,
2020,1,niviventer fulvescens,
1978,1,niviventer niviventer,
1990,1,niviventer niviventer,
1994,1,niviventer niviventer,
1997,1,niviventer niviventer,
2000,1,niviventer niviventer,
2001,2,niviventer niviventer,
2002,2,niviventer niviventer,
2003,1,niviventer niviventer,
2006,1,niviventer niviventer,
2007,1,niviventer niviventer,
2008,2,niviventer niviventer,
2009,2,niviventer niviventer,
2010,4,niviventer niviventer,
2011,1,niviventer niviventer,
2012,6,niviventer niviventer,
2013,2,niviventer niviventer,
2014,6,niviventer niviventer,
2015,4,niviventer niviventer,
2016,4,niviventer niviventer,
2017,4,niviventer niviventer,
2018,2,niviventer niviventer,
2019,6,niviventer niviventer,
2020,3,niviventer niviventer,
2021,1,niviventer niviventer,
1992,2,noctilio leporinus,
1995,1,noctilio leporinus,
1996,1,noctilio leporinus,
1997,1,noctilio leporinus,
2000,1,noctilio leporinus,
2001,1,noctilio leporinus,
2003,1,noctilio leporinus,
2008,1,noctilio leporinus,
2009,2,noctilio leporinus,
2012,1,noctilio leporinus,
2013,2,noctilio leporinus,
2016,2,noctilio leporinus,
2017,1,noctilio leporinus,
2019,3,noctilio leporinus,
1968,2,nomascus concolor,
1971,1,nomascus concolor,
1972,1,nomascus concolor,
1975,2,nomascus concolor,
1979,1,nomascus concolor,
1982,2,nomascus concolor,
1983,3,nomascus concolor,
1986,1,nomascus concolor,
1987,3,nomascus concolor,
1989,1,nomascus concolor,
1991,1,nomascus concolor,
1992,2,nomascus concolor,
1993,2,nomascus concolor,
1995,3,nomascus concolor,
1997,2,nomascus concolor,
1998,1,nomascus concolor,
2003,1,nomascus concolor,
2004,1,nomascus concolor,
2005,2,nomascus concolor,
2006,2,nomascus concolor,
2007,4,nomascus concolor,
2008,3,nomascus concolor,
2009,1,nomascus concolor,
2010,3,nomascus concolor,
2011,5,nomascus concolor,
2012,1,nomascus concolor,
2013,4,nomascus concolor,
2014,1,nomascus concolor,
2015,2,nomascus concolor,
2017,1,nomascus concolor,
2018,2,nomascus concolor,
2019,2,nomascus concolor,
2020,3,nomascus concolor,
1979,1,nomascus gabriellae,
1982,1,nomascus gabriellae,
1983,1,nomascus gabriellae,
1991,1,nomascus gabriellae,
1999,1,nomascus gabriellae,
2000,1,nomascus gabriellae,
2004,1,nomascus gabriellae,
2005,1,nomascus gabriellae,
2007,1,nomascus gabriellae,
2008,1,nomascus gabriellae,
2009,1,nomascus gabriellae,
2010,1,nomascus gabriellae,
2011,3,nomascus gabriellae,
2013,1,nomascus gabriellae,
2014,1,nomascus gabriellae,
2017,2,nomascus gabriellae,
2018,2,nomascus gabriellae,
2019,1,nomascus gabriellae,
2020,1,nomascus gabriellae,
1975,1,nomascus leucogenys,
1979,1,nomascus leucogenys,
1982,1,nomascus leucogenys,
1987,2,nomascus leucogenys,
1991,2,nomascus leucogenys,
1995,2,nomascus leucogenys,
1996,1,nomascus leucogenys,
1997,1,nomascus leucogenys,
1999,1,nomascus leucogenys,
2000,1,nomascus leucogenys,
2001,3,nomascus leucogenys,
2003,1,nomascus leucogenys,
2005,1,nomascus leucogenys,
2006,2,nomascus leucogenys,
2007,4,nomascus leucogenys,
2008,4,nomascus leucogenys,
2009,2,nomascus leucogenys,
2010,2,nomascus leucogenys,
2011,4,nomascus leucogenys,
2012,6,nomascus leucogenys,
2013,1,nomascus leucogenys,
2014,4,nomascus leucogenys,
2015,3,nomascus leucogenys,
2016,3,nomascus leucogenys,
2017,1,nomascus leucogenys,
2018,5,nomascus leucogenys,
2019,3,nomascus leucogenys,
2020,2,nomascus leucogenys,
2020,0,notamacropus agilis,No publications
2017,1,notamacropus dorsalis,
2017,1,notamacropus eugenii,
2018,1,notamacropus eugenii,
2019,1,notamacropus eugenii,
2020,2,notamacropus eugenii,
2017,1,notamacropus parma,
2020,0,notamacropus parryi,No publications
2016,1,notamacropus rufogriseus,
2017,1,notamacropus rufogriseus,
2018,1,notamacropus rufogriseus,
2019,1,notamacropus rufogriseus,
2020,1,notamacropus rufogriseus,
1978,1,nyctalus lasiopterus,
2001,1,nyctalus lasiopterus,
2006,1,nyctalus lasiopterus,
2007,1,nyctalus lasiopterus,
2009,1,nyctalus lasiopterus,
2013,1,nyctalus lasiopterus,
2016,2,nyctalus lasiopterus,
2020,2,nyctalus lasiopterus,
1988,1,nyctalus leisleri,
2004,1,nyctalus leisleri,
2006,1,nyctalus leisleri,
2009,1,nyctalus leisleri,
2010,1,nyctalus leisleri,
2013,1,nyctalus leisleri,
2014,1,nyctalus leisleri,
2015,3,nyctalus leisleri,
2018,1,nyctalus leisleri,
2019,1,nyctalus leisleri,
2020,2,nyctalus leisleri,
1955,1,nyctalus noctula,
1967,1,nyctalus noctula,
1974,2,nyctalus noctula,
1975,1,nyctalus noctula,
1976,1,nyctalus noctula,
1977,2,nyctalus noctula,
1979,1,nyctalus noctula,
1983,1,nyctalus noctula,
1987,1,nyctalus noctula,
1988,2,nyctalus noctula,
1991,1,nyctalus noctula,
1993,1,nyctalus noctula,
1995,1,nyctalus noctula,
1996,1,nyctalus noctula,
1999,2,nyctalus noctula,
2000,3,nyctalus noctula,
2001,1,nyctalus noctula,
2006,1,nyctalus noctula,
2007,1,nyctalus noctula,
2008,1,nyctalus noctula,
2010,3,nyctalus noctula,
2011,1,nyctalus noctula,
2013,2,nyctalus noctula,
2014,4,nyctalus noctula,
2015,6,nyctalus noctula,
2016,4,nyctalus noctula,
2017,3,nyctalus noctula,
2018,3,nyctalus noctula,
2019,6,nyctalus noctula,
2020,7,nyctalus noctula,
2006,2,nyctalus plancyi,
2007,2,nyctalus plancyi,
2010,1,nyctalus plancyi,
2015,1,nyctalus plancyi,
2018,2,nyctalus plancyi,
2019,1,nyctalus plancyi,
2006,2,nyctalus velutinus,
2007,1,nyctalus velutinus,
1963,1,nyctereutes procyonoides,
1976,1,nyctereutes procyonoides,
1977,1,nyctereutes procyonoides,
1978,1,nyctereutes procyonoides,
1981,2,nyctereutes procyonoides,
1982,1,nyctereutes procyonoides,
1983,4,nyctereutes procyonoides,
1984,3,nyctereutes procyonoides,
1985,3,nyctereutes procyonoides,
1986,3,nyctereutes procyonoides,
1987,4,nyctereutes procyonoides,
1988,5,nyctereutes procyonoides,
1991,3,nyctereutes procyonoides,
1992,1,nyctereutes procyonoides,
1993,2,nyctereutes procyonoides,
1994,3,nyctereutes procyonoides,
1996,3,nyctereutes procyonoides,
1997,2,nyctereutes procyonoides,
1998,3,nyctereutes procyonoides,
1999,2,nyctereutes procyonoides,
2000,4,nyctereutes procyonoides,
2001,10,nyctereutes procyonoides,
2002,9,nyctereutes procyonoides,
2003,10,nyctereutes procyonoides,
2004,6,nyctereutes procyonoides,
2005,7,nyctereutes procyonoides,
2006,11,nyctereutes procyonoides,
2007,9,nyctereutes procyonoides,
2008,14,nyctereutes procyonoides,
2009,6,nyctereutes procyonoides,
2010,6,nyctereutes procyonoides,
2011,11,nyctereutes procyonoides,
2012,14,nyctereutes procyonoides,
2013,9,nyctereutes procyonoides,
2014,15,nyctereutes procyonoides,
2015,16,nyctereutes procyonoides,
2016,27,nyctereutes procyonoides,
2017,18,nyctereutes procyonoides,
2018,12,nyctereutes procyonoides,
2019,13,nyctereutes procyonoides,
2020,20,nyctereutes procyonoides,
2006,1,nycteris gambiensis,
2016,1,nycteris grandis,
1994,1,nycteris hispida,
2015,1,nycteris hispida,
2007,1,nycteris macrotis,
1986,1,nycteris nana,
1977,1,nycteris thebaica,
2003,1,nycteris thebaica,
2007,1,nycteris thebaica,
2009,1,nycteris thebaica,
2012,1,nycteris thebaica,
2013,1,nycteris thebaica,
2014,1,nycteris thebaica,
2019,1,nycteris thebaica,
2020,1,nycteris thebaica,
2020,0,nycteris tragata,No publications
1998,1,nycticebus bengalensis,
2003,1,nycticebus bengalensis,
2009,1,nycticebus bengalensis,
2010,1,nycticebus bengalensis,
2012,1,nycticebus bengalensis,
2016,1,nycticebus bengalensis,
2018,1,nycticebus bengalensis,
2019,2,nycticebus bengalensis,
2020,1,nycticebus bengalensis,
1961,1,nycticebus coucang,
1962,1,nycticebus coucang,
1963,1,nycticebus coucang,
1964,2,nycticebus coucang,
1965,1,nycticebus coucang,
1966,2,nycticebus coucang,
1967,4,nycticebus coucang,
1968,4,nycticebus coucang,
1969,5,nycticebus coucang,
1970,4,nycticebus coucang,
1971,3,nycticebus coucang,
1972,4,nycticebus coucang,
1973,4,nycticebus coucang,
1974,2,nycticebus coucang,
1975,2,nycticebus coucang,
1976,6,nycticebus coucang,
1977,5,nycticebus coucang,
1978,1,nycticebus coucang,
1979,1,nycticebus coucang,
1980,6,nycticebus coucang,
1981,2,nycticebus coucang,
1982,2,nycticebus coucang,
1983,4,nycticebus coucang,
1984,1,nycticebus coucang,
1987,3,nycticebus coucang,
1988,3,nycticebus coucang,
1989,2,nycticebus coucang,
1990,1,nycticebus coucang,
1991,1,nycticebus coucang,
1993,2,nycticebus coucang,
1994,1,nycticebus coucang,
1995,1,nycticebus coucang,
1997,2,nycticebus coucang,
1998,2,nycticebus coucang,
2000,1,nycticebus coucang,
2001,1,nycticebus coucang,
2003,2,nycticebus coucang,
2004,2,nycticebus coucang,
2005,1,nycticebus coucang,
2006,1,nycticebus coucang,
2007,1,nycticebus coucang,
2008,1,nycticebus coucang,
2009,2,nycticebus coucang,
2010,1,nycticebus coucang,
2011,1,nycticebus coucang,
2012,2,nycticebus coucang,
2013,5,nycticebus coucang,
2014,2,nycticebus coucang,
2015,2,nycticebus coucang,
2016,4,nycticebus coucang,
2017,2,nycticebus coucang,
2018,4,nycticebus coucang,
2019,3,nycticebus coucang,
1991,1,nycticebus pygmaeus,
1997,3,nycticebus pygmaeus,
1998,2,nycticebus pygmaeus,
2001,3,nycticebus pygmaeus,
2002,1,nycticebus pygmaeus,
2003,2,nycticebus pygmaeus,
2005,1,nycticebus pygmaeus,
2006,1,nycticebus pygmaeus,
2008,1,nycticebus pygmaeus,
2011,1,nycticebus pygmaeus,
2012,2,nycticebus pygmaeus,
2013,4,nycticebus pygmaeus,
2014,3,nycticebus pygmaeus,
2015,3,nycticebus pygmaeus,
2018,2,nycticebus pygmaeus,
2019,3,nycticebus pygmaeus,
2020,1,nycticebus pygmaeus,
1971,1,nycticeius humeralis,
1989,1,nycticeius humeralis,
1991,1,nycticeius humeralis,
1993,1,nycticeius humeralis,
1999,2,nycticeius humeralis,
2007,1,nycticeius humeralis,
2013,1,nycticeius humeralis,
2014,1,nycticeius humeralis,
2017,1,nycticeius humeralis,
2019,1,nycticeius humeralis,
2020,0,nyctimene cephalotes,No publications
1995,1,nyctinomops laticaudatus,
1996,1,nyctinomops laticaudatus,
2007,2,nyctinomops laticaudatus,
2008,1,nyctinomops laticaudatus,
2009,1,nyctinomops laticaudatus,
2010,1,nyctinomops laticaudatus,
2011,1,nyctinomops laticaudatus,
2013,2,nyctinomops laticaudatus,
2014,1,nyctinomops laticaudatus,
2015,1,nyctinomops laticaudatus,
2018,2,nyctinomops laticaudatus,
2019,2,nyctinomops laticaudatus,
2020,1,nyctinomops laticaudatus,
1994,1,nyctinomops macrotis,
1995,1,nyctinomops macrotis,
1998,1,nyctinomops macrotis,
2001,1,nyctinomops macrotis,
2006,1,nyctinomops macrotis,
2008,1,nyctinomops macrotis,
2011,2,nyctinomops macrotis,
2013,1,nyctinomops macrotis,
2014,1,nyctinomops macrotis,
2020,1,nyctinomops macrotis,
2020,0,nyctophilus arnhemensis,No publications
2000,2,nyctophilus geoffroyi,
2004,1,nyctophilus geoffroyi,
2005,2,nyctophilus geoffroyi,
2008,2,nyctophilus geoffroyi,
2009,1,nyctophilus geoffroyi,
2011,1,nyctophilus geoffroyi,
2016,1,nyctophilus geoffroyi,
2020,1,nyctophilus geoffroyi,
1988,2,nyctophilus gouldi,
1994,1,nyctophilus gouldi,
2000,1,nyctophilus gouldi,
2005,1,nyctophilus gouldi,
2008,1,nyctophilus gouldi,
2013,2,nyctophilus gouldi,
2014,2,nyctophilus gouldi,
2015,1,nyctophilus gouldi,
2016,1,nyctophilus gouldi,
2017,1,nyctophilus gouldi,
2018,2,nyctophilus gouldi,
2014,1,ochotona alpina,
2015,2,ochotona alpina,
2018,1,ochotona alpina,
2020,1,ochotona alpina,
1997,1,ochotona curzoniae,
1998,2,ochotona curzoniae,
1999,1,ochotona curzoniae,
2000,1,ochotona curzoniae,
2001,1,ochotona curzoniae,
2003,1,ochotona curzoniae,
2004,2,ochotona curzoniae,
2005,3,ochotona curzoniae,
2006,4,ochotona curzoniae,
2007,1,ochotona curzoniae,
2008,4,ochotona curzoniae,
2009,5,ochotona curzoniae,
2010,3,ochotona curzoniae,
2011,3,ochotona curzoniae,
2012,3,ochotona curzoniae,
2013,6,ochotona curzoniae,
2014,9,ochotona curzoniae,
2015,8,ochotona curzoniae,
2016,11,ochotona curzoniae,
2017,6,ochotona curzoniae,
2018,9,ochotona curzoniae,
2019,6,ochotona curzoniae,
2020,11,ochotona curzoniae,
2010,1,ochotona thibetana,
2016,1,ochotona thibetana,
1970,1,odobenus rosmarus,
1976,1,odobenus rosmarus,
1981,1,odobenus rosmarus,
1982,2,odobenus rosmarus,
1983,3,odobenus rosmarus,
1984,1,odobenus rosmarus,
1986,1,odobenus rosmarus,
1987,1,odobenus rosmarus,
1988,1,odobenus rosmarus,
1989,1,odobenus rosmarus,
1994,3,odobenus rosmarus,
1995,1,odobenus rosmarus,
1997,2,odobenus rosmarus,
1998,2,odobenus rosmarus,
2000,3,odobenus rosmarus,
2001,1,odobenus rosmarus,
2002,5,odobenus rosmarus,
2003,3,odobenus rosmarus,
2004,1,odobenus rosmarus,
2006,1,odobenus rosmarus,
2007,2,odobenus rosmarus,
2008,3,odobenus rosmarus,
2009,4,odobenus rosmarus,
2010,3,odobenus rosmarus,
2011,2,odobenus rosmarus,
2012,2,odobenus rosmarus,
2013,1,odobenus rosmarus,
2014,8,odobenus rosmarus,
2015,4,odobenus rosmarus,
2016,9,odobenus rosmarus,
2017,8,odobenus rosmarus,
2018,11,odobenus rosmarus,
2019,5,odobenus rosmarus,
2020,9,odobenus rosmarus,
2021,1,odobenus rosmarus,
1942,1,odocoileus hemionus,
1946,1,odocoileus hemionus,
1956,1,odocoileus hemionus,
1967,2,odocoileus hemionus,
1968,1,odocoileus hemionus,
1969,1,odocoileus hemionus,
1970,2,odocoileus hemionus,
1971,1,odocoileus hemionus,
1972,2,odocoileus hemionus,
1975,8,odocoileus hemionus,
1976,9,odocoileus hemionus,
1977,9,odocoileus hemionus,
1978,6,odocoileus hemionus,
1979,4,odocoileus hemionus,
1980,6,odocoileus hemionus,
1981,3,odocoileus hemionus,
1982,3,odocoileus hemionus,
1983,5,odocoileus hemionus,
1984,8,odocoileus hemionus,
1985,12,odocoileus hemionus,
1986,4,odocoileus hemionus,
1987,7,odocoileus hemionus,
1988,3,odocoileus hemionus,
1989,5,odocoileus hemionus,
1990,5,odocoileus hemionus,
1991,7,odocoileus hemionus,
1992,4,odocoileus hemionus,
1993,5,odocoileus hemionus,
1994,7,odocoileus hemionus,
1995,6,odocoileus hemionus,
1996,7,odocoileus hemionus,
1997,6,odocoileus hemionus,
1998,4,odocoileus hemionus,
1999,11,odocoileus hemionus,
2000,5,odocoileus hemionus,
2001,4,odocoileus hemionus,
2002,13,odocoileus hemionus,
2003,7,odocoileus hemionus,
2004,13,odocoileus hemionus,
2005,10,odocoileus hemionus,
2006,16,odocoileus hemionus,
2007,12,odocoileus hemionus,
2008,8,odocoileus hemionus,
2009,13,odocoileus hemionus,
2010,16,odocoileus hemionus,
2011,11,odocoileus hemionus,
2012,9,odocoileus hemionus,
2013,12,odocoileus hemionus,
2014,13,odocoileus hemionus,
2015,10,odocoileus hemionus,
2016,13,odocoileus hemionus,
2017,9,odocoileus hemionus,
2018,21,odocoileus hemionus,
2019,11,odocoileus hemionus,
2020,10,odocoileus hemionus,
2021,1,odocoileus hemionus,
NA,NA,odocoileus virginianus,Lookup error
2016,2,oecomys auyantepui,
2001,1,oecomys bicolor,
2003,1,oecomys bicolor,
2016,1,oecomys bicolor,
2001,1,oecomys paricola,
2012,1,oecomys paricola,
2020,2,oecomys paricola,
2015,1,oecomys roberti,
2016,1,oecomys rutilus,
NA,NA,okapia johnstoni,Lookup error
2002,2,oligoryzomys chacoensis,
2005,1,oligoryzomys chacoensis,
2006,1,oligoryzomys chacoensis,
2014,1,oligoryzomys chacoensis,
1990,1,oligoryzomys flavescens,
1991,1,oligoryzomys flavescens,
1997,1,oligoryzomys flavescens,
1999,2,oligoryzomys flavescens,
2002,2,oligoryzomys flavescens,
2003,5,oligoryzomys flavescens,
2004,2,oligoryzomys flavescens,
2006,1,oligoryzomys flavescens,
2007,3,oligoryzomys flavescens,
2008,1,oligoryzomys flavescens,
2010,2,oligoryzomys flavescens,
2011,2,oligoryzomys flavescens,
2013,1,oligoryzomys flavescens,
2014,1,oligoryzomys flavescens,
2015,3,oligoryzomys flavescens,
2016,1,oligoryzomys flavescens,
2017,1,oligoryzomys flavescens,
2018,6,oligoryzomys flavescens,
2019,3,oligoryzomys flavescens,
2020,2,oligoryzomys flavescens,
2005,2,oligoryzomys fornesi,
2007,2,oligoryzomys fornesi,
2010,1,oligoryzomys fornesi,
2011,1,oligoryzomys fornesi,
2014,1,oligoryzomys fornesi,
2015,1,oligoryzomys fornesi,
1981,1,oligoryzomys fulvescens,
1990,1,oligoryzomys fulvescens,
2000,1,oligoryzomys fulvescens,
2001,1,oligoryzomys fulvescens,
2004,4,oligoryzomys fulvescens,
2005,1,oligoryzomys fulvescens,
2009,3,oligoryzomys fulvescens,
2010,1,oligoryzomys fulvescens,
2011,1,oligoryzomys fulvescens,
2013,1,oligoryzomys fulvescens,
2014,2,oligoryzomys fulvescens,
2016,1,oligoryzomys fulvescens,
2017,1,oligoryzomys fulvescens,
1998,1,oligoryzomys longicaudatus,
1999,1,oligoryzomys longicaudatus,
2000,1,oligoryzomys longicaudatus,
2001,1,oligoryzomys longicaudatus,
2002,1,oligoryzomys longicaudatus,
2004,2,oligoryzomys longicaudatus,
2005,1,oligoryzomys longicaudatus,
2008,2,oligoryzomys longicaudatus,
2009,3,oligoryzomys longicaudatus,
2010,3,oligoryzomys longicaudatus,
2011,3,oligoryzomys longicaudatus,
2012,3,oligoryzomys longicaudatus,
2013,4,oligoryzomys longicaudatus,
2014,4,oligoryzomys longicaudatus,
2015,1,oligoryzomys longicaudatus,
2016,1,oligoryzomys longicaudatus,
2017,2,oligoryzomys longicaudatus,
2018,1,oligoryzomys longicaudatus,
2019,3,oligoryzomys longicaudatus,
2020,4,oligoryzomys longicaudatus,
2017,1,oligoryzomys mattogrossae,
2019,1,oligoryzomys mattogrossae,
1996,1,oligoryzomys microtis,
1997,1,oligoryzomys microtis,
1999,2,oligoryzomys microtis,
2005,2,oligoryzomys microtis,
2010,1,oligoryzomys microtis,
2012,2,oligoryzomys microtis,
2014,1,oligoryzomys microtis,
2015,1,oligoryzomys microtis,
2018,3,oligoryzomys microtis,
2001,1,oligoryzomys nigripes,
2002,1,oligoryzomys nigripes,
2003,1,oligoryzomys nigripes,
2004,1,oligoryzomys nigripes,
2005,2,oligoryzomys nigripes,
2006,1,oligoryzomys nigripes,
2007,5,oligoryzomys nigripes,
2008,2,oligoryzomys nigripes,
2009,5,oligoryzomys nigripes,
2010,2,oligoryzomys nigripes,
2011,3,oligoryzomys nigripes,
2012,5,oligoryzomys nigripes,
2013,5,oligoryzomys nigripes,
2014,5,oligoryzomys nigripes,
2015,7,oligoryzomys nigripes,
2016,1,oligoryzomys nigripes,
2017,7,oligoryzomys nigripes,
2018,8,oligoryzomys nigripes,
2019,3,oligoryzomys nigripes,
2020,4,oligoryzomys nigripes,
2011,1,oligoryzomys utiaritensis,
2015,1,oligoryzomys utiaritensis,
2001,1,oligoryzomys vegetus,
2005,1,oligoryzomys vegetus,
2009,2,oligoryzomys vegetus,
2017,1,oligoryzomys vegetus,
2019,1,oligoryzomys vegetus,
1948,2,ondatra zibethicus,
1953,1,ondatra zibethicus,
1954,1,ondatra zibethicus,
1957,1,ondatra zibethicus,
1962,1,ondatra zibethicus,
1963,1,ondatra zibethicus,
1964,1,ondatra zibethicus,
1966,1,ondatra zibethicus,
1967,2,ondatra zibethicus,
1968,1,ondatra zibethicus,
1969,3,ondatra zibethicus,
1970,1,ondatra zibethicus,
1971,2,ondatra zibethicus,
1972,1,ondatra zibethicus,
1975,1,ondatra zibethicus,
1976,3,ondatra zibethicus,
1977,3,ondatra zibethicus,
1978,3,ondatra zibethicus,
1979,5,ondatra zibethicus,
1981,2,ondatra zibethicus,
1982,5,ondatra zibethicus,
1983,2,ondatra zibethicus,
1984,3,ondatra zibethicus,
1985,2,ondatra zibethicus,
1986,2,ondatra zibethicus,
1987,7,ondatra zibethicus,
1988,3,ondatra zibethicus,
1989,3,ondatra zibethicus,
1990,3,ondatra zibethicus,
1991,2,ondatra zibethicus,
1992,3,ondatra zibethicus,
1993,3,ondatra zibethicus,
1994,3,ondatra zibethicus,
1995,7,ondatra zibethicus,
1996,6,ondatra zibethicus,
1997,8,ondatra zibethicus,
1998,4,ondatra zibethicus,
1999,3,ondatra zibethicus,
2000,1,ondatra zibethicus,
2001,4,ondatra zibethicus,
2002,1,ondatra zibethicus,
2003,1,ondatra zibethicus,
2004,1,ondatra zibethicus,
2006,3,ondatra zibethicus,
2008,4,ondatra zibethicus,
2009,2,ondatra zibethicus,
2010,6,ondatra zibethicus,
2011,5,ondatra zibethicus,
2012,3,ondatra zibethicus,
2013,4,ondatra zibethicus,
2014,3,ondatra zibethicus,
2015,7,ondatra zibethicus,
2016,3,ondatra zibethicus,
2017,9,ondatra zibethicus,
2018,5,ondatra zibethicus,
2019,9,ondatra zibethicus,
2020,8,ondatra zibethicus,
2021,2,ondatra zibethicus,
2007,1,onychogalea unguifera,
1947,1,onychomys leucogaster,
1965,1,onychomys leucogaster,
1968,2,onychomys leucogaster,
1973,1,onychomys leucogaster,
1974,1,onychomys leucogaster,
1976,1,onychomys leucogaster,
1980,1,onychomys leucogaster,
1981,1,onychomys leucogaster,
1983,3,onychomys leucogaster,
1984,2,onychomys leucogaster,
1985,3,onychomys leucogaster,
1988,2,onychomys leucogaster,
1989,2,onychomys leucogaster,
1991,2,onychomys leucogaster,
1992,2,onychomys leucogaster,
1993,1,onychomys leucogaster,
1994,1,onychomys leucogaster,
1998,1,onychomys leucogaster,
1999,2,onychomys leucogaster,
2000,1,onychomys leucogaster,
2003,1,onychomys leucogaster,
2006,2,onychomys leucogaster,
2007,1,onychomys leucogaster,
2008,4,onychomys leucogaster,
2009,4,onychomys leucogaster,
2010,4,onychomys leucogaster,
2014,2,onychomys leucogaster,
2016,2,onychomys leucogaster,
2017,1,onychomys leucogaster,
2018,1,onychomys leucogaster,
2019,3,onychomys leucogaster,
2020,1,onychomys leucogaster,
1968,1,onychomys torridus,
1972,1,onychomys torridus,
1975,2,onychomys torridus,
1976,1,onychomys torridus,
1977,3,onychomys torridus,
1985,1,onychomys torridus,
1991,1,onychomys torridus,
1999,1,onychomys torridus,
2003,1,onychomys torridus,
2008,1,onychomys torridus,
2016,1,onychomys torridus,
2018,1,onychomys torridus,
2019,1,onychomys torridus,
2020,1,onychomys torridus,
1968,1,orcinus orca,
1971,1,orcinus orca,
1972,1,orcinus orca,
1974,1,orcinus orca,
1977,1,orcinus orca,
1979,1,orcinus orca,
1981,1,orcinus orca,
1983,1,orcinus orca,
1985,1,orcinus orca,
1987,1,orcinus orca,
1989,2,orcinus orca,
1990,1,orcinus orca,
1992,2,orcinus orca,
1993,1,orcinus orca,
1994,1,orcinus orca,
1996,1,orcinus orca,
1997,1,orcinus orca,
1998,5,orcinus orca,
1999,4,orcinus orca,
2000,4,orcinus orca,
2001,3,orcinus orca,
2002,8,orcinus orca,
2003,3,orcinus orca,
2004,9,orcinus orca,
2005,3,orcinus orca,
2006,13,orcinus orca,
2007,9,orcinus orca,
2008,8,orcinus orca,
2009,11,orcinus orca,
2010,10,orcinus orca,
2011,14,orcinus orca,
2012,15,orcinus orca,
2013,12,orcinus orca,
2014,11,orcinus orca,
2015,12,orcinus orca,
2016,19,orcinus orca,
2017,17,orcinus orca,
2018,16,orcinus orca,
2019,27,orcinus orca,
2020,16,orcinus orca,
1964,1,oreamnos americanus,
1965,1,oreamnos americanus,
1968,1,oreamnos americanus,
1969,1,oreamnos americanus,
1974,1,oreamnos americanus,
1975,1,oreamnos americanus,
1977,2,oreamnos americanus,
1979,1,oreamnos americanus,
1980,2,oreamnos americanus,
1981,1,oreamnos americanus,
1983,1,oreamnos americanus,
1985,1,oreamnos americanus,
1986,1,oreamnos americanus,
1989,1,oreamnos americanus,
1991,1,oreamnos americanus,
1995,1,oreamnos americanus,
1996,1,oreamnos americanus,
1998,2,oreamnos americanus,
2001,1,oreamnos americanus,
2002,1,oreamnos americanus,
2003,1,oreamnos americanus,
2005,1,oreamnos americanus,
2007,2,oreamnos americanus,
2008,2,oreamnos americanus,
2009,5,oreamnos americanus,
2010,3,oreamnos americanus,
2011,2,oreamnos americanus,
2012,4,oreamnos americanus,
2013,1,oreamnos americanus,
2015,3,oreamnos americanus,
2016,4,oreamnos americanus,
2017,3,oreamnos americanus,
2018,5,oreamnos americanus,
2019,7,oreamnos americanus,
2020,3,oreamnos americanus,
1974,1,oreotragus oreotragus,
1975,1,oreotragus oreotragus,
1981,2,oreotragus oreotragus,
1996,1,oreotragus oreotragus,
1999,3,oreotragus oreotragus,
2005,1,oreotragus oreotragus,
2012,1,oreotragus oreotragus,
2020,0,orientallactaga sibirica,No publications
1943,1,oryctolagus cuniculus,
1952,1,oryctolagus cuniculus,
1953,3,oryctolagus cuniculus,
1954,1,oryctolagus cuniculus,
1955,1,oryctolagus cuniculus,
1957,1,oryctolagus cuniculus,
1959,1,oryctolagus cuniculus,
1960,1,oryctolagus cuniculus,
1961,1,oryctolagus cuniculus,
1962,2,oryctolagus cuniculus,
1963,2,oryctolagus cuniculus,
1964,3,oryctolagus cuniculus,
1965,3,oryctolagus cuniculus,
1966,3,oryctolagus cuniculus,
1967,2,oryctolagus cuniculus,
