"Host_Harmonised","Host_Original","HostClass","HostOrder","HostFamily","Pathogen_Harmonised","Pathogen_Original","PathogenType","Database","Year","YearType","DetectionMethod_Original","DetectionMethod_Harmonised","DetectionQuality_Original","DetectionQuality_Harmonised","HostSynonyms"
"hydromys chrysogaster","hydromys chrysogaster","Mammalia","Rodentia","Muridae","encephalomyocarditis","encephalomyocarditis","virus","HP3",1978,"Author","Isolation","DirectIsolationOrObservation",2,2,"hydromys beccarii, hydromys esox, hydromys fuliginosus, hydromys fulvogaster, hydromys fulvolavatus, hydromys fulvoventer, hydromys grootensis, hydromys lawnensis, hydromys leucogaster, hydromys longmani, hydromys melicertes, hydromys moae, hydromys nauticus, hydromys oriens, hydromys chrysogaster reginae, hydromys chrysogaster caurinus, hydromys esox illuteus"
"hydromys chrysogaster","hydromys chrysogaster","Mammalia","Rodentia","Muridae","ross river","ross river","virus","Shaw",2001,"PubMed","Antibodies",NA,NA,NA,"hydromys beccarii, hydromys esox, hydromys fuliginosus, hydromys fulvogaster, hydromys fulvolavatus, hydromys fulvoventer, hydromys grootensis, hydromys lawnensis, hydromys leucogaster, hydromys longmani, hydromys melicertes, hydromys moae, hydromys nauticus, hydromys oriens, hydromys chrysogaster reginae, hydromys chrysogaster caurinus, hydromys esox illuteus"
"hydromys chrysogaster","hydromys chrysogaster","Mammalia","Rodentia","Muridae","sindbis","sindbis","virus","HP3",1978,"Author","Antibodies","Serology",0,1,"hydromys beccarii, hydromys esox, hydromys fuliginosus, hydromys fulvogaster, hydromys fulvolavatus, hydromys fulvoventer, hydromys grootensis, hydromys lawnensis, hydromys leucogaster, hydromys longmani, hydromys melicertes, hydromys moae, hydromys nauticus, hydromys oriens, hydromys chrysogaster reginae, hydromys chrysogaster caurinus, hydromys esox illuteus"
"hylaeamys laticeps","hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","bimiti","bimiti","virus","HP3",1988,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys laticeps, oryzomys seuanezi"
"hylaeamys laticeps","hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","bimiti","bimiti orthobunyavirus","virus","Shaw",1968,"PubMed","Isolation",NA,NA,NA,"oryzomys laticeps, oryzomys seuanezi"
"hylaeamys laticeps","hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","caraparu","caraparu","virus","HP3",1988,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys laticeps, oryzomys seuanezi"
"hylaeamys laticeps","hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","caraparu","caraparu orthobunyavirus","virus","Shaw",1968,"PubMed","Isolation",NA,NA,NA,"oryzomys laticeps, oryzomys seuanezi"
"hylaeamys laticeps","hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","catu","catu","virus","HP3",1988,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys laticeps, oryzomys seuanezi"
"hylaeamys laticeps","hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","catu","catu orthobunyavirus","virus","Shaw",1968,"PubMed","Isolation",NA,NA,NA,"oryzomys laticeps, oryzomys seuanezi"
"hylaeamys laticeps","hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","guama","guama","virus","HP3",1988,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys laticeps, oryzomys seuanezi"
"hylaeamys laticeps","hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","guama","guama orthobunyavirus","virus","Shaw",1968,"PubMed","Isolation",NA,NA,NA,"oryzomys laticeps, oryzomys seuanezi"
"hylaeamys laticeps","hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","mucambo","mucambo","virus","Shaw",NA,NA,"Isolation",NA,NA,NA,"oryzomys laticeps, oryzomys seuanezi"
"hylaeamys laticeps","hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","venezuelan equine encephalitis","venezuelan equine encephalitis","virus","HP3",1963,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys laticeps, oryzomys seuanezi"
"hylaeamys laticeps","hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","venezuelan equine encephalitis","venezuelan equine encephalitis","virus","Shaw",1968,"PubMed","Isolation",NA,NA,NA,"oryzomys laticeps, oryzomys seuanezi"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","amapari","amapari","virus","HP3",1977,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","caraparu","caraparu","virus","HP3",1988,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","catu","catu","virus","HP3",1988,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","changuinola","changuinola","virus","EID2",2018,"Nucleotide","CargoCarrier","Cargocarrier",0,0,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","changuinola","changuinola","virus","EID2",2013,"Nucleotide","CargoCarrier","Cargocarrier",0,0,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","changuinola","changuinola","virus","HP3",2013,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","changuinola","changuinola","virus","Shaw",2013,"PubMed","Isolation",NA,NA,NA,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","cupixi","cupixi","virus","HP3",2002,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","cupixi","cupixi mammarenavirus","virus","Shaw",1998,"Author","Isolation",NA,NA,NA,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","dengue","dengue","virus","Shaw",2008,"PubMed","PCR",NA,NA,NA,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","flexal","flexal","virus","HP3",2007,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","guama","guama","virus","HP3",1988,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","marituba","marituba","virus","HP3",1988,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","marituba","marituba orthobunyavirus","virus","Shaw",1989,NA,"Isolation",NA,NA,NA,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","mucambo","mucambo","virus","Shaw",NA,NA,"Isolation",NA,NA,NA,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","oriboca","oriboca","virus","HP3",1988,"Author","Isolation","DirectIsolationOrObservation",2,2,"oryzomys capito, oryzomys megacephalus"
"hylaeamys megacephalus","hylaeamys megacephalus","Mammalia","Rodentia","Cricetidae","piry","piry vesiculovirus","virus","Shaw",NA,NA,"Antibodies",NA,NA,NA,"oryzomys capito, oryzomys megacephalus"
"hylomyscus alleni","hylomyscus alleni","Mammalia","Rodentia","Muridae","sangassou","sangassou hantavirus","virus","Shaw",2012,"PubMed","Isolation",NA,NA,NA,"hylomyscus alleni canus, hylomyscus alleni simus"
"hystrix africaeaustralis","hystrix africaeaustralis","Mammalia","Rodentia","Hystricidae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever","virus","HP3",1987,"Author","Antibodies","Serology",0,1,""
"hystrix africaeaustralis","hystrix africaeaustralis","Mammalia","Rodentia","Hystricidae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever nairovirus","virus","Shaw",1987,"PubMed","Antibodies",NA,NA,NA,""
"ictidomys tridecemlineatus","spermophilus tridecemlineatus","Mammalia","Rodentia","Sciuridae","eastern equine encephalitis","eastern equine encephalitis","virus","HP3",1960,"Author","Antibodies","Serology",0,1,"spermophilus tridecemlineatus"
"ictidomys tridecemlineatus","ictidomys tridecemlineatus","Mammalia","Rodentia","Sciuridae","eastern equine encephalitis","eastern equine encephalitis","virus","Shaw",1960,"PubMed","Antibodies",NA,NA,NA,"spermophilus tridecemlineatus"
"ictidomys tridecemlineatus","spermophilus tridecemlineatus","Mammalia","Rodentia","Sciuridae","rabies","rabies","virus","HP3",1997,"Author","Antibodies","Serology",0,1,"spermophilus tridecemlineatus"
"ictidomys tridecemlineatus","ictidomys tridecemlineatus","Mammalia","Rodentia","Sciuridae","rabies","rabies lyssavirus","virus","Shaw",1997,"PubMed","Antibodies",NA,NA,NA,"spermophilus tridecemlineatus"
"ictidomys tridecemlineatus","ictidomys tridecemlineatus","Mammalia","Rodentia","Sciuridae","western equine encephalitis","western equine encephalitis","virus","Shaw",1969,"PubMed","Isolation",NA,NA,NA,"spermophilus tridecemlineatus"
"lagurus lagurus","lagurus lagurus","Mammalia","Rodentia","Cricetidae","tula","tula","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,"lagurus migratorius, lagurus lagurus abacanicus, lagurus lagurus altorum, lagurus lagurus occidentalis"
"lagurus lagurus","lagurus lagurus","Mammalia","Rodentia","Cricetidae","tula","tula hantavirus","virus","Shaw",2009,"PubMed","PCR",NA,NA,NA,"lagurus migratorius, lagurus lagurus abacanicus, lagurus lagurus altorum, lagurus lagurus occidentalis"
"lasiopodomys gregalis","lasiopodomys gregalis","Mammalia","Rodentia","Cricetidae","california encephalitis","california encephalitis orthobunyavirus","virus","Shaw",1993,"PubMed","Antibodies",NA,NA,NA,""
"lasiopodomys gregalis","lasiopodomys gregalis","Mammalia","Rodentia","Cricetidae","omsk","omsk hemorrhagic fever","virus","Shaw",NA,NA,"Isolation",NA,NA,NA,""
"lasiopodomys gregalis","lasiopodomys gregalis","Mammalia","Rodentia","Cricetidae","tick-borne encephalitis","tick-borne encephalitis","virus","Shaw",NA,NA,"Isolation",NA,NA,NA,""
"lasiopodomys gregalis","lasiopodomys gregalis","Mammalia","Rodentia","Cricetidae","tula","tula hantavirus","virus","Shaw",2009,"PubMed","PCR",NA,NA,NA,""
"lemmus lemmus","lemmus lemmus","Mammalia","Rodentia","Cricetidae","ljungan","ljungan","virus","HP3",2012,"Author","PCR","PCR",2,2,"lemmus borealis, cuniculus iterator, lemmus norvegicus"
"lemmus lemmus","lemmus lemmus","Mammalia","Rodentia","Cricetidae","ljungan","parechovirus b","virus","Shaw",2006,"PubMed","Pathology",NA,NA,NA,"lemmus borealis, cuniculus iterator, lemmus norvegicus"
"lemmus sibiricus","lemmus sibiricus","Mammalia","Rodentia","Cricetidae","topografov","topografov","virus","HP3",1999,"Author","PCR","PCR",2,2,"myodes kittlitzi, hypudaeus migratorius, lemmus novosibiricus, lemmus obensis, lemmus paulus, lemmus obensis bungei, myodes lemmus minor"
"lemmus sibiricus","lemmus sibiricus","Mammalia","Rodentia","Cricetidae","topografov","topografov hantavirus","virus","Shaw",1996,"PubMed","Isolation",NA,NA,NA,"myodes kittlitzi, hypudaeus migratorius, lemmus novosibiricus, lemmus obensis, lemmus paulus, lemmus obensis bungei, myodes lemmus minor"
"lemniscomys rosalia","lemniscomys rosalia","Mammalia","Rodentia","Muridae","ippy","ippy","virus","HP3",2010,"Author","PCR","PCR",2,2,"mus dorsalis, arvicanthis dorsalis calidior, arvicanthis dorsalis maculosus, lemniscomys dorsalis mearnsi, lemniscomys griselda sabiensis, lemniscomys griselda sabulata, lemniscomys griselda spinalis, lemniscomys griselda zuluensis"
"lemniscomys rosalia","lemniscomys rosalia","Mammalia","Rodentia","Muridae","ippy","ippy mammarenavirus","virus","Shaw",2010,"PubMed","Isolation",NA,NA,NA,"mus dorsalis, arvicanthis dorsalis calidior, arvicanthis dorsalis maculosus, lemniscomys dorsalis mearnsi, lemniscomys griselda sabiensis, lemniscomys griselda sabulata, lemniscomys griselda spinalis, lemniscomys griselda zuluensis"
"lemniscomys striatus","lemniscomys striatus","Mammalia","Rodentia","Muridae","bunyamwera","bunyamwera","virus","HP3",1972,"Author","Antibodies","Serology",0,1,"arvicanthis fasciatus, mus massaicus, golunda pulchella, arvicanthis pulcher, arvicanthis pulchellus ardens, arvicanthis pulchellus micropus, lemniscomys pulchellus spermophilus, arvicanthis striatus venustus"
"lemniscomys striatus","lemniscomys striatus","Mammalia","Rodentia","Muridae","ippy","ippy","virus","HP3",2007,"Author","Isolation","DirectIsolationOrObservation",2,2,"arvicanthis fasciatus, mus massaicus, golunda pulchella, arvicanthis pulcher, arvicanthis pulchellus ardens, arvicanthis pulchellus micropus, lemniscomys pulchellus spermophilus, arvicanthis striatus venustus"
"lemniscomys striatus","lemniscomys striatus","Mammalia","Rodentia","Muridae","koutango","koutango","virus","HP3",2001,"Author","Isolation","DirectIsolationOrObservation",2,2,"arvicanthis fasciatus, mus massaicus, golunda pulchella, arvicanthis pulcher, arvicanthis pulchellus ardens, arvicanthis pulchellus micropus, lemniscomys pulchellus spermophilus, arvicanthis striatus venustus"
"lemniscomys striatus","lemniscomys striatus","Mammalia","Rodentia","Muridae","sandfly fever naples","sandfly fever naples","virus","EID2",2014,"Nucleotide","CargoCarrier","Cargocarrier",0,0,"arvicanthis fasciatus, mus massaicus, golunda pulchella, arvicanthis pulcher, arvicanthis pulchellus ardens, arvicanthis pulchellus micropus, lemniscomys pulchellus spermophilus, arvicanthis striatus venustus"
"lemniscomys striatus","lemniscomys striatus","Mammalia","Rodentia","Muridae","witwatersrand","witwatersrand","virus","HP3",1972,"Author","Antibodies","Serology",0,1,"arvicanthis fasciatus, mus massaicus, golunda pulchella, arvicanthis pulcher, arvicanthis pulchellus ardens, arvicanthis pulchellus micropus, lemniscomys pulchellus spermophilus, arvicanthis striatus venustus"
"liomys adspersus","liomys adspersus","Mammalia","Rodentia","Heteromyidae","vesicular stomatitis indiana","vesicular stomatitis indiana","virus","HP3",1969,"Author","plaque reduction neutralization","VirusNeutralisationAssay",1,1,""
"liomys salvini","liomys salvini","Mammalia","Rodentia","Heteromyidae","venezuelan equine encephalitis","venezuelan equine encephalitis","virus","Shaw",1986,"PubMed","Antibodies",NA,NA,NA,""
"lophuromys flavopunctatus","lophuromys flavopunctatus","Mammalia","Rodentia","Muridae","bunyamwera","bunyamwera","virus","HP3",1972,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"lophuromys flavopunctatus","lophuromys flavopunctatus","Mammalia","Rodentia","Muridae","bunyamwera","bunyamwera orthobunyavirus","virus","Shaw",1972,"PubMed","Isolation",NA,NA,NA,""
"lophuromys flavopunctatus","lophuromys flavopunctatus","Mammalia","Rodentia","Muridae","witwatersrand","witwatersrand","virus","HP3",1972,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"lophuromys sikapusi","lophuromys sikapusi","Mammalia","Rodentia","Muridae","bunyamwera","bunyamwera","virus","HP3",1972,"Author","Isolation","DirectIsolationOrObservation",2,2,"lasiomys afer"
"lophuromys sikapusi","lophuromys sikapusi","Mammalia","Rodentia","Muridae","bunyamwera","bunyamwera orthobunyavirus","virus","Shaw",1972,"PubMed","Isolation",NA,NA,NA,"lasiomys afer"
"lophuromys sikapusi","lophuromys sikapusi","Mammalia","Rodentia","Muridae","mokola","mokola","virus","HP3",1984,"Author","Isolation","DirectIsolationOrObservation",2,2,"lasiomys afer"
"lophuromys sikapusi","lophuromys sikapusi","Mammalia","Rodentia","Muridae","mokola","mokola lyssavirus","virus","Shaw",1984,NA,"Isolation",NA,NA,NA,"lasiomys afer"
"lophuromys sikapusi","lophuromys sikapusi","Mammalia","Rodentia","Muridae","west nile","west nile","virus","Shaw",2012,"PubMed","Antibodies",NA,NA,NA,"lasiomys afer"
"lophuromys sikapusi","lophuromys sikapusi","Mammalia","Rodentia","Muridae","witwatersrand","witwatersrand","virus","HP3",1972,"Author","Antibodies","Serology",0,1,"lasiomys afer"
"loxodontomys micropus","auliscomys micropus","Mammalia","Rodentia","Cricetidae","andes","andes","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,"auliscomys micropus, euneomys micropus alsus, phyllotis micropus fumipes"
"loxodontomys micropus","loxodontomys micropus","Mammalia","Rodentia","Cricetidae","andes","andes","virus","HP3",2009,"Author","PCR","PCR",2,2,"auliscomys micropus, euneomys micropus alsus, phyllotis micropus fumipes"
"loxodontomys micropus","auliscomys micropus","Mammalia","Rodentia","Cricetidae","andes","andes hantavirus","virus","Shaw",2001,"PubMed","PCR",NA,NA,NA,"auliscomys micropus, euneomys micropus alsus, phyllotis micropus fumipes"
"madromys blanfordi","madromys blanfordi","Mammalia","Rodentia","Muridae","kyasanur forest disease","kyasanur forest disease","virus","HP3",2001,"Author","Isolation","DirectIsolationOrObservation",2,2,"cremnomys blanfordi"
"madromys blanfordi","cremnomys blanfordi","Mammalia","Rodentia","Muridae","kyasanur forest disease","kyasanur forest disease","virus","Shaw",NA,NA,"Isolation",NA,NA,NA,"cremnomys blanfordi"
"marmota caudata","marmota caudata","Mammalia","Rodentia","Sciuridae","canine distemper","canine distemper","virus","Shaw",2013,"PubMed","Isolation",NA,NA,NA,""
"marmota flaviventris","marmota flaviventris","Mammalia","Rodentia","Sciuridae","colorado tick fever","colorado tick fever","virus","HP3",1958,"Author","Antibodies","Serology",0,1,""
"marmota flaviventris","marmota flaviventris","Mammalia","Rodentia","Sciuridae","colorado tick fever","colorado tick fever","virus","Shaw",1994,NA,"na",NA,NA,NA,""
"marmota flaviventris","marmota flaviventris","Mammalia","Rodentia","Sciuridae","powassan","powassan","virus","HP3",1970,"Author","Antibodies","Serology",0,1,""
"marmota flaviventris","marmota flaviventris","Mammalia","Rodentia","Sciuridae","powassan","powassan","virus","Shaw",NA,NA,"Antibodies",NA,NA,NA,""
"marmota flaviventris","marmota flaviventris","Mammalia","Rodentia","Sciuridae","st. louis encephalitis","st. louis encephalitis","virus","HP3",1968,"Author","Antibodies","Serology",0,1,""
"marmota flaviventris","marmota flaviventris","Mammalia","Rodentia","Sciuridae","st. louis encephalitis","st. louis encephalitis","virus","Shaw",NA,NA,"Antibodies",NA,NA,NA,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","california encephalitis","california encephalitis orthobunyavirus","virus","Shaw",1969,"PubMed","Antibodies",NA,NA,NA,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","eastern equine encephalitis","eastern equine encephalitis","virus","HP3",1960,"Author","Antibodies","Serology",0,1,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","eastern equine encephalitis","eastern equine encephalitis","virus","Shaw",1960,"PubMed","Antibodies",NA,NA,NA,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","marmodid herpesvirus 1","marmodid herpesvirus 1","virus","HP3",2003,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","monkeypox","monkeypox","virus","Shaw",2007,"PubMed","PCR",NA,NA,NA,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","powassan","powassan","virus","HP3",1967,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","powassan","powassan","virus","Shaw",2009,"PubMed","Isolation",NA,NA,NA,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","rabies","rabies","virus","EID2",2013,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","rabies","rabies","virus","EID2",2012,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","rabies","rabies","virus","HP3",2009,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","rabies","rabies lyssavirus","virus","Shaw",1986,"PubMed","Isolation",NA,NA,NA,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","west nile","west nile","virus","Shaw",2012,"PubMed","Antibodies",NA,NA,NA,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","woodchuck hepatitis","woodchuck hepatitis","virus","EID2",1995,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","woodchuck hepatitis","woodchuck hepatitis","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","woodchuck hepatitis","woodchuck hepatitis","virus","EID2",2006,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","woodchuck hepatitis","woodchuck hepatitis","virus","EID2",2010,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","woodchuck hepatitis","woodchuck hepatitis","virus","HP3",1978,"Author","EM, DNA (i.e. more than just PCR)","DirectDetection_GeneticOther",2,2,""
"marmota monax","marmota monax","Mammalia","Rodentia","Sciuridae","woodchuck hepatitis","woodchuck hepatitis","virus","Shaw",NA,NA,"Isolation",NA,NA,NA,""
"mastomys coucha","mastomys coucha","Mammalia","Rodentia","Muridae","bluetongue","bluetongue","virus","Shaw",NA,NA,"Isolation",NA,NA,NA,"mus breyeri, mus limpopoensis, mus marikquensis, mus silaceus, mus socialis, mastomys coucha bradfieldi"
"mastomys coucha","mastomys coucha","Mammalia","Rodentia","Muridae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever","virus","HP3",1987,"Author","Antibodies","Serology",0,1,"mus breyeri, mus limpopoensis, mus marikquensis, mus silaceus, mus socialis, mastomys coucha bradfieldi"
"mastomys coucha","mastomys coucha","Mammalia","Rodentia","Muridae","crimean-congo hemorrhagic fever","crimean-congo hemorrhagic fever nairovirus","virus","Shaw",1987,"PubMed","Antibodies",NA,NA,NA,"mus breyeri, mus limpopoensis, mus marikquensis, mus silaceus, mus socialis, mastomys coucha bradfieldi"
"mastomys coucha","mastomys coucha","Mammalia","Rodentia","Muridae","pipapillomavirus 2","pipapillomavirus 2","virus","Shaw",2013,"PubMed","Isolation",NA,NA,NA,"mus breyeri, mus limpopoensis, mus marikquensis, mus silaceus, mus socialis, mastomys coucha bradfieldi"
"mastomys erythroleucus","mastomys erythroleucus","Mammalia","Rodentia","Muridae","koutango","koutango","virus","HP3",2001,"Author","Isolation","DirectIsolationOrObservation",2,2,"mus calopus, epimys gambianus, mus peregrinus"
"mastomys erythroleucus","mastomys erythroleucus","Mammalia","Rodentia","Muridae","koutango","koutango","virus","Shaw",2001,"PubMed","Antibodies",NA,NA,NA,"mus calopus, epimys gambianus, mus peregrinus"
"mastomys erythroleucus","mastomys erythroleucus","Mammalia","Rodentia","Muridae","lassa","lassa","virus","HP3",2007,"Author","Isolation","DirectIsolationOrObservation",2,2,"mus calopus, epimys gambianus, mus peregrinus"
"mastomys erythroleucus","mastomys erythroleucus","Mammalia","Rodentia","Muridae","lassa","lassa mammarenavirus","virus","Shaw",2000,"PubMed","Isolation",NA,NA,NA,"mus calopus, epimys gambianus, mus peregrinus"
"mastomys erythroleucus","mastomys erythroleucus","Mammalia","Rodentia","Muridae","mobala","mobala","virus","HP3",2007,"Author","Isolation","DirectIsolationOrObservation",2,2,"mus calopus, epimys gambianus, mus peregrinus"
"mastomys erythroleucus","mastomys erythroleucus","Mammalia","Rodentia","Muridae","qalyub","qalyub","virus","HP3",1985,"Author","Isolation","DirectIsolationOrObservation",2,2,"mus calopus, epimys gambianus, mus peregrinus"
"mastomys erythroleucus","mastomys erythroleucus","Mammalia","Rodentia","Muridae","qalyub","qalyub nairovirus","virus","Shaw",1985,NA,"Isolation",NA,NA,NA,"mus calopus, epimys gambianus, mus peregrinus"
"mastomys erythroleucus","mastomys erythroleucus","Mammalia","Rodentia","Muridae","rift valley","rift valley fever","virus","HP3",2000,"Author","Antibodies","Serology",0,1,"mus calopus, epimys gambianus, mus peregrinus"
"mastomys erythroleucus","mastomys erythroleucus","Mammalia","Rodentia","Muridae","rift valley","rift valley fever phlebovirus","virus","Shaw",2000,"PubMed","Antibodies",NA,NA,NA,"mus calopus, epimys gambianus, mus peregrinus"
"mastomys huberti","mastomys huberti","Mammalia","Rodentia","Muridae","lassa","lassa","virus","HP3",2007,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"mastomys huberti","mastomys huberti","Mammalia","Rodentia","Muridae","lassa","lassa mammarenavirus","virus","Shaw",2000,"PubMed","Isolation",NA,NA,NA,""
"mastomys huberti","mastomys huberti","Mammalia","Rodentia","Muridae","mopeia","mopeia","virus","HP3",2007,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"mastomys huberti","mastomys huberti","Mammalia","Rodentia","Muridae","rift valley","rift valley fever","virus","HP3",2000,"Author","Antibodies","Serology",0,1,""
"mastomys huberti","mastomys huberti","Mammalia","Rodentia","Muridae","rift valley","rift valley fever phlebovirus","virus","Shaw",2000,"PubMed","Antibodies",NA,NA,NA,""
"mastomys natalensis","mastomys natalensis","Mammalia","Rodentia","Muridae","banzi","banzi","virus","HP3",1976,"Author","Isolation","DirectIsolationOrObservation",2,2,"mastomys hildebrandtii, myomys fumatus, mus caffer, mus fumatus, mus fusca, mus hildebrandtii, mus illovoensis, mystromys longicaudatus, mus microdon, mus muscardinus, epimys panya, mus tana, mus ugandae, epimys coucha durumae, epimys concha ismailiae, mastomys coucha komatiensis, epimys coucha neumanni, mastomys coucha ovamboensis, rattus coucha tinctus, mus coucha zuluensis"
"mastomys natalensis","mastomys natalensis","Mammalia","Rodentia","Muridae","banzi","banzi","virus","Shaw",1976,"PubMed","Isolation",NA,NA,NA,"mastomys hildebrandtii, myomys fumatus, mus caffer, mus fumatus, mus fusca, mus hildebrandtii, mus illovoensis, mystromys longicaudatus, mus microdon, mus muscardinus, epimys panya, mus tana, mus ugandae, epimys coucha durumae, epimys concha ismailiae, mastomys coucha komatiensis, epimys coucha neumanni, mastomys coucha ovamboensis, rattus coucha tinctus, mus coucha zuluensis"
"mastomys natalensis","mastomys natalensis","Mammalia","Rodentia","Muridae","bluetongue","bluetongue","virus","HP3",2001,"Author","Isolation","DirectIsolationOrObservation",2,2,"mastomys hildebrandtii, myomys fumatus, mus caffer, mus fumatus, mus fusca, mus hildebrandtii, mus illovoensis, mystromys longicaudatus, mus microdon, mus muscardinus, epimys panya, mus tana, mus ugandae, epimys coucha durumae, epimys concha ismailiae, mastomys coucha komatiensis, epimys coucha neumanni, mastomys coucha ovamboensis, rattus coucha tinctus, mus coucha zuluensis"
