"Host_Harmonised","Host_Original","HostClass","HostOrder","HostFamily","Pathogen_Harmonised","Pathogen_Original","PathogenType","Database","Year","YearType","DetectionMethod_Original","DetectionMethod_Harmonised","DetectionQuality_Original","DetectionQuality_Harmonised","HostSynonyms"
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","african horse sickness","african horse sickness","virus","HP3",1995,"Author","bcELISA","Serology",0,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","african horse sickness","african horse sickness","virus","Shaw",1995,"PubMed","Antibodies",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","alphacoronavirus 1","alphacoronavirus 1","virus","GMPD2",2003,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","alphacoronavirus 1","alphacoronavirus 1","virus","GMPD2",2003,"Author","PCR","PCR",2,2,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","alphacoronavirus 1","alphacoronavirus 1","virus","GMPD2",2004,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","alphacoronavirus 1","alphacoronavirus 1","virus","GMPD2",2010,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","alphacoronavirus 1","alphacoronavirus 1","virus","Shaw",1990,"PubMed","Isolation",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","bluetongue","bluetongue","virus","HP3",1994,"Author","Antibodies","Serology",0,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","bluetongue","bluetongue","virus","Shaw",2001,"Author","Antibodies",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","canine distemper","canine distemper","virus","GMPD2",2004,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","canine distemper","canine distemper","virus","GMPD2",2010,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","cardiovirus a","cardiovirus a","virus","Shaw",1989,NA,"Antibodies",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",2004,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",2010,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","Shaw",1993,"Author","Isolation",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","cowpox","cowpox","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","cowpox","cowpox","virus","Shaw",1982,"PubMed","Isolation",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","felid herpesvirus 1","felid alphaherpesvirus 1","virus","GMPD2",2004,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","felid herpesvirus 1","felid alphaherpesvirus 1","virus","GMPD2",2010,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","felid herpesvirus 1","felid alphaherpesvirus 1","virus","Shaw",2004,"PubMed","Antibodies",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline astrovirus","feline astrovirus","virus","HP3",2009,"Author","PCR","PCR",2,2,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline astrovirus","mamastrovirus 2","virus","Shaw",2009,"PubMed","PCR",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline calicivirus","feline calicivirus","virus","EID2",2000,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline calicivirus","feline calicivirus","virus","EID2",1997,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline calicivirus","feline calicivirus","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline calicivirus","feline calicivirus","virus","EID2",1999,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline calicivirus","feline calicivirus","virus","EID2",2009,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline calicivirus","feline calicivirus","virus","GMPD2",2004,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline calicivirus","feline calicivirus","virus","GMPD2",2010,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline calicivirus","feline calicivirus","virus","HP3",2004,"Author","Antibodies","Serology",0,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline calicivirus","feline calicivirus","virus","Shaw",1975,"PubMed","Isolation",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline coronavirus","feline coronavirus","virus","HP3",1996,"Author","Antibodies","Serology",0,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline immunodeficiency","feline immunodeficiency","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline immunodeficiency","feline immunodeficiency","virus","GMPD2",1993,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline immunodeficiency","feline immunodeficiency","virus","GMPD2",1996,"Author","DirectBlood","DirectIsolationOrObservation",2,2,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline immunodeficiency","feline immunodeficiency","virus","Shaw",2005,"PubMed","PCR",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","feline leukemia","feline leukemia","virus","Shaw",1986,"PubMed","Antibodies",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","influenza a","influenza a","virus","EID2",2012,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","rabies","rabies lyssavirus","virus","GMPD2",2010,"Author","Serology","Serology",1,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","rabies","rabies","virus","HP3",2010,"Author","Antibodies","Serology",0,1,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","rabies","rabies lyssavirus","virus","Shaw",2008,"PubMed","Antibodies",NA,NA,NA,""
"acinonyx jubatus","acinonyx jubatus","Mammalia","Carnivora","Felidae","rift valley","rift valley fever phlebovirus","virus","Shaw",1996,"PubMed","Antibodies",NA,NA,NA,""
"ailuropoda melanoleuca","ailuropoda melanoleuca","Mammalia","Carnivora","Ursidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2003,"Nucleotide","CargoCarrier","Cargocarrier",0,0,"ursus melanoleucus"
"ailuropoda melanoleuca","ailuropoda melanoleuca","Mammalia","Carnivora","Ursidae","alphacoronavirus 1","alphacoronavirus 1","virus","Shaw",2009,"PubMed","Isolation",NA,NA,NA,"ursus melanoleucus"
"ailuropoda melanoleuca","ailuropoda melanoleuca","Mammalia","Carnivora","Ursidae","canine distemper","canine distemper","virus","EID2",1999,"Nucleotide","CargoCarrier","Cargocarrier",0,0,"ursus melanoleucus"
"ailuropoda melanoleuca","ailuropoda melanoleuca","Mammalia","Carnivora","Ursidae","canine distemper","canine distemper","virus","Shaw",1993,"Author","Isolation",NA,NA,NA,"ursus melanoleucus"
"ailuropoda melanoleuca","ailuropoda melanoleuca","Mammalia","Carnivora","Ursidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","Shaw",1994,"Author","PCR",NA,NA,NA,"ursus melanoleucus"
"ailuropoda melanoleuca","ailuropoda melanoleuca","Mammalia","Carnivora","Ursidae","rotavirus a","rotavirus a","virus","EID2",2013,"Nucleotide","CargoCarrier","Cargocarrier",0,0,"ursus melanoleucus"
"ailuropoda melanoleuca","ailuropoda melanoleuca","Mammalia","Carnivora","Ursidae","rotavirus a","rotavirus a","virus","Shaw",2013,"PubMed","Isolation",NA,NA,NA,"ursus melanoleucus"
"ailurus fulgens","ailurus fulgens","Mammalia","Carnivora","Ailuridae","canine distemper","canine distemper","virus","EID2",1999,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"ailurus fulgens","ailurus fulgens","Mammalia","Carnivora","Ailuridae","canine distemper","canine distemper","virus","Shaw",NA,NA,"PCR",NA,NA,NA,""
"ailurus fulgens","ailurus fulgens","Mammalia","Carnivora","Ailuridae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","Shaw",2006,"PubMed","Isolation",NA,NA,NA,""
"ailurus fulgens","ailurus fulgens","Mammalia","Carnivora","Ailuridae","cowpox","cowpox","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"ailurus fulgens","ailurus fulgens","Mammalia","Carnivora","Ailuridae","cowpox","cowpox","virus","Shaw",2009,"PubMed","Isolation",NA,NA,NA,""
"ailurus fulgens","ailurus fulgens","Mammalia","Carnivora","Ailuridae","feline panleukopenia","feline panleukopenia","virus","EID2",2007,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"ailurus fulgens","ailurus fulgens","Mammalia","Carnivora","Ailuridae","west nile","west nile","virus","Shaw",2012,"PubMed","Antibodies",NA,NA,NA,""
"arctocephalus australis","arctocephalus australis","Mammalia","Carnivora","Otariidae","influenza a","a influenza a","virus","GMPD2",2009,"Author","Serology","Serology",1,1,"arctocephalus australis australis, arctocephalus australis gracilis"
"arctocephalus australis","arctocephalus australis","Mammalia","Carnivora","Otariidae","influenza a","influenza a","virus","HP3",2009,"Author","Antibodies","Serology",0,1,"arctocephalus australis australis, arctocephalus australis gracilis"
"arctocephalus australis","arctocephalus australis","Mammalia","Carnivora","Otariidae","influenza a","influenza a","virus","Shaw",2009,"PubMed","Antibodies",NA,NA,NA,"arctocephalus australis australis, arctocephalus australis gracilis"
"arctocephalus australis","arctocephalus australis","Mammalia","Carnivora","Otariidae","influenza b","b influenza b","virus","GMPD2",2009,"Author","Serology","Serology",1,1,"arctocephalus australis australis, arctocephalus australis gracilis"
"arctocephalus australis","arctocephalus australis","Mammalia","Carnivora","Otariidae","influenza b","influenza b","virus","Shaw",2009,"PubMed","Antibodies",NA,NA,NA,"arctocephalus australis australis, arctocephalus australis gracilis"
"arctocephalus australis","arctocephalus australis","Mammalia","Carnivora","Otariidae","sakobuvirus a","sakobuvirus a","virus","Shaw",2016,"PubMed","PCR",NA,NA,NA,"arctocephalus australis australis, arctocephalus australis gracilis"
"arctocephalus forsteri","arctocephalus forsteri","Mammalia","Carnivora","Otariidae","phocine distemper","phocine distemper","virus","Shaw",2014,"PubMed","Antibodies",NA,NA,NA,""
"arctocephalus galapagoensis","arctocephalus galapagoensis","Mammalia","Carnivora","Otariidae","mammalian orthoreovirus","mammalian orthoreovirus","virus","GMPD2",2009,"Author","Serology","Serology",1,1,""
"atilax paludinosus","atilax paludinosus","Mammalia","Carnivora","Herpestidae","lagos bat","lagos bat","virus","EID2",2007,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"atilax paludinosus","atilax paludinosus","Mammalia","Carnivora","Herpestidae","lagos bat","lagos bat","virus","EID2",2008,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"atilax paludinosus","atilax paludinosus","Mammalia","Carnivora","Herpestidae","lagos bat","lagos bat lyssavirus","virus","Shaw",2006,"Author","Isolation",NA,NA,NA,""
"atilax paludinosus","atilax paludinosus","Mammalia","Carnivora","Herpestidae","rabies","rabies","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"atilax paludinosus","atilax paludinosus","Mammalia","Carnivora","Herpestidae","rabies","rabies","virus","EID2",2010,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"atilax paludinosus","atilax paludinosus","Mammalia","Carnivora","Herpestidae","rabies","rabies","virus","EID2",2013,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"atilax paludinosus","atilax paludinosus","Mammalia","Carnivora","Herpestidae","rabies","rabies lyssavirus","virus","GMPD2",2007,"Author","Serology","Serology",1,1,""
"atilax paludinosus","atilax paludinosus","Mammalia","Carnivora","Herpestidae","rabies","rabies","virus","HP3",2010,"Author","PCR","PCR",2,2,""
"atilax paludinosus","atilax paludinosus","Mammalia","Carnivora","Herpestidae","rabies","rabies lyssavirus","virus","Shaw",NA,NA,"Isolation",NA,NA,NA,""
"bassaricyon gabbii","bassaricyon gabbii","Mammalia","Carnivora","Procyonidae","vesicular stomatitis indiana","vesicular stomatitis indiana","virus","HP3",1969,"Author","plaque reduction neutralization","VirusNeutralisationAssay",1,1,"bassaricyon lasius, bassaricyon pauli, bassaricyon richardsoni"
"bassariscus astutus","bassariscus astutus","Mammalia","Carnivora","Procyonidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",2005,"Author","Serology","Serology",1,1,""
"bassariscus astutus","bassariscus astutus","Mammalia","Carnivora","Procyonidae","rabies","rabies","virus","EID2",2012,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"bassariscus astutus","bassariscus astutus","Mammalia","Carnivora","Procyonidae","rabies","rabies lyssavirus","virus","GMPD2",2005,"Author","Serology","Serology",1,1,""
"bassariscus astutus","bassariscus astutus","Mammalia","Carnivora","Procyonidae","rabies","rabies lyssavirus","virus","Shaw",2003,"PubMed","Isolation",NA,NA,NA,""
"callorhinus ursinus","callorhinus ursinus","Mammalia","Carnivora","Otariidae","influenza a","influenza a","virus","Shaw",1976,NA,"Antibodies",NA,NA,NA,"phoca ursina, otaria krachenninikowii, callorhinus curilensis, phoca nigra, siren cynocephala, phoca minima, arctocephalus californianus, callorhinus alascanus"
"callorhinus ursinus","callorhinus ursinus","Mammalia","Carnivora","Otariidae","phocid herpesvirus 1","phocid alphaherpesvirus 1","virus","Shaw",1997,"PubMed","Antibodies",NA,NA,NA,"phoca ursina, otaria krachenninikowii, callorhinus curilensis, phoca nigra, siren cynocephala, phoca minima, arctocephalus californianus, callorhinus alascanus"
"callorhinus ursinus","callorhinus ursinus","Mammalia","Carnivora","Otariidae","phocid herpesvirus 2","phocid gammaherpesvirus 2","virus","Shaw",1997,"PubMed","Antibodies",NA,NA,NA,"phoca ursina, otaria krachenninikowii, callorhinus curilensis, phoca nigra, siren cynocephala, phoca minima, arctocephalus californianus, callorhinus alascanus"
"callorhinus ursinus","callorhinus ursinus","Mammalia","Carnivora","Otariidae","tyuleniy","tyuleniy","virus","Shaw",1972,"PubMed","Antibodies",NA,NA,NA,"phoca ursina, otaria krachenninikowii, callorhinus curilensis, phoca nigra, siren cynocephala, phoca minima, arctocephalus californianus, callorhinus alascanus"
"callorhinus ursinus","callorhinus ursinus","Mammalia","Carnivora","Otariidae","vesicular exanthema of swine","vesicular exanthema of swine","virus","EID2",1998,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"callorhinus ursinus","callorhinus ursinus","Mammalia","Carnivora","Otariidae","vesicular exanthema of swine","vesicular exanthema of swine","virus","EID2",1986,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"callorhinus ursinus","callorhinus ursinus","Mammalia","Carnivora","Otariidae","vesicular exanthema of swine","vesicular exanthema of swine","virus","EID2",1980,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"callorhinus ursinus","callorhinus ursinus","Mammalia","Carnivora","Otariidae","vesicular exanthema of swine","vesicular exanthema of swine","virus","EID2",1978,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"callorhinus ursinus","callorhinus ursinus","Mammalia","Carnivora","Otariidae","vesicular exanthema of swine","vesicular exanthema of swine","virus","EID2",1977,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"callorhinus ursinus","callorhinus ursinus","Mammalia","Carnivora","Otariidae","vesicular exanthema of swine","vesicular exanthema of swine","virus","Shaw",1998,"PubMed","Isolation",NA,NA,NA,"phoca ursina, otaria krachenninikowii, callorhinus curilensis, phoca nigra, siren cynocephala, phoca minima, arctocephalus californianus, callorhinus alascanus"
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","african horse sickness","african horse sickness","virus","HP3",1995,"Author","bcELISA","Serology",0,1,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","aichi","aichivirus a","virus","Shaw",2015,"PubMed","PCR",NA,NA,NA,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","bluetongue","bluetongue","virus","HP3",1995,"Author","ELISA, SNT","Cargocarrier",0,0,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","GMPD2",1994,"Author","DirectBlood","DirectIsolationOrObservation",2,2,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","Shaw",1994,"Author","Antibodies",NA,NA,NA,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","GMPD2",1999,"Author","DirectBlood","DirectIsolationOrObservation",2,2,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","Shaw",2000,"PubMed","Antibodies",NA,NA,NA,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",1994,"Author","DirectBlood","DirectIsolationOrObservation",2,2,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",1999,"Author","DirectBlood","DirectIsolationOrObservation",2,2,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","Shaw",1980,"Author","Antibodies",NA,NA,NA,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","rabies","rabies lyssavirus","virus","GMPD2",2009,"Author","Serology","Serology",1,1,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","rabies","rabies","virus","HP3",2003,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"canis adustus","canis adustus","Mammalia","Carnivora","Canidae","rabies","rabies lyssavirus","virus","Shaw",2008,"PubMed","Antibodies",NA,NA,NA,""
"canis aureus","canis aureus","Mammalia","Carnivora","Canidae","aichi","aichivirus a","virus","Shaw",2015,"PubMed","PCR",NA,NA,NA,""
"canis aureus","canis aureus","Mammalia","Carnivora","Canidae","bluetongue","bluetongue","virus","HP3",1995,"Author","ELISA, SNT","Cargocarrier",0,0,""
"canis aureus","canis aureus","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","Shaw",2001,"PubMed","PCR",NA,NA,NA,""
"canis aureus","canis aureus","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",1994,"Author","DirectBlood","DirectIsolationOrObservation",2,2,""
"canis aureus","canis aureus","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","Shaw",1994,"PubMed","Antibodies",NA,NA,NA,""
"canis aureus","canis aureus","Mammalia","Carnivora","Canidae","rabies","rabies lyssavirus","virus","GMPD2",1992,"Author","DirectBlood","DirectIsolationOrObservation",2,2,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","Shaw",1985,"PubMed","Antibodies",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","california encephalitis","california encephalitis orthobunyavirus","virus","Shaw",1968,NA,"Antibodies",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canid herpesvirus 1","canid alphaherpes virus 1","virus","GMPD2",2009,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine adenovirus","canine adenovirus","virus","HP3",2009,"Author","Antibodies","Serology",0,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine coronavirus","canine coronavirus","virus","HP3",1985,"Author","Antibodies","Serology",0,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",2014,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",2010,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",2009,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",2006,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",2005,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",2003,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",2001,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",1998,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",1997,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",1992,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",1991,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","EID2",1988,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","GMPD2",2003,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","GMPD2",2005,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","GMPD2",1998,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","GMPD2",1991,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","GMPD2",1997,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","GMPD2",2004,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","GMPD2",2001,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","GMPD2",1992,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","GMPD2",2009,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine distemper","canine distemper","virus","Shaw",1986,"PubMed","PCR",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","EID2",2014,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","EID2",2009,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","EID2",2005,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","EID2",2003,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","EID2",1998,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","EID2",1992,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","GMPD2",2009,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","GMPD2",2003,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","GMPD2",1998,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","GMPD2",1997,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","GMPD2",2004,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","GMPD2",2001,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","GMPD2",1992,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine mastadenovirus a","canine mastadenovirus a","virus","Shaw",1998,"PubMed","Antibodies",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","canine parvovirus","canine parvovirus","virus","EID2",2013,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",2009,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",2003,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",1998,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",1991,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",1997,"Author","Serology","Serology",1,1,""
