"","Host","Synonym"
"1","aethomys ineptus","aethomys ineptus"
"2","aethomys ineptus","aethomys chrysophilus capricornis"
"3","aethomys ineptus","aethomys chrysophilus fouriei"
"4","aethomys ineptus","aethomys chrysophilus harei"
"5","aethomys ineptus","aethomys chrysophilus magalakuini"
"6","aethomys ineptus","mus chrysophilus pretoriae"
"7","aethomys ineptus","aethomys chrysophilus tongensis"
"8","aethomys ineptus","mus chrysophilus tzaneenensis"
