"","Host","Synonym"
"1","molossus molossus","molossus molossus"
"2","molossus molossus","molossus pygmaeus"
"3","molossus molossus","vespertilio molossus"
"4","molossus molossus","molossus debilis"
"5","molossus molossus","molossus fortis"
"6","molossus molossus","molossus molossus molossus"
"7","molossus molossus","molossus molossus debilis"
"8","molossus molossus","molossus molossus pygmaeus"
"9","molossus molossus","molossus molossus fortis"
