"","Host","Synonym"
"1","rattus nitidus","rattus nitidus"
"2","rattus nitidus","rattus aequicaudalis"
"3","rattus nitidus","mus guhai"
"4","rattus nitidus","mus horeites"
"5","rattus nitidus","rattus manuselae"
"6","rattus nitidus","mus rubricosa"
"7","rattus nitidus","rattus nitidus obsoletus"
"8","rattus nitidus","rattus griseiventer rahengis"
"9","rattus nitidus","rattus hoffmani subditivus"
