"","Host","Synonym"
"1","abrothrix olivaceus","abrothrix olivaceus"
"2","abrothrix olivaceus","akodon mansoensis"
"3","abrothrix olivaceus","akodon olivaceus"
"4","abrothrix olivaceus","akodon xanthorhinus"
