"","Host","Synonym"
"1","miniopterus australis","miniopterus australis"
"2","miniopterus australis","miniopterus solomonensis"
"3","miniopterus australis","miniopterus tibialis"
"4","miniopterus australis","miniopterus australis australis"
"5","miniopterus australis","miniopterus australis solomonensis"
"6","miniopterus australis","miniopterus australis tibialis"
