"","Host","Synonym"
"1","leontopithecus rosalia","leontopithecus rosalia"
"2","leontopithecus rosalia","leontopithecus aurora"
"3","leontopithecus rosalia","leontocebus leoninus"
"4","leontopithecus rosalia","leontopithecus marikina"
"5","leontopithecus rosalia","jacchus rosalia guyannensis"
"6","leontopithecus rosalia","jacchus rosalia brasiliensis"
