"","Host","Synonym"
"1","thallomys nigricauda","thallomys nigricauda"
"2","thallomys nigricauda","mus damarensis"
"3","thallomys nigricauda","thallomys davisi"
"4","thallomys nigricauda","thallomys herero"
"5","thallomys nigricauda","thallomys leuconoe"
"6","thallomys nigricauda","thallomys leuconoe bradfieldi"
"7","thallomys nigricauda","epimys nigricauda kalaharicus"
"8","thallomys nigricauda","thallomys leuconoe molopensis"
"9","thallomys nigricauda","rattus paedulcus robertsi"
