"","Host","Synonym"
"1","transandinomys bolivaris","transandinomys bolivaris"
"2","transandinomys bolivaris","oryzomys bolivaris"
"3","transandinomys bolivaris","oryzomys bombycinus"
"4","transandinomys bolivaris","oryzomys nitidus alleni"
"5","transandinomys bolivaris","oryzomys bombycinus orinus"
