"","Host","Synonym"
"1","apodemus speciosus","apodemus speciosus"
"2","apodemus speciosus","micromys speciosus ainu"
"3","apodemus speciosus","apodemus speciosus dorsalis"
"4","apodemus speciosus","apodemus speciosus insperatus"
"5","apodemus speciosus","micromys speciosus navigator"
"6","apodemus speciosus","apodemus speciosus sadoensis"
"7","apodemus speciosus","apodemus speciosus tusimaensis"
