"","Host","Synonym"
"1","rattus leucopus","rattus leucopus"
"2","rattus leucopus","hapalotis personata"
"3","rattus leucopus","mus terra-reginae"
"4","rattus leucopus","rattus leucopus cooktownensis"
"5","rattus leucopus","rattus leucopus mcilwraithi"
