"","Host","Synonym"
"1","rattus fuscipes","rattus fuscipes"
"2","rattus fuscipes","mus assimilis"
"3","rattus fuscipes","rattus glauerti"
"4","rattus fuscipes","mus greyii"
"5","rattus fuscipes","mus manicatus"
"6","rattus fuscipes","mus murrayi"
"7","rattus fuscipes","rattus assimilis coracius"
"8","rattus fuscipes","rattus greyi ravus"
"9","rattus fuscipes","rattus greyi pelori"
"10","rattus fuscipes","rattus greyi peccatus"
