"","Host","Synonym"
"1","peromyscus boylii","peromyscus boylii"
"2","peromyscus boylii","peromyscus gaurus"
"3","peromyscus boylii","sitomys major"
"4","peromyscus boylii","peromyscus metallicola"
"5","peromyscus boylii","peromyscus parasiticus"
"6","peromyscus boylii","sitomys robustus"
"7","peromyscus boylii","sitomys rowleyi"
"8","peromyscus boylii","peromyscus boylii glasselli"
"9","peromyscus boylii","sitomys rowleyi pinalis"
"10","peromyscus boylii","peromyscus boylii utahensis"
