"","Host","Synonym"
"1","miopithecus talapoin","miopithecus talapoin"
"2","miopithecus talapoin","miopithecus capillatus"
"3","miopithecus talapoin","cercopithecus melarhinus"
"4","miopithecus talapoin","simia niger"
"5","miopithecus talapoin","cercopithecus pileatus"
"6","miopithecus talapoin","cercopithecus talapoin ansorgei"
"7","miopithecus talapoin","miopithecus talapoin pilettei"
"8","miopithecus talapoin","cercopithecus talapoin vlesschouwersi"
