"","Host","Synonym"
"1","rhabdomys dilectus","rhabdomys dilectus"
"2","rhabdomys dilectus","rhabdomys pumilio algoae"
"3","rhabdomys dilectus","rhabdomys pumilio bethuliensis"
"4","rhabdomys dilectus","arvicanthis pumilio chakae"
"5","rhabdomys dilectus","rhabdomys pumilio cradockensis"
"6","rhabdomys dilectus","rhabdomys pumilio griquoides"
"7","rhabdomys dilectus","arvicanthis pumilio moshesh"
"8","rhabdomys dilectus","rhabdomys pumilio vaalensis"
