"","Host","Synonym"
"1","microcebus murinus","microcebus murinus"
"2","microcebus murinus","chirogaleus gliroides"
"3","microcebus murinus","galago madagascarensis"
"4","microcebus murinus","prosimia minima"
"5","microcebus murinus","cheirogaleus minor"
"6","microcebus murinus","myscebus palmarum"
"7","microcebus murinus","lemur prehensilis"
"8","microcebus murinus","lemur pusillus"
