"","Host","Synonym"
"1","chlorocebus cynosuros","chlorocebus cynosuros"
"2","chlorocebus cynosuros","chlorocebus cynosurus"
"3","chlorocebus cynosuros","cercopithecus tephrops"
"4","chlorocebus cynosuros","cercopithecus pygerythrus helvescens"
"5","chlorocebus cynosuros","cercopithecus cynosurus weynsi"
"6","chlorocebus cynosuros","cercopithecus pygerythrus katangensis"
"7","chlorocebus cynosuros","cercopithecus aethiops lukonzolwae"
"8","chlorocebus cynosuros","cercopithecus cynosurus tholloni"
