"","Host","Synonym"
"1","cercopithecus campbelli","cercopithecus campbelli"
"2","cercopithecus campbelli","cercopithecus burnettii"
"3","cercopithecus campbelli","cercopithecus temminickii"
"4","cercopithecus campbelli","cercopithecus mona monella"
