"","Host","Synonym"
"1","neotoma macrotis","neotoma macrotis"
"2","neotoma macrotis","neotoma fuscipes cnemophila"
"3","neotoma macrotis","neotoma fuscipes dispar"
"4","neotoma macrotis","neotoma fuscipes luciana"
"5","neotoma macrotis","neotoma fuscipes martirensis"
"6","neotoma macrotis","neotoma fuscipes mohavensis"
"7","neotoma macrotis","neotoma macrotis simplex"
"8","neotoma macrotis","neotoma fuscipes streatori"
