"","Host","Synonym"
"1","aotus lemurinus","aotus lemurinus"
"2","aotus lemurinus","aotus hershkovitzi"
"3","aotus lemurinus","aotus pervigilis"
"4","aotus lemurinus","aotus aversus"
"5","aotus lemurinus","aotus lanius"
"6","aotus lemurinus","nyctipithecus hirsutus"
"7","aotus lemurinus","nyctipithecus villosus"
