"","Host","Synonym"
"1","sousa chinensis","sousa chinensis"
"2","sousa chinensis","sousa borneensis"
"3","sousa chinensis","sousa huangi"
"4","sousa chinensis","delphinus chinensis"
"5","sousa chinensis","delphinus sinensis"
"6","sousa chinensis","steno chinensis"
"7","sousa chinensis","sotalia borneensis"
