"","Host","Synonym"
"1","rattus lutreolus","rattus lutreolus"
"2","rattus lutreolus","rattus lacus"
"3","rattus lutreolus","mus tetragonurus"
"4","rattus lutreolus","mus vellerosus"
"5","rattus lutreolus","mus velutinus"
"6","rattus lutreolus","rattus lutreolus imbil"
"7","rattus lutreolus","rattus lutreolus cambricus"
