"","Host","Synonym"
"1","ateles hybridus","ateles hybridus"
"2","ateles hybridus","ateles albifrons"
"3","ateles hybridus","ameranthropoides loysi"
"4","ateles hybridus","ateles hybridus hybridus"
"5","ateles hybridus","ateles hybridus brunneus"
